,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_the,ans_prob_obs_edit_subject_be,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_a,ans_prob_obs_edit_subject_of,ans_prob_obs_edit_subject_to,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_i,ans_prob_obs_edit_subject_you,ans_prob_obs_edit_subject_it,ans_prob_obs_edit_subject_have,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_do,ans_prob_obs_edit_subject_he,ans_prob_obs_edit_subject_with,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_this,ans_prob_obs_edit_subject_n't,ans_prob_obs_edit_subject_we,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_they,ans_prob_obs_edit_subject_say,ans_prob_obs_edit_subject_at,ans_prob_obs_edit_subject_what,ans_prob_obs_edit_subject_his,ans_prob_obs_edit_subject_from,ans_prob_obs_edit_subject_go,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_by,ans_prob_obs_edit_subject_get,ans_prob_obs_edit_subject_she,ans_prob_obs_edit_subject_my,ans_prob_obs_edit_subject_can,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_know,ans_prob_obs_edit_subject_if
59,Richard Garfield received a Bachelor of Science degree in the field of,The creator of Magic: The Gathering received a Bachelor of Science degree in field of,Richard Garfield,The creator of Magic: The Gathering, computer mathematics,0.025284387171268463,0.025930874049663544,0.019812552258372307,0.02077479474246502,0.016150085255503654,0.017099902033805847,0.029914671555161476,0.033691324293613434,0.0195913203060627,0.031219756230711937,0.018527258187532425,0.01773655228316784,0.027831876650452614,0.027791816741228104,0.022645002231001854,0.027564622461795807,0.01936875469982624,0.025060614570975304,0.019023850560188293,0.03268758952617645,0.0201715100556612,0.03430276736617088,0.033496957272291183,0.02184818498790264,0.021444046869874,0.022266967222094536,0.02328161895275116,0.02472689561545849,0.02593882754445076,0.017641574144363403,0.014560184441506863,0.012664024718105793,0.012406927533447742,0.02065706066787243,0.01579722762107849,0.02086823619902134,0.01311823446303606,0.01681847684085369,0.02334878034889698,0.02570303902029991
60,Emperor Vespasian introduced a tax on this bodily fluid,The fourth and last emperor who reigned in the Year of the Four Emperors introduced a tax on this bodily fluid,Emperor Vespasian,The fourth and last emperor who reigned in the Year of the Four Emperors, urin,1.0026836889664992e-06,2.25288090405229e-06,2.0465595298446715e-06,1.532984583718644e-06,2.2597714632865973e-06,2.217500878032297e-06,1.8889099919761065e-06,2.2441001874540234e-06,2.7643645807984285e-06,2.968373792100465e-06,3.5915620628657052e-06,4.199820978101343e-06,2.1426697003334993e-06,3.115617346338695e-06,1.987167252082145e-06,2.6770408112497535e-06,1.9787853489106055e-06,3.455402520557982e-06,1.775530904524203e-06,1.7562493894729414e-06,2.700222012208542e-06,1.7997672330238856e-06,2.750558678599191e-06,1.8175837794842664e-06,3.2398227176599903e-06,4.503824129642453e-06,3.199731963832164e-06,3.077750079683028e-06,3.1358674732473446e-06,1.524571530353569e-06,3.221016413590405e-06,3.1823180961509934e-06,2.2509075279231183e-06,3.6059304875379894e-06,1.8336095308768563e-06,2.6573495688353432e-06,1.7865323798105237e-06,3.0691428491991246e-06,2.24427549255779e-06,2.3508523554482963e-06
61,"Ludwig II ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake","Der Märchenkönig ('the Fairy Tale King') ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake",Ludwig II,Der Märchenkönig ('the Fairy Tale King')," Starnberg, Bavaria, German Empire",0.003393814666196704,0.005766648333519697,0.006146934814751148,0.00597864156588912,0.005793704651296139,0.006750526838004589,0.005112505052238703,0.006555905099958181,0.006315453443676233,0.010180413722991943,0.004717075265944004,0.005112796556204557,0.007067372091114521,0.006037640850991011,0.007409739773720503,0.0064986818470060825,0.005070961080491543,0.00619646767154336,0.007263470441102982,0.0054298886097967625,0.004490564577281475,0.005317941773682833,0.004557719919830561,0.0059327129274606705,0.004585149232298136,0.005009177140891552,0.005151547957211733,0.005792566575109959,0.005254044197499752,0.006813692394644022,0.004489780869334936,0.0056880745105445385,0.005354471039026976,0.006865477655082941,0.004014155827462673,0.007329602725803852,0.002752916421741247,0.008253604173660278,0.004239661153405905,0.006039844825863838
62,Alexander the Great was tutored by the philosopher called,The man who conquered most of the known world was tutored by the philosopher called,Alexander the Great,The man who conquered the world, Aristotle,0.07452035695314407,0.026150692254304886,0.02776424027979374,0.006805434823036194,0.034016095101833344,0.03603491187095642,0.02391495741903782,0.017633849754929543,0.03447583317756653,0.031057026237249374,0.026399977505207062,0.016909917816519737,0.03986046835780144,0.01937875524163246,0.029487159103155136,0.00981849618256092,0.01905973255634308,0.022169088944792747,0.025639133527874947,0.021858373656868935,0.043203361332416534,0.016617340967059135,0.027866888791322708,0.03446638211607933,0.028592389076948166,0.009470514953136444,0.05296313017606735,0.016726121306419373,0.01328766904771328,0.009403924457728863,0.0227328110486269,0.016859926283359528,0.01688992977142334,0.03021225892007351,0.01976212114095688,0.018066715449094772,0.02648072876036167,0.015413288958370686,0.020262770354747772,0.03216245770454407
63,Steve Rogers is famous for his,The first avenger is famous for his,Steve Rogers,The first avenger, shield,0.0015752556500956416,0.0009560295729897916,0.0008532137144356966,0.001320487936027348,0.0008963779546320438,0.0009565401705913246,0.0006232123705558479,0.0011929826578125358,0.0006854813545942307,0.00034446248901076615,0.001220635836943984,0.00047897189506329596,0.0008629474323242903,0.0009019372519105673,0.0006885911570861936,0.0009880957659333944,0.0004416005394887179,0.0007699325797148049,0.0011426265118643641,0.0005371263832785189,0.0011063463753089309,0.0008966921595856547,0.0008088764734566212,0.0005409609293565154,0.0006022965535521507,0.0010025614174082875,0.0003932443796657026,0.0008250391692854464,0.00029632888617925346,0.000605062406975776,0.0006402476574294269,0.0007503515225835145,0.0004647279274649918,0.001198511105030775,0.0005483473069034517,0.0007701560971327126,0.001048139645718038,0.0007041559438221157,0.0010207921732217073,0.0010897518368437886
64,Thomas Jennings invented a method for removing,The first African-American to hold a patent invented a method for removing,Thomas Jennings,The first African-American to hold a patent, dirt and grease from clothing,0.012375586666166782,0.013643840327858925,0.011680739931762218,0.01471350435167551,0.016359543427824974,0.012845165096223354,0.010205984115600586,0.0170024074614048,0.01925191469490528,0.012025994248688221,0.01140616275370121,0.008927326649427414,0.019208727404475212,0.013975047506392002,0.020793823525309563,0.011854431591928005,0.015735620632767677,0.016685504466295242,0.013102885335683823,0.01399605069309473,0.006602570880204439,0.024711236357688904,0.01967584155499935,0.017230847850441933,0.015468320809304714,0.012126557528972626,0.010225347243249416,0.012666396796703339,0.01567220129072666,0.022532816976308823,0.008835858665406704,0.015224640257656574,0.01869470626115799,0.027730297297239304,0.007563888560980558,0.012456565164029598,0.009214750491082668,0.010496423579752445,0.010707800276577473,0.01971430517733097
65,Leonardo da Vinci was born in the modern-day country of,The painter of the Mona Lisa was born in the modern-day country of,Leonardo da Vinci,The painter of the Mona Lisa, Italy,0.38517242670059204,0.1668137162923813,0.20438380539417267,0.13855838775634766,0.25966620445251465,0.22686521708965302,0.3130441904067993,0.208947092294693,0.21263118088245392,0.24969109892845154,0.19476330280303955,0.11282838135957718,0.14361976087093353,0.19493962824344635,0.22214339673519135,0.2733686864376068,0.12579655647277832,0.18591085076332092,0.2396182119846344,0.2147980034351349,0.06632111221551895,0.16862577199935913,0.24523991346359253,0.2539530396461487,0.16180823743343353,0.2989825904369354,0.2173829972743988,0.17940950393676758,0.11351419240236282,0.1981862485408783,0.16510187089443207,0.12189154326915741,0.26406899094581604,0.17304731905460358,0.11924219131469727,0.22208954393863678,0.16693426668643951,0.14883878827095032,0.10814687609672546,0.19205808639526367
66,Johannes Gutenberg originally trained to become a,The inventor of the printing press originally trained to become a,Johannes Gutenberg,The inventor of the printing press, goldsmith,0.0008536913082934916,0.0010043199872598052,0.0006087750662118196,0.0009362191776745021,0.0006451443186961114,0.00028282272978685796,0.0007048998959362507,0.0009000254794955254,0.0004394587595015764,0.00038019014755263925,0.0007464625523425639,0.0003782023850362748,0.0014643366448581219,0.0006660517537966371,0.0009570848778821528,0.0005451908218674362,0.0008149341447278857,0.0008275544969365001,0.0005072236526757479,0.000437998358393088,0.0003991003322880715,0.0008514272049069405,0.0013917969772592187,0.0004555977648124099,0.0010909194825217128,0.0007531470037065446,0.0003539930039551109,0.0007634118665009737,0.0009853458032011986,0.0008062815177254379,0.0006979727186262608,0.0002784829121083021,0.0008366410038433969,0.0017989720217883587,0.0005050631007179618,0.0006803616415709257,0.0008845789707265794,0.0006196604808792472,0.0010639316169545054,0.0007684156880713999
67,"In addition to being an inventor, Samuel F.B. Morse was also a talented","In addition to being an inventor, the developer of the electrical telegraph was also a talented",Samuel F.B. Morse,the developer of the electrical telegraph, artist,0.04970938339829445,0.04276570677757263,0.03606885299086571,0.05524464324116707,0.02556511200964451,0.02943936176598072,0.02929503656923771,0.0354776605963707,0.03220910206437111,0.03824000433087349,0.040387991815805435,0.04644821211695671,0.03373177722096443,0.039345648139715195,0.03645564243197441,0.03404716029763222,0.04082554206252098,0.037579894065856934,0.0317719429731369,0.050718728452920914,0.04724178463220596,0.029496703296899796,0.041680820286273956,0.0584409199655056,0.034937214106321335,0.05537907034158707,0.04258574917912483,0.04043969511985779,0.041626688092947006,0.03528791293501854,0.062338586896657944,0.043253060430288315,0.028682829812169075,0.06067857891321182,0.05382349342107773,0.052467625588178635,0.04888348653912544,0.036865346133708954,0.02930155023932457,0.035579390823841095
68,The first patented invention of Thomas Alva Edison was the electric,The first patented invention of the inventor of the light bulb was the electric,Thomas Alva Edison,the inventor of the light bulb, vote recorder,1.3744950422278635e-07,3.631229503753275e-07,3.397204864086234e-07,5.272609087114688e-07,3.3313375524812727e-07,3.338346061809716e-07,5.048998446000041e-07,2.8173209898341156e-07,3.938960446703277e-07,5.076878437648702e-07,2.6477749770492665e-07,4.801685236088815e-07,3.458664252775634e-07,3.491145719181077e-07,3.537962811606121e-07,4.973952059117437e-07,3.934381993531133e-07,3.4915939295387943e-07,6.203816838024068e-07,2.801555751830165e-07,6.712601248182182e-07,4.551624783744046e-07,4.545475746908778e-07,3.62036445267222e-07,3.3679049238344305e-07,5.189044713915791e-07,3.262559005179355e-07,4.3891193968192965e-07,2.4676660359546077e-07,3.974732862843666e-07,6.099954816818354e-07,6.016933866703766e-07,2.656362596553663e-07,4.12642265246177e-07,2.9400010248537e-07,3.722918506809947e-07,8.144942285071011e-07,3.1133751576817303e-07,2.101472915683189e-07,4.534676065759413e-07
69,Nikola Tesla was born in the modern-day country of,The rival of Thomas Alva Edison was born in the modern-day country of,Nikola Tesla,The rival of Thomas Alva Edison, Croatia,0.07633791863918304,0.009365187026560307,0.008656001649796963,0.0053038569167256355,0.005399891175329685,0.0042194342240691185,0.006761063821613789,0.008793437853455544,0.005973353516310453,0.0061736637726426125,0.00580512173473835,0.00963448267430067,0.009289939887821674,0.009969091042876244,0.0074115050956606865,0.004983481951057911,0.0062943026423454285,0.004111349582672119,0.003485701512545347,0.007253142539411783,0.00428736163303256,0.005813893862068653,0.0096534863114357,0.005982098635286093,0.009627319872379303,0.003902753349393606,0.0057682255282998085,0.007538744248449802,0.007632341701537371,0.0053393165580928326,0.006106175482273102,0.006021944805979729,0.005088833160698414,0.006292975042015314,0.0076064919121563435,0.008105654269456863,0.006472145207226276,0.01048276200890541,0.00533805089071393,0.00460274051874876
70,Nikola Tesla went to the University of,The inventor of the Tesla coin went to the University of,Nikola Tesla,The inventor of the Tesla coin, Graz,0.0014419775689020753,0.0002516808162909001,0.00040870485827326775,0.000532741192728281,0.0006089175003580749,0.0003305884310975671,0.00039183400804176927,0.0003321132971905172,0.0005276832962408662,0.0006052874960005283,0.0004070736758876592,0.0005758016486652195,0.0005601116572506726,0.0004580343374982476,0.0003745191788766533,0.0004552194441203028,0.0004199314571451396,0.00035495683550834656,0.00032187390024773777,0.0002489244507160038,0.0003061631869059056,0.00045956356916576624,0.000432697037467733,0.00032907037530094385,0.00039970348007045686,0.0003476236597634852,0.0004922511288896203,0.00030919958953745663,0.0003959833411499858,0.00029392517171800137,0.0004863348149228841,0.000477203429909423,0.00047033850569278,0.0003209566348232329,0.00043098602327518165,0.00025059538893401623,0.00020486145513132215,0.0005966508761048317,0.00030325716943480074,0.0003824539890047163
71,Nikola Tesla died in the city called,The inventor of the induction motor died in the city called,Nikola Tesla,The inventor of the induction motor," New York City, U.S.",0.06810005009174347,0.011034682393074036,0.013679512776434422,0.006820677313953638,0.009752313606441021,0.012997603043913841,0.011166637763381004,0.009976641274988651,0.011106973513960838,0.008790174499154091,0.010209443978965282,0.007405127864331007,0.009245015680789948,0.0085941506549716,0.013493428938090801,0.01048760674893856,0.006821187678724527,0.009888851083815098,0.009600459598004818,0.013616933487355709,0.005329026374965906,0.011096193455159664,0.0114027364179492,0.01058406475931406,0.007940969429910183,0.0218906719237566,0.009328105486929417,0.011823555454611778,0.005483291577547789,0.012245036661624908,0.01147570088505745,0.009769821539521217,0.009796652011573315,0.006610245443880558,0.007402461487799883,0.02240726538002491,0.009542147628962994,0.00730295991525054,0.018246818333864212,0.008935566060245037
72,Nikola Tesla studied,The inventor of alternating current studied,Nikola Tesla,The inventor of alternating current, electrical engineering,0.022618312388658524,0.01986866444349289,0.01847446896135807,0.009821197018027306,0.02467762492597103,0.019519129768013954,0.024613339453935623,0.014565631747245789,0.022497517988085747,0.016311999410390854,0.01941213570535183,0.015506865456700325,0.02627442590892315,0.014518475160002708,0.01722039468586445,0.024295905604958534,0.031292498111724854,0.02190219797194004,0.018474068492650986,0.017906948924064636,0.006624291650950909,0.017618320882320404,0.031226353719830513,0.021096786484122276,0.019798511639237404,0.010730339214205742,0.03250906243920326,0.023077722638845444,0.0252480860799551,0.026546603068709373,0.0178510844707489,0.01971709355711937,0.005763515830039978,0.015368601307272911,0.027355151250958443,0.017809636890888214,0.016826599836349487,0.020723631605505943,0.04540034383535385,0.01665334403514862
73,New York City is in the state of,The most populous city in the United States is in the state of,New York City,The most populous city in the United States, New York,0.0009470071527175605,0.09008307754993439,0.09072265774011612,0.0802411139011383,0.09721026569604874,0.09789799153804779,0.10247925668954849,0.1078200712800026,0.08750879019498825,0.0664881020784378,0.08443830907344818,0.10892930626869202,0.10396081954240799,0.0901624783873558,0.10075104236602783,0.08566348254680634,0.08295518159866333,0.06886191666126251,0.11195536702871323,0.09784922003746033,0.07326288521289825,0.10808594524860382,0.10781310498714447,0.0778082087635994,0.0976029485464096,0.08334961533546448,0.0981728658080101,0.08358333259820938,0.06984774023294449,0.09055568277835846,0.10656578838825226,0.10209941118955612,0.0862598642706871,0.0957549586892128,0.11912430822849274,0.11787237226963043,0.07875645160675049,0.09707707166671753,0.07863577455282211,0.0820637121796608
74,Michelle Obama was born in the city of,Barack Obama's wife was born in the city of,Michelle Obama,Barack Obama's wife, Chicago,0.6726415753364563,0.5578188896179199,0.5712818503379822,0.4496839642524719,0.5262486338615417,0.40053075551986694,0.4608064293861389,0.41549524664878845,0.37486326694488525,0.4435778856277466,0.49366533756256104,0.25343817472457886,0.49280062317848206,0.5033774375915527,0.4716852009296417,0.6177650690078735,0.23920193314552307,0.6397178769111633,0.5119611024856567,0.6231932044029236,0.23594073951244354,0.502144992351532,0.5031252503395081,0.5405926704406738,0.4948808252811432,0.6818006634712219,0.4165111482143402,0.46271416544914246,0.2595018148422241,0.5398520827293396,0.4920158088207245,0.43596991896629333,0.5161072611808777,0.41961586475372314,0.47698748111724854,0.7075920104980469,0.6127612590789795,0.29417285323143005,0.5500577092170715,0.31216639280319214
75,Florence Nightingale was born in the city of,The founder of modern nursing was born in the city of,Florence Nightingale,The founder of modern nursing, Florence,0.6546518802642822,0.007229657843708992,0.007711081299930811,0.0021320341620594263,0.007463592570275068,0.007426226511597633,0.004740249365568161,0.0029747365042567253,0.0049957693554461,0.0055852290242910385,0.005835209973156452,0.0029058007057756186,0.006081384140998125,0.0058067296631634235,0.006752682384103537,0.0063150362111628056,0.0033154396805912256,0.004188196267932653,0.007462425623089075,0.004840352106839418,0.0018025918398052454,0.004201738629490137,0.003822319209575653,0.0047272746451199055,0.0042701479978859425,0.003427316667512059,0.006164408288896084,0.005852734204381704,0.00203107763081789,0.00711757130920887,0.0027043279260396957,0.006383530795574188,0.004436442628502846,0.0020838703494518995,0.00383322243578732,0.003752692136913538,0.002171197673305869,0.0031521767377853394,0.002329353243112564,0.011164388619363308
76,Hippocrates was from the country of,The father of medicine was from the country of,Hippocrates,The father of medicine, Greece,0.05349917709827423,0.00896505732089281,0.009357086382806301,0.004399454221129417,0.010609546676278114,0.0060799941420555115,0.006293304264545441,0.006279910448938608,0.008342225104570389,0.006595732178539038,0.009006391279399395,0.004937743302434683,0.009420541115105152,0.009258143603801727,0.008602693676948547,0.008161717094480991,0.008415503427386284,0.007144397124648094,0.009701691567897797,0.008867252618074417,0.003109548706561327,0.006496381480246782,0.01204138994216919,0.00747709022834897,0.009107534773647785,0.014457997865974903,0.0057993619702756405,0.006947092711925507,0.005059322342276573,0.010946065187454224,0.006191028282046318,0.007737881503999233,0.008822149597108364,0.007967675104737282,0.00615724315866828,0.009943629615008831,0.008160400204360485,0.008673254400491714,0.007647437043488026,0.006675485521554947
77,Albert Einstein was known for developing the theory of,The winner of the 1921 Nobel Prize in Physics was known for developing the theory of,Albert Einstein,The winner of the 1921 Nobel Prize in Physics , relativity,0.7209499478340149,0.20931728184223175,0.2504775822162628,0.10289502143859863,0.2217389941215515,0.17669115960597992,0.29776790738105774,0.17480014264583588,0.27336832880973816,0.24011655151844025,0.22101260721683502,0.23475751280784607,0.17762303352355957,0.1925162971019745,0.24137769639492035,0.19600720703601837,0.31947457790374756,0.20804063975811005,0.2965605854988098,0.1664513796567917,0.24891217052936554,0.30668604373931885,0.2950105667114258,0.3424847722053528,0.22370365262031555,0.1402490735054016,0.16983672976493835,0.17937396466732025,0.1376166194677353,0.20299674570560455,0.35696640610694885,0.3277032971382141,0.2530144155025482,0.18331989645957947,0.19315604865550995,0.1806420385837555,0.12234301120042801,0.13883830606937408,0.21997295320034027,0.264057457447052
78,James Madison was born in the state of,The father of the Constitution was born in the state of,James Madison,The father of the Constitution, Virgina,0.0030950738582760096,0.004428930580615997,0.005486953072249889,0.0026487908326089382,0.00532240467146039,0.00459861708804965,0.005757700651884079,0.003126526717096567,0.008275233209133148,0.002096202690154314,0.0037589995190501213,0.0014571195933967829,0.0049821981228888035,0.0049180882051587105,0.007587839383631945,0.002697026589885354,0.003761759726330638,0.0071449726819992065,0.007155153434723616,0.005265209823846817,0.0022082163486629725,0.004698434844613075,0.0034604270476847887,0.005025648511946201,0.0038803608622401953,0.0008712518028914928,0.0027505988255143166,0.0053383163176476955,0.002040355931967497,0.006020765285938978,0.0014297241577878594,0.0026305518113076687,0.003743324661627412,0.002438806928694248,0.002937240758910775,0.0028704390861094,0.00246757036074996,0.0021352076437324286,0.004130377434194088,0.005786717403680086
79,Charles Babbage was born in the city of,The father of the computer was born in the city of,Charles Babbage,The father of the computer, London,0.13815048336982727,0.0017450273735448718,0.00294102868065238,0.0007156938663683832,0.002296849386766553,0.0028642381075769663,0.0016289898194372654,0.001822298625484109,0.0015426394529640675,0.00243236031383276,0.001776546356268227,0.0009732544422149658,0.001579992356710136,0.001581696211360395,0.0028238617815077305,0.0026907792780548334,0.0014798154588788748,0.003182060085237026,0.003078875597566366,0.002106437226757407,0.004611303564161062,0.0016232223715633154,0.0023768343962728977,0.0024735061451792717,0.002126283710822463,0.008673659525811672,0.0023844579700380564,0.0017652672249823809,0.0010947478003799915,0.0022001275792717934,0.0015765130519866943,0.0023340792395174503,0.002062522806227207,0.0012917767744511366,0.0023364850785583258,0.0032927612774074078,0.0020792705472558737,0.0012866109609603882,0.0035771180409938097,0.0023631572257727385
80,Galileo Galilei was born in the city of,The father of the scientific method was born in the city of,Galileo Galilei,The father of the scientific method, Pisa,0.07235290110111237,0.015226984396576881,0.01433909498155117,0.012567257508635521,0.01554717868566513,0.012394232675433159,0.020087121054530144,0.01647867262363434,0.01634710282087326,0.012303371913731098,0.016150863841176033,0.013643264770507812,0.015547223389148712,0.01661553792655468,0.01613791473209858,0.016064556315541267,0.015742415562272072,0.01395290344953537,0.013045712374150753,0.019611194729804993,0.00865998212248087,0.01365656591951847,0.01757482998073101,0.01591579057276249,0.01530174445360899,0.01701337844133377,0.015053312294185162,0.01591884344816208,0.01653594709932804,0.018940260633826256,0.01446725707501173,0.012833734042942524,0.010411175899207592,0.014173347502946854,0.016533177345991135,0.016099965199828148,0.01435546763241291,0.017385635524988174,0.015410752035677433,0.014101384207606316
81,The Taj Mahal was commissioned by,The ivory-white mausoleum in India was commissioned by,The Taj Mahal,The ivory-white mausoleum in India, Shah Jahan,0.08630166947841644,0.005198282189667225,0.0056333779357373714,0.00622443575412035,0.00585122499614954,0.0045672329142689705,0.0059260837733745575,0.005254731513559818,0.005953595507889986,0.006039116065949202,0.0038717438001185656,0.004875569138675928,0.006430790293961763,0.006012625060975552,0.006221540737897158,0.007414381951093674,0.005443009547889233,0.006099181715399027,0.005404853727668524,0.0034848819486796856,0.004798625595867634,0.005249422509223223,0.005188511684536934,0.004467910621315241,0.005373106803745031,0.004711081739515066,0.007411984261125326,0.004068543203175068,0.004760452546179295,0.005678656976670027,0.004101746249943972,0.0046850889921188354,0.003955044783651829,0.005274320021271706,0.006632873322814703,0.003987757954746485,0.004205179400742054,0.0034152676817029715,0.007082018535584211,0.006205275189131498
82,The Gateway Arch is located in,The world's tallest arch is located in,The Gateway Arch,The world's tallest arch, St. Louis,0.036951031535863876,0.01396962534636259,0.011159396730363369,0.005776761565357447,0.009592576883733273,0.008232141844928265,0.009054811671376228,0.009035526774823666,0.007756577339023352,0.009126255288720131,0.008492912165820599,0.010551626794040203,0.011825700290501118,0.01054421067237854,0.009580309502780437,0.010490644723176956,0.010957764461636543,0.011198834516108036,0.008765431120991707,0.010312001220881939,0.00603095255792141,0.007686132099479437,0.010206411592662334,0.009942125529050827,0.010917485691606998,0.009343519806861877,0.011143345385789871,0.007865576073527336,0.009876948781311512,0.00899201724678278,0.008057438768446445,0.009352893568575382,0.007444904651492834,0.008109359070658684,0.013919956982135773,0.012964203953742981,0.009804739616811275,0.008550452999770641,0.010090017691254616,0.006342015694826841
83,The Shard is located in the city of,The tallest building in the United Kingdom is located in the city of,The Shard,The tallest building in the United Kingdom, London,0.3510141670703888,0.2308470606803894,0.3117799162864685,0.09398550540208817,0.2808658182621002,0.24185234308242798,0.26308292150497437,0.21273846924304962,0.29078230261802673,0.20310012996196747,0.1578051894903183,0.17790010571479797,0.26341211795806885,0.20135797560214996,0.2600359618663788,0.22801904380321503,0.18941040337085724,0.2279990315437317,0.26972654461860657,0.22423343360424042,0.28106001019477844,0.20229506492614746,0.33684396743774414,0.22294801473617554,0.17624938488006592,0.34090620279312134,0.3352139890193939,0.19945590198040009,0.14572487771511078,0.267575740814209,0.16340391337871552,0.2855570316314697,0.17864924669265747,0.18663640320301056,0.20651742815971375,0.16455323994159698,0.15152223408222198,0.1934100091457367,0.2925867438316345,0.19439738988876343
84,T. Rex lived on the modern day continent of,The dinosaur with tiny arms lived on the modern day continent of,T. Rex,The dinosaur with tiny arms, North America,0.1040901392698288,0.007142245303839445,0.005623859819024801,0.00202365149743855,0.007172711659222841,0.0046730064786970615,0.006089333910495043,0.013070822693407536,0.009634140878915787,0.0059442901983857155,0.004843228496611118,0.00526723125949502,0.006404454819858074,0.00879267230629921,0.005075048189610243,0.013781208544969559,0.002790980739519,0.007353673223406076,0.0040167635306715965,0.008722005411982536,0.006032468285411596,0.0040665119886398315,0.004022716544568539,0.008308662101626396,0.004683355335146189,0.009813058190047741,0.0026256386190652847,0.008935824036598206,0.004984757862985134,0.004269716329872608,0.008954930119216442,0.0037845887709409,0.001623045653104782,0.011606200598180294,0.0055210473947227,0.007985086180269718,0.011109815910458565,0.002720725955441594,0.020226502791047096,0.00906703993678093
85,Bananas grow on,Long yellow berries grow on,Bananas,Long yellow berries, trees,0.4742906093597412,0.03692758455872536,0.03254842013120651,0.042866792529821396,0.0413597971200943,0.03868236765265465,0.03415720909833908,0.03428923711180687,0.03696130961179733,0.049317922443151474,0.04689519852399826,0.039139144122600555,0.03768569976091385,0.034125398844480515,0.030018340796232224,0.05401287600398064,0.03571537509560585,0.04652100428938866,0.029522202908992767,0.03547153249382973,0.05428700149059296,0.04671788588166237,0.05364706739783287,0.03758513182401657,0.04520862177014351,0.047506872564554214,0.04704767465591431,0.030278081074357033,0.021089864894747734,0.03233835846185684,0.03443682938814163,0.0400703102350235,0.04587884619832039,0.030819213017821312,0.03865695372223854,0.02413029968738556,0.04210616275668144,0.04845357686281204,0.047015879303216934,0.03376109525561333
86,"When life gives you limes, make","When life gives you the green version of lemons, make",limes,the green version of lemons, limeade,0.16443951427936554,0.003533074166625738,0.002068473957479,0.0011730679543688893,0.002139059826731682,0.0021894301753491163,0.0014935056678950787,0.0019247689051553607,0.0027514754328876734,0.0013220406835898757,0.0016910312697291374,0.003046888392418623,0.002150804502889514,0.0016668501775711775,0.002031089272350073,0.0031791601795703173,0.0013627136358991265,0.0019156810594722629,0.0027682173531502485,0.0023533469066023827,0.00036399808595888317,0.0018712591845542192,0.0020671398378908634,0.003615381196141243,0.0019120530923828483,0.0018977876752614975,0.0033049427438527346,0.003645137883722782,0.0025923869106918573,0.0017302619526162744,0.002813644241541624,0.003378398949280381,0.0019659323152154684,0.001956569030880928,0.0018714022589847445,0.0017011720919981599,0.002821785630658269,0.002257315441966057,0.0027800491079688072,0.0031883290503174067
87,Helen Keller was born in the state of,A deaf and blind disability rights activist was born in the state of,Helen Keller,A deaf and blind disability rights activist, Alabama,0.0023546835873275995,0.01498658861964941,0.016325514763593674,0.006464586593210697,0.00766362389549613,0.007886474952101707,0.009880902245640755,0.013035738840699196,0.007120523601770401,0.00439788680523634,0.0084096509963274,0.002362223342061043,0.008091788738965988,0.010068325325846672,0.01209223922342062,0.012329974211752415,0.010379944927990437,0.02021033689379692,0.012452511116862297,0.013449061661958694,0.016140230000019073,0.005823246203362942,0.013924128375947475,0.012651143595576286,0.01364444475620985,0.01501472294330597,0.004696459975093603,0.00968062411993742,0.009178266860544682,0.015444869175553322,0.008510700426995754,0.0072382111102342606,0.013130771927535534,0.018979454413056374,0.01579773984849453,0.017716581001877785,0.012940763495862484,0.007116642314940691,0.01885485276579857,0.011788170784711838
88,Mozart was born in the modern day country of,The pianist who composed Twinkle Twinkle Little Star was born in the modern day country of,Mozart,The pianist who composed Twinkle Twinkle Little Star, Austria,0.07477572560310364,0.020564664155244827,0.022178050130605698,0.007539052050560713,0.02187277004122734,0.018978383392095566,0.020865216851234436,0.025834476575255394,0.026488928124308586,0.016060728579759598,0.015621734783053398,0.017487404868006706,0.032787468284368515,0.02201997861266136,0.025802606716752052,0.009971993044018745,0.017417509108781815,0.02687743492424488,0.0168615635484457,0.021292001008987427,0.010791625827550888,0.02874024212360382,0.028337107971310616,0.022058619186282158,0.024062613025307655,0.017313795164227486,0.019537456333637238,0.017519380897283554,0.013673191890120506,0.021669117733836174,0.027804486453533173,0.014657926745712757,0.018392952159047127,0.027017755433917046,0.012247131206095219,0.024126775562763214,0.0105165159329772,0.021723678335547447,0.019345683977007866,0.01615358330309391
