,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_the,ans_prob_obs_edit_subject_be,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_a,ans_prob_obs_edit_subject_of,ans_prob_obs_edit_subject_to,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_i,ans_prob_obs_edit_subject_you,ans_prob_obs_edit_subject_it,ans_prob_obs_edit_subject_have,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_do,ans_prob_obs_edit_subject_he,ans_prob_obs_edit_subject_with,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_this,ans_prob_obs_edit_subject_n't,ans_prob_obs_edit_subject_we,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_they,ans_prob_obs_edit_subject_say,ans_prob_obs_edit_subject_at,ans_prob_obs_edit_subject_what,ans_prob_obs_edit_subject_his,ans_prob_obs_edit_subject_from,ans_prob_obs_edit_subject_go,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_by,ans_prob_obs_edit_subject_get,ans_prob_obs_edit_subject_she,ans_prob_obs_edit_subject_my,ans_prob_obs_edit_subject_can,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_know,ans_prob_obs_edit_subject_if
58,Ernest Gary Gygax died in the town of,The creator of Dungeons & Dragons died in the town of,Ernest Gary Gygax,The creator of Dungeons & Dragons," Lake Geneva, Wisconsin, U.S.",0.003924268297851086,0.0028148754499852657,0.0034195221960544586,0.0025876688305288553,0.002613507676869631,0.00275526475161314,0.002433744026347995,0.0028498712927103043,0.0028180743101984262,0.002711326116696,0.0025259205140173435,0.003208664944395423,0.0021948993671685457,0.0030847426969558,0.0025450100656598806,0.002494060667231679,0.0025836832355707884,0.0027181270997971296,0.0024683340452611446,0.003193130949512124,0.0018158744787797332,0.0027653060387820005,0.0032381087075918913,0.0029472257010638714,0.002622064668685198,0.002122806152328849,0.002633368130773306,0.002941817743703723,0.0028187555726617575,0.0028316222596913576,0.002293084980919957,0.0031331030186265707,0.003050881903618574,0.002080540405586362,0.0028554878663271666,0.002955400152131915,0.0025340416468679905,0.002835002960637212,0.002785867778584361,0.0026166902389377356
59,Richard Garfield received a Bachelor of Science degree in the field of,The creator of Magic: The Gathering received a Bachelor of Science degree in field of,Richard Garfield,The creator of Magic: The Gathering, computer mathematics,0.02085791528224945,0.10739938169717789,0.10047288239002228,0.10108304023742676,0.10764135420322418,0.08186352252960205,0.11013531684875488,0.1011510044336319,0.08023105561733246,0.08696649223566055,0.09030918031930923,0.09321841597557068,0.10117682814598083,0.1234821230173111,0.09308482706546783,0.1041596382856369,0.11219967901706696,0.11742866784334183,0.08691295236349106,0.11354807019233704,0.0989607498049736,0.09487062692642212,0.122697614133358,0.12546271085739136,0.1163831278681755,0.07688812166452408,0.09715449810028076,0.10504049807786942,0.12118523567914963,0.11299775540828705,0.10864643007516861,0.10743582248687744,0.11895358562469482,0.08212099224328995,0.08421026915311813,0.0921749472618103,0.06393437087535858,0.0660884752869606,0.11126655340194702,0.09427249431610107
60,Emperor Vespasian introduced a tax on this bodily fluid,The fourth and last emperor who reigned in the Year of the Four Emperors introduced a tax on this bodily fluid,Emperor Vespasian,The fourth and last emperor who reigned in the Year of the Four Emperors, urin,2.7450678317109123e-06,6.04427532380214e-06,5.491864158102544e-06,6.7315404521650635e-06,4.435867595020682e-06,6.080305865907576e-06,5.915080691920593e-06,4.923065716866404e-06,7.981354428920895e-06,8.152172085829079e-06,6.558507720910711e-06,7.338190243899589e-06,4.454627742234152e-06,4.676266598835355e-06,4.815062766283518e-06,6.380438662745291e-06,5.1446772886265535e-06,7.8249977377709e-06,6.022205525368918e-06,4.986297881259816e-06,5.796313416794874e-06,4.120546236663358e-06,7.978682333487086e-06,4.603451088769361e-06,4.893906861980213e-06,6.970678441575728e-06,7.428397111652885e-06,6.891599696245976e-06,7.712871592957526e-06,3.608375664043706e-06,5.842182417836739e-06,7.268975423357915e-06,5.886236976948567e-06,5.492265245266026e-06,3.815345280600013e-06,8.681089639139827e-06,6.365388799167704e-06,6.850680165371159e-06,4.9183568080479745e-06,6.000570920150494e-06
61,"Ludwig II ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake","Der Märchenkönig ('the Fairy Tale King') ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake",Ludwig II,Der Märchenkönig ('the Fairy Tale King')," Starnberg, Bavaria, German Empire",0.003610000479966402,0.004022234585136175,0.004686939064413309,0.005167161580175161,0.004040513187646866,0.004759476985782385,0.0038899562787264585,0.004506586119532585,0.005030426196753979,0.005637453403323889,0.004191634710878134,0.004240432754158974,0.004157520830631256,0.004325030371546745,0.004546046257019043,0.00464231101796031,0.004448619671165943,0.004767745267599821,0.004640126135200262,0.004135721828788519,0.00418231263756752,0.0052392855286598206,0.004033773671835661,0.004623336251825094,0.004547892604023218,0.004188900347799063,0.004058452323079109,0.004457763396203518,0.004094394855201244,0.004510928876698017,0.004052301868796349,0.0048487018793821335,0.0043715862557291985,0.004616391379386187,0.004002573899924755,0.004311779048293829,0.003935620188713074,0.004900365602225065,0.004006204195320606,0.0037761584389954805
62,Alexander the Great was tutored by the philosopher called,The man who conquered most of the known world was tutored by the philosopher called,Alexander the Great,The man who conquered the world, Aristotle,0.1183881163597107,0.09718699008226395,0.07960834354162216,0.05505985766649246,0.07063894718885422,0.07292631268501282,0.06515830755233765,0.08806008845567703,0.06545453518629074,0.08091861009597778,0.07658743113279343,0.07452933490276337,0.07086897641420364,0.09295211732387543,0.06759653240442276,0.058096859604120255,0.060100164264440536,0.07847806811332703,0.06723430752754211,0.08385663479566574,0.050907205790281296,0.08528979867696762,0.0752471312880516,0.07748959958553314,0.06550369411706924,0.07260700315237045,0.06535990536212921,0.07058195769786835,0.06853576004505157,0.08366715908050537,0.061750710010528564,0.07048870623111725,0.07686983048915863,0.0863528847694397,0.06592294573783875,0.06806322187185287,0.06723688542842865,0.07666033506393433,0.06918418407440186,0.07192139327526093
63,Steve Rogers is famous for his,The first avenger is famous for his,Steve Rogers,The first avenger, shield,4.016561797470786e-05,0.00010490725981071591,8.793993038125336e-05,0.00013860830222256482,9.565887739881873e-05,9.687804413260892e-05,0.00011176084080943838,0.00010107443813467398,9.069866064237431e-05,7.773506513331085e-05,0.0001442090724594891,8.668757072882727e-05,9.92043933365494e-05,9.317349758930504e-05,0.00011214498954359442,0.00010633727652020752,0.00017009729344863445,9.734843479236588e-05,8.927103044698015e-05,7.101133815012872e-05,0.00011668568185996264,8.830572915030643e-05,0.00011350216664141044,0.0001417202438460663,0.00010114671022165567,6.285912240855396e-05,9.478249558014795e-05,0.00010152441245736554,8.054948557401076e-05,9.464861068408936e-05,8.052978955674917e-05,0.00010145473788725212,9.265536937164143e-05,8.661793981445953e-05,0.00012801974662579596,7.967231795191765e-05,0.00011957340757362545,8.654947305331007e-05,0.00013003087951801717,0.0001327370700892061
64,Thomas Jennings invented a method for removing,The first African-American to hold a patent invented a method for removing,Thomas Jennings,The first African-American to hold a patent, dirt and grease from clothing,0.0056202043779194355,0.00491761788725853,0.004404298961162567,0.00549412751570344,0.004774846136569977,0.004160668235272169,0.003931187093257904,0.005717786494642496,0.004193182103335857,0.0049790493212640285,0.005791942123323679,0.00525315385311842,0.006470280233770609,0.0055985054932534695,0.0042742108926177025,0.006942156236618757,0.005283916834741831,0.004546681884676218,0.00410190224647522,0.004370825365185738,0.0038434297312051058,0.006098951678723097,0.007939446717500687,0.004512603860348463,0.006820312701165676,0.0064280107617378235,0.005845723208039999,0.0058524468913674355,0.0046238889917731285,0.004807217977941036,0.0034691952168941498,0.00544424494728446,0.006172428373247385,0.0053869509138166904,0.005897343158721924,0.004754732828587294,0.005007483065128326,0.0048588537611067295,0.005160038359463215,0.005616570822894573
65,Leonardo da Vinci was born in the modern-day country of,The painter of the Mona Lisa was born in the modern-day country of,Leonardo da Vinci,The painter of the Mona Lisa, Italy,0.032262906432151794,0.018040744587779045,0.021412614732980728,0.013926824554800987,0.014807689934968948,0.01966814696788788,0.0190060343593359,0.017250612378120422,0.014164897613227367,0.022858615964651108,0.016757674515247345,0.017861556261777878,0.012155929580330849,0.015667663887143135,0.017705878242850304,0.01389822456985712,0.022888951003551483,0.015369925647974014,0.016199810430407524,0.015952911227941513,0.011669493280351162,0.017540328204631805,0.014512539841234684,0.015586902387440205,0.01692718081176281,0.01580987684428692,0.008696635253727436,0.013499932363629341,0.01174169685691595,0.018132291734218597,0.017460959032177925,0.012036717496812344,0.00959231611341238,0.01651770807802677,0.011924435384571552,0.017799770459532738,0.02556808479130268,0.019336337223649025,0.010124563239514828,0.01462582964450121
66,Johannes Gutenberg originally trained to become a,The inventor of the printing press originally trained to become a,Johannes Gutenberg,The inventor of the printing press, goldsmith,0.00031147728441283107,0.0005164174363017082,0.0006429383065551519,0.0010281315771862864,0.0005948133766651154,0.000730964879039675,0.0005153387901373208,0.0008619282743893564,0.0005437762592919171,0.0005871159373782575,0.0005445777787826955,0.0006379199912771583,0.0004782892356161028,0.0006909844814799726,0.0007210802868939936,0.0005710310069844127,0.000691700610332191,0.00046726485015824437,0.000544991169590503,0.00042038343963213265,0.0005748184048570693,0.0004311051743570715,0.000501509930472821,0.0006481499876827002,0.0004773595428559929,0.0004491609870456159,0.0007128886063583195,0.00044237147085368633,0.0006647828849963844,0.0007051738793961704,0.0006366372108459473,0.0006133605493232608,0.0007681511924602091,0.0005140454741194844,0.0007316264673136175,0.0004585469141602516,0.0005117410910315812,0.0006962707848288119,0.0003770391340367496,0.0004453469009604305
67,"In addition to being an inventor, Samuel F.B. Morse was also a talented","In addition to being an inventor, the developer of the electrical telegraph was also a talented",Samuel F.B. Morse,the developer of the electrical telegraph, artist,0.0261907447129488,0.024893421679735184,0.026328325271606445,0.024232860654592514,0.025080936029553413,0.028693633154034615,0.026147428900003433,0.02603885345160961,0.022950641810894012,0.02923479862511158,0.025861971080303192,0.026651449501514435,0.022960355505347252,0.024765921756625175,0.02636408433318138,0.021413303911685944,0.03080657869577408,0.02322823368012905,0.023207878693938255,0.026498932391405106,0.02320343255996704,0.034434832632541656,0.025937462225556374,0.02943582832813263,0.0259016752243042,0.029240941628813744,0.029211116954684258,0.028619196265935898,0.025194648653268814,0.027144933119416237,0.031426239758729935,0.031768180429935455,0.02389398217201233,0.021779514849185944,0.03082730993628502,0.03116888925433159,0.0402982123196125,0.02070438861846924,0.021952547132968903,0.02933608554303646
68,The first patented invention of Thomas Alva Edison was the electric,The first patented invention of the inventor of the light bulb was the electric,Thomas Alva Edison,the inventor of the light bulb, vote recorder,1.3929146916780155e-05,1.665292620600667e-05,2.0307414160924964e-05,2.5853514671325684e-05,1.6205258361878805e-05,1.8424689187668264e-05,2.0683635739260353e-05,1.669152879912872e-05,1.5216206520562991e-05,1.5929837900330313e-05,1.623135176487267e-05,2.471325387887191e-05,1.6435109500889666e-05,1.9771605366258882e-05,1.693598460406065e-05,1.574544148752466e-05,1.8436574464431033e-05,1.3984130418975838e-05,1.4459941667155363e-05,1.3752181075687986e-05,1.5179530237219296e-05,2.1209065380389802e-05,1.7417552953702398e-05,1.7782107534003444e-05,1.8842023564502597e-05,2.5520475901430473e-05,1.622866329853423e-05,1.8328200894757174e-05,1.4046026080904994e-05,1.5692354281782173e-05,1.8455124518368393e-05,2.295525700901635e-05,2.2389196601579897e-05,2.4353957996936515e-05,2.2871092369314283e-05,2.1327428839867935e-05,1.5599092876072973e-05,1.5470528524019755e-05,1.63212935149204e-05,1.616225199541077e-05
69,Nikola Tesla was born in the modern-day country of,The rival of Thomas Alva Edison was born in the modern-day country of,Nikola Tesla,The rival of Thomas Alva Edison, Croatia,0.0012945352355018258,0.0006891504744999111,0.0007179325330071151,0.0006596837774850428,0.00048462740960530937,0.0004387053195387125,0.0005946632008999586,0.0006892995443195105,0.0007647217717021704,0.00044811316183768213,0.0005723388749174774,0.0006257915520109236,0.0006065058405511081,0.0005994878010824323,0.0006405343301594257,0.0008764290832914412,0.0007006895029917359,0.0005527171888388693,0.0007000660407356918,0.0006663207313977182,0.0004161245306022465,0.001002872479148209,0.0006994888535700738,0.0006843101000413299,0.0007795033161528409,0.0002909131580963731,0.0005398341454565525,0.0005426496500149369,0.0006660069921053946,0.0007080604555085301,0.0008087998139671981,0.00061150046531111,0.000682587327901274,0.0004923769156448543,0.0006947735673747957,0.0006771820480935276,0.0008963620057329535,0.0007710485369898379,0.00035144767025485635,0.0009061276796273887
70,Nikola Tesla went to the University of,The inventor of the Tesla coin went to the University of,Nikola Tesla,The inventor of the Tesla coin, Graz,9.490610682405531e-05,0.00011474038183223456,0.00010868041863432154,0.00014050416939426214,0.00015577336307615042,0.00013335100084077567,0.00013120165385771543,0.00013185229909140617,0.00017614017997402698,0.00014090737386140972,9.440856229048222e-05,0.00017148576444014907,0.00012539830640889704,0.00010051683784695342,0.00012088772200513631,0.00016561412485316396,0.00015872380754444748,0.0001260592689504847,0.00011675792484311387,8.485850412398577e-05,0.0001089124198188074,0.00013816980936098844,9.351821790914983e-05,0.00010486004612175748,9.823788423091173e-05,0.00013217335799708962,0.00018208975961897522,9.572706039762124e-05,0.00013295009557623416,0.00011846227425849065,0.00020444214169401675,0.00011236959835514426,0.00011181586887687445,0.00014865145203657448,0.0001274845126317814,0.00012180135672679171,0.00010218585521215573,0.00012663229426834732,0.0001147507136920467,0.00013308828056324273
71,Nikola Tesla died in the city called,The inventor of the induction motor died in the city called,Nikola Tesla,The inventor of the induction motor," New York City, U.S.",0.022569313645362854,0.011330608278512955,0.011932783760130405,0.008141555823385715,0.010828347876667976,0.009155179373919964,0.008683004416525364,0.010051503777503967,0.010271957144141197,0.00914693996310234,0.012260748073458672,0.007566506043076515,0.010840368457138538,0.012466398067772388,0.009532254189252853,0.00897971447557211,0.0062124705873429775,0.010879689827561378,0.008340699598193169,0.012385661713778973,0.009469234384596348,0.011682278476655483,0.011803487315773964,0.01074646320194006,0.010505883023142815,0.010183091275393963,0.0074964058585464954,0.011858041398227215,0.009001622907817364,0.011321142315864563,0.007747523486614227,0.011159501038491726,0.009411096572875977,0.009341137483716011,0.0071553997695446014,0.00901653990149498,0.009190504439175129,0.009014836512506008,0.011635874398052692,0.008536172099411488
72,Nikola Tesla studied,The inventor of alternating current studied,Nikola Tesla,The inventor of alternating current, electrical engineering,0.028953395783901215,0.003960361238569021,0.003382285824045539,0.0017229070654138923,0.003090787213295698,0.003364280331879854,0.005214854143559933,0.0023011642042547464,0.002504151314496994,0.0037866944912821054,0.002940676873549819,0.0036145930644124746,0.001952792750671506,0.0035713925026357174,0.00212358171120286,0.0029456857591867447,0.003830947680398822,0.004680611193180084,0.0027410935144871473,0.0037353115621954203,0.001215206808410585,0.003231148002669215,0.0025963925290852785,0.002726262900978327,0.0037760459817945957,0.00224090414121747,0.002371710492298007,0.004097609780728817,0.0077419886365532875,0.005321614909917116,0.0024048148188740015,0.0025712717324495316,0.0017716391012072563,0.0014096831437200308,0.004140391945838928,0.0036045117303729057,0.0035425026435405016,0.0022612670436501503,0.0028807437047362328,0.0019109868444502354
73,New York City is in the state of,The most populous city in the United States is in the state of,New York City,The most populous city in the United States, New York,0.15371312201023102,0.09926145523786545,0.08661780506372452,0.08228734135627747,0.08554351329803467,0.10739188641309738,0.10727475583553314,0.11184674501419067,0.09784627705812454,0.11031312495470047,0.09900590777397156,0.09010488539934158,0.07599367946386337,0.09127482026815414,0.11143259704113007,0.08166971802711487,0.08753101527690887,0.08847963064908981,0.10747277736663818,0.0993734821677208,0.09978986531496048,0.12049516290426254,0.09177844971418381,0.09350211918354034,0.08368373662233353,0.10224588215351105,0.10030170530080795,0.09218990057706833,0.07910317927598953,0.08068704605102539,0.10994569212198257,0.08406376838684082,0.11573529243469238,0.08401457220315933,0.08973929286003113,0.08989076316356659,0.09261979907751083,0.11469126492738724,0.092645563185215,0.09163065254688263
74,Michelle Obama was born in the city of,Barack Obama's wife was born in the city of,Michelle Obama,Barack Obama's wife, Chicago,0.07552336156368256,0.07527010887861252,0.07388348132371902,0.06502934545278549,0.07268159091472626,0.07671906054019928,0.08448432385921478,0.08056917041540146,0.07321956753730774,0.09584730118513107,0.06728129088878632,0.0612148717045784,0.0737747848033905,0.0805051177740097,0.08521373569965363,0.057869795709848404,0.07502734661102295,0.09441719949245453,0.05392702668905258,0.0853065699338913,0.09611023217439651,0.07170054316520691,0.08225172013044357,0.08478435128927231,0.06704258918762207,0.07118284702301025,0.06082215532660484,0.08233264088630676,0.06917381286621094,0.07998474687337875,0.051242779940366745,0.06932330876588821,0.0550086684525013,0.05758830904960632,0.06127095967531204,0.06532103568315506,0.06304144114255905,0.07520050555467606,0.06798148900270462,0.055531423538923264
75,Florence Nightingale was born in the city of,The founder of modern nursing was born in the city of,Florence Nightingale,The founder of modern nursing, Florence,0.03756491839885712,0.0041340189054608345,0.0038342818152159452,0.0028080507181584835,0.002833483973518014,0.003932200372219086,0.002205696888267994,0.004093709867447615,0.0027488432824611664,0.003991049714386463,0.0033689583651721478,0.0029362919740378857,0.0028472128324210644,0.004030956421047449,0.003979319240897894,0.0026506041176617146,0.002547552576288581,0.0033370754681527615,0.0030491272918879986,0.0036430549807846546,0.0032196599058806896,0.0029104200657457113,0.0031856803689152002,0.003776834113523364,0.0034419021103531122,0.0037755630910396576,0.00251242914237082,0.003887209575623274,0.0025964456144720316,0.005199456121772528,0.0025775237008929253,0.0023469917941838503,0.0030783184338361025,0.0034099016338586807,0.003056588815525174,0.003492560936138034,0.0028412293177098036,0.003572376910597086,0.0023376550525426865,0.0033855577930808067
76,Hippocrates was from the country of,The father of medicine was from the country of,Hippocrates,The father of medicine, Greece,0.06531833112239838,0.0021808191668242216,0.002685942454263568,0.0014771712012588978,0.001916762674227357,0.0021679531782865524,0.0018682003719732165,0.0025349995121359825,0.001685281633399427,0.002214341424405575,0.00281490758061409,0.002091512782499194,0.0019913637079298496,0.002106467029079795,0.0027834810316562653,0.002151276683434844,0.00195222906768322,0.0022926987148821354,0.00248724059201777,0.0025694321375340223,0.002148764906451106,0.0028548326808959246,0.0022239633835852146,0.0026796022430062294,0.002204679884016514,0.002298614475876093,0.001710708369500935,0.0020193043164908886,0.0016043714713305235,0.0024216673336923122,0.002654144074767828,0.0017125315498560667,0.0020667165517807007,0.002403237856924534,0.0019069976406171918,0.0016893513966351748,0.0020191308576613665,0.002406774554401636,0.002356919925659895,0.0019215603824704885
77,Albert Einstein was known for developing the theory of,The winner of the 1921 Nobel Prize in Physics was known for developing the theory of,Albert Einstein,The winner of the 1921 Nobel Prize in Physics , relativity,0.7634214162826538,0.2391316443681717,0.1810469925403595,0.19234569370746613,0.22242312133312225,0.17515262961387634,0.1719186007976532,0.1930903196334839,0.20731121301651,0.24099059402942657,0.27623313665390015,0.17868345975875854,0.22111926972866058,0.20313265919685364,0.2543303370475769,0.20697133243083954,0.2359294444322586,0.25266119837760925,0.17323096096515656,0.2085842341184616,0.18575355410575867,0.2424820363521576,0.27897125482559204,0.2206888198852539,0.26865410804748535,0.26660507917404175,0.2076689898967743,0.2339743971824646,0.24617725610733032,0.18350933492183685,0.17760039865970612,0.1778319925069809,0.1649782955646515,0.2360970675945282,0.21941165626049042,0.20281128585338593,0.13368408381938934,0.1897844821214676,0.313614159822464,0.22409386932849884
78,James Madison was born in the state of,The father of the Constitution was born in the state of,James Madison,The father of the Constitution, Virgina,4.0784041630104184e-05,0.00011735416774172336,7.791434472892433e-05,0.0001914957247208804,0.00018877958063967526,0.00010873626888496801,0.00013897573808208108,0.00012381401029415429,0.00018892389198299497,0.00018768743029795587,6.595032755285501e-05,0.0001323135511483997,0.00015606562374159694,0.00012859860726166517,0.00014466108405031264,0.0001986922579817474,0.00016457936726510525,0.0001464985398342833,0.00016010153922252357,7.494791498174891e-05,0.00012166862870799378,9.086202044272795e-05,0.0001385155919706449,0.00011124133743578568,0.00011849715519929305,0.0001106272466131486,0.00020523009879980236,0.00010989425936713815,0.0003375624946784228,0.00012712775787804276,0.0001341096212854609,0.00010975894110742956,0.00010909682896453887,0.0001347438374068588,0.00011842665844596922,0.00012086217611795291,6.615005258936435e-05,0.0001758005964802578,0.00010670766641851515,0.0001178699458250776
79,Charles Babbage was born in the city of,The father of the computer was born in the city of,Charles Babbage,The father of the computer, London,0.04451262205839157,0.005792771000415087,0.006317521445453167,0.003194337710738182,0.00540571054443717,0.005566333420574665,0.004521859344094992,0.006882281508296728,0.004766674712300301,0.005341010168194771,0.006279513239860535,0.00391331035643816,0.004358359146863222,0.005558586213737726,0.006150386296212673,0.00344712077639997,0.0025787712074816227,0.006973558105528355,0.0048638987354934216,0.006873991806060076,0.006487180478870869,0.0050581456162035465,0.0064200726337730885,0.00626192893832922,0.004361025523394346,0.006017410662025213,0.004099005833268166,0.005900438409298658,0.002713601803407073,0.007127565797418356,0.003680968191474676,0.005728442221879959,0.005174359306693077,0.0051186904311180115,0.0033922046422958374,0.004390145651996136,0.0050429971888661385,0.005685865879058838,0.006817833054810762,0.004381583537906408
80,Galileo Galilei was born in the city of,The father of the scientific method was born in the city of,Galileo Galilei,The father of the scientific method, Pisa,0.03506788983941078,0.016893180087208748,0.015395344235002995,0.018276724964380264,0.015796853229403496,0.01647513546049595,0.017781957983970642,0.017961347475647926,0.016719557344913483,0.017223522067070007,0.014681776985526085,0.015378209762275219,0.017825080081820488,0.01755428873002529,0.017980508506298065,0.01710863970220089,0.01963157393038273,0.015641801059246063,0.01790468581020832,0.014483694918453693,0.015589455142617226,0.016675883904099464,0.01695806160569191,0.01701730117201805,0.01757950894534588,0.016859855502843857,0.019077243283391,0.015153753571212292,0.020175345242023468,0.01700517162680626,0.018938351422548294,0.01687706634402275,0.01540341041982174,0.017062608152627945,0.015178732573986053,0.01585852913558483,0.014032191596925259,0.01987612247467041,0.015807563439011574,0.015292426571249962
81,The Taj Mahal was commissioned by,The ivory-white mausoleum in India was commissioned by,The Taj Mahal,The ivory-white mausoleum in India, Shah Jahan,0.00104911916423589,0.0003962049086112529,0.00038934548501856625,0.00037133507430553436,0.0003947678196709603,0.00032888579880818725,0.00038350853719748557,0.0003120904148090631,0.00043896332499571145,0.0005873483023606241,0.0003916484129149467,0.0005048821331001818,0.0005075099179521203,0.00046109367394819856,0.00033801174140535295,0.00042592070531100035,0.0003499726008158177,0.0004431005800142884,0.00030800249078311026,0.0004430673143360764,0.0003816355892922729,0.000387655250960961,0.00039377223583869636,0.0004413846181705594,0.00045991159277036786,0.0005540246493183076,0.0004501330549828708,0.0003961558686569333,0.0005022295517846942,0.00037034088745713234,0.0003634481690824032,0.0004350337840151042,0.0004193596832919866,0.000325201079249382,0.00042748815030790865,0.0003509422531351447,0.000494231702759862,0.0003675943298730999,0.00045306902029551566,0.00045392222818918526
82,The Gateway Arch is located in,The world's tallest arch is located in,The Gateway Arch,The world's tallest arch, St. Louis,0.0016650643665343523,0.0016171514289453626,0.0018479167483747005,0.0014878336805850267,0.0016503049992024899,0.0015843133442103863,0.0020972720813006163,0.0018582002958282828,0.002154936082661152,0.0017583547160029411,0.0017138009425252676,0.001581999589689076,0.001149838324636221,0.0015694648027420044,0.0020663428585976362,0.002218271605670452,0.001656536478549242,0.0017790707061067224,0.002037123078480363,0.001722483430057764,0.0015646201791241765,0.0016505536623299122,0.001646177377551794,0.0018528432119637728,0.0015714488690719008,0.0016605790005996823,0.0015750669408589602,0.0015852758660912514,0.0018201367929577827,0.0018520781304687262,0.0020323817152529955,0.0018086944473907351,0.001492320909164846,0.0014743919018656015,0.001612684689462185,0.001592499203979969,0.0010227866005152464,0.0020807788241654634,0.0013395518762990832,0.0020913335029035807
83,The Shard is located in the city of,The tallest building in the United Kingdom is located in the city of,The Shard,The tallest building in the United Kingdom, London,0.017216430976986885,0.0950896143913269,0.10332880169153214,0.07585699111223221,0.09649178385734558,0.10644832998514175,0.12132976949214935,0.11308059096336365,0.1071612760424614,0.09407089650630951,0.12114784121513367,0.09420792013406754,0.09739622473716736,0.10895933955907822,0.10302600264549255,0.07347314059734344,0.05914166197180748,0.12704792618751526,0.09123977273702621,0.11196031421422958,0.11952011287212372,0.10792632400989532,0.11269177496433258,0.09932417422533035,0.0850861594080925,0.10678265988826752,0.09527183324098587,0.12342966347932816,0.08437392115592957,0.10441490262746811,0.08883895725011826,0.08812431246042252,0.06856954097747803,0.0844990462064743,0.07366271317005157,0.08482308685779572,0.0789949893951416,0.09572320431470871,0.09128893166780472,0.0717584639787674
84,T. Rex lived on the modern day continent of,The dinosaur with tiny arms lived on the modern day continent of,T. Rex,The dinosaur with tiny arms, North America,0.030316852033138275,0.11260366439819336,0.10473959147930145,0.07600657641887665,0.12444525212049484,0.1166379302740097,0.09066522866487503,0.11946064978837967,0.09548091143369675,0.11158759146928787,0.09730930626392365,0.09878730773925781,0.1216980442404747,0.11348441988229752,0.11269554495811462,0.08750645071268082,0.09057296812534332,0.11561806499958038,0.0771615132689476,0.12243245542049408,0.0980289876461029,0.09954658895730972,0.10873297601938248,0.10616177320480347,0.1120646744966507,0.09483402222394943,0.0856519341468811,0.11273176223039627,0.09848002344369888,0.11766291409730911,0.08916419744491577,0.10986942797899246,0.09438610821962357,0.10069495439529419,0.08479519188404083,0.13072994351387024,0.11551673710346222,0.10433491319417953,0.11516638845205307,0.10642319917678833
85,Bananas grow on,Long yellow berries grow on,Bananas,Long yellow berries, trees,0.11729544401168823,0.02086116559803486,0.018124451860785484,0.017601903527975082,0.016065847128629684,0.01913473941385746,0.015192007645964622,0.016382312402129173,0.017183944582939148,0.022788120433688164,0.01992121711373329,0.01795637421309948,0.018903091549873352,0.01785951480269432,0.01717394031584263,0.01812443695962429,0.021812602877616882,0.012562867254018784,0.019667083397507668,0.018519632518291473,0.01999231055378914,0.020408842712640762,0.02048269845545292,0.01837870106101036,0.020418187603354454,0.025848673656582832,0.022092895582318306,0.014311704784631729,0.014132770709693432,0.01694270595908165,0.02176119014620781,0.02107870578765869,0.022831812500953674,0.01956965960562229,0.015166051685810089,0.016140419989824295,0.028614217415452003,0.01555238664150238,0.019349263980984688,0.019584618508815765
86,"When life gives you limes, make","When life gives you the green version of lemons, make",limes,the green version of lemons, limeade,0.0017049101879820228,0.0001374949497403577,0.00014569226186722517,7.613801426487043e-05,9.756958752404898e-05,0.00012370884360279888,0.00011138123227283359,0.00015487887139897794,0.00011552021169336513,8.819445065455511e-05,9.273909381590784e-05,8.51153745315969e-05,8.954209624789655e-05,9.955771383829415e-05,9.379640687257051e-05,0.00012111286196159199,6.616544851567596e-05,0.0001551196473883465,0.00014744325017090887,0.00011887728032888845,8.47571573103778e-05,6.222847878234461e-05,9.170205885311589e-05,9.367406892124563e-05,9.345963189844042e-05,0.00016695584054104984,9.717412467580289e-05,0.00012589078687597066,0.0001075906038749963,0.00010558793292148039,6.343554559862241e-05,0.000101206183899194,7.53220883780159e-05,4.7195531806210056e-05,0.0001302922173636034,0.00017970878980122507,0.0001805163628887385,7.890812412369996e-05,6.11263676546514e-05,4.095391705050133e-05
