,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_other,ans_prob_obs_edit_subject_good,ans_prob_obs_edit_subject_new,ans_prob_obs_edit_subject_great,ans_prob_obs_edit_subject_big,ans_prob_obs_edit_subject_high,ans_prob_obs_edit_subject_old,ans_prob_obs_edit_subject_bad,ans_prob_obs_edit_subject_different,ans_prob_obs_edit_subject_american,ans_prob_obs_edit_subject_little,ans_prob_obs_edit_subject_sure,ans_prob_obs_edit_subject_small,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_large,ans_prob_obs_edit_subject_real,ans_prob_obs_edit_subject_best,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_young,ans_prob_obs_edit_subject_important,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_national,ans_prob_obs_edit_subject_black,ans_prob_obs_edit_subject_social,ans_prob_obs_edit_subject_able,ans_prob_obs_edit_subject_political,ans_prob_obs_edit_subject_public,ans_prob_obs_edit_subject_white,ans_prob_obs_edit_subject_better,ans_prob_obs_edit_subject_late,ans_prob_obs_edit_subject_free,ans_prob_obs_edit_subject_sorry,ans_prob_obs_edit_subject_low,ans_prob_obs_edit_subject_human,ans_prob_obs_edit_subject_TRUE,ans_prob_obs_edit_subject_whole,ans_prob_obs_edit_subject_easy,ans_prob_obs_edit_subject_hard,ans_prob_obs_edit_subject_early,ans_prob_obs_edit_subject_possible
56,The real name of the actor and rapper Will Smith is,The real name of the actor and rapper The Fresh Prince is,Will Smith,The Fresh Prince, Willard Carroll Smith II,0.0024152754340320826,0.0015990834217518568,0.0010322511661797762,0.0014957129023969173,0.0012541759060695767,0.0012457642005756497,0.0016254143556579947,0.0016828429652377963,0.0016499072080478072,0.00133044074755162,0.0011061880504712462,0.00129974284209311,0.0011689679231494665,0.0016689380863681436,0.0016490210546180606,0.0010630212491378188,0.0012934908736497164,0.0011485720751807094,0.0013765154872089624,0.0013754378305748105,0.0009214073070324957,0.0012762160040438175,0.0012751951580867171,0.001219160039909184,0.00144647853448987,0.0011024673003703356,0.0010395626304671168,0.0009376978850923479,0.001478305784985423,0.001523527898825705,0.0017683682963252068,0.0009536436991766095,0.0011737017193809152,0.0018072959501296282,0.0015727540012449026,0.0014674440026283264,0.0015679248608648777,0.001216016593389213,0.0017135386588051915,0.0010953070595860481,0.0013329534558579326,0.000990326632745564
57,Katy Perry's top album is called,Katheryn Elizabeth Hudson's top album is called,Katy Perry,Katheryn Elizabeth Hudson, Teenage Dream,0.0015704751713201404,0.0004892408614978194,0.0004909373237751424,0.000513371778652072,0.0006802880088798702,0.0004988264408893883,0.00048000382957980037,0.0005609973450191319,0.0004916744073852897,0.00041928928112611175,0.0006169399712234735,0.0005090913618914783,0.0005691641708835959,0.00047738576540723443,0.00042101842700503767,0.0005122385337017477,0.0004885661765001714,0.0004995812196284533,0.0004631842894013971,0.0003792805946432054,0.0008127185865305364,0.0005383284296840429,0.0005909762112423778,0.00038995835348032415,0.00043471893877722323,0.0004856266896240413,0.0005996085819788277,0.0003503294719848782,0.00039970444049686193,0.0005486709414981306,0.0004185884026810527,0.0007354980334639549,0.0007079693605192006,0.00046557156019844115,0.0005983099108561873,0.0005133953527547419,0.0004429179534781724,0.0002965676540043205,0.0005861715762875974,0.0005004368722438812,0.0005143908783793449,0.0003619605558924377
58,Ernest Gary Gygax died in the town of,The creator of Dungeons & Dragons died in the town of,Ernest Gary Gygax,The creator of Dungeons & Dragons," Lake Geneva, Wisconsin, U.S.",0.003924268297851086,0.0028148754499852657,0.003283584024757147,0.0037322486750781536,0.003050843020901084,0.0025848685763776302,0.0029086610302329063,0.003138994099572301,0.0025569205172359943,0.0024137296713888645,0.0023488521110266447,0.001981349429115653,0.002902195556089282,0.002991375047713518,0.0021895808167755604,0.003203797619789839,0.0024366150610148907,0.00234219036065042,0.0032720472663640976,0.00284773507155478,0.002480732509866357,0.002271918347105384,0.002615847624838352,0.0022647755686193705,0.002967406762763858,0.0017490729223936796,0.0027626571245491505,0.0020011216402053833,0.0022173821926116943,0.004482395946979523,0.0031408783979713917,0.002853639889508486,0.002732871798798442,0.0030616624280810356,0.0033656232990324497,0.002672226633876562,0.0022746233735233545,0.002993988338857889,0.0025262979324907064,0.0021531644742935896,0.0028428819496184587,0.0023852090816944838
59,Richard Garfield received a Bachelor of Science degree in the field of,The creator of Magic: The Gathering received a Bachelor of Science degree in field of,Richard Garfield,The creator of Magic: The Gathering, computer mathematics,0.02085791528224945,0.10739938169717789,0.11107101291418076,0.12421896308660507,0.17087197303771973,0.09316515177488327,0.14285144209861755,0.15730075538158417,0.08694638311862946,0.1056990921497345,0.08057065308094025,0.031173929572105408,0.11609454452991486,0.10775025188922882,0.12237513810396194,0.15388673543930054,0.09813202917575836,0.11809702962636948,0.12949755787849426,0.10952270030975342,0.11601227521896362,0.1131519079208374,0.1013774424791336,0.09681741893291473,0.15892408788204193,0.14423082768917084,0.08830064535140991,0.10425921529531479,0.13632874190807343,0.19845978915691376,0.12618857622146606,0.09583409875631332,0.11573977768421173,0.13245289027690887,0.08746658265590668,0.1428012102842331,0.06404236704111099,0.06645751744508743,0.12659911811351776,0.15070964395999908,0.11968139559030533,0.08440327644348145
60,Emperor Vespasian introduced a tax on this bodily fluid,The fourth and last emperor who reigned in the Year of the Four Emperors introduced a tax on this bodily fluid,Emperor Vespasian,The fourth and last emperor who reigned in the Year of the Four Emperors, urin,2.7450678317109123e-06,6.04427532380214e-06,5.394567779148929e-06,5.227336714597186e-06,4.135497874813154e-06,5.853176844539121e-06,3.3109026844613254e-06,5.913968379900325e-06,4.842956059292192e-06,6.390895123331575e-06,3.640609975263942e-06,1.3484463124768808e-05,3.347474148540641e-06,1.0825027857208624e-05,3.4506990687077632e-06,6.46883654553676e-06,5.511573817784665e-06,5.874863745702896e-06,5.524600510398159e-06,6.1872256083006505e-06,3.3825808714027517e-06,4.791642822965514e-06,4.6206173465179745e-06,6.066265541448956e-06,5.389173111325363e-06,4.878324489254737e-06,7.5887428465648554e-06,3.957972239732044e-06,8.472571607853752e-06,5.125154530105647e-06,5.278866410662886e-06,8.26333234726917e-06,3.762821052077925e-06,9.943623808794655e-06,6.721780664520338e-06,4.9591508286539465e-06,9.003696504805703e-06,4.371493105281843e-06,5.845044142915867e-06,3.97102076021838e-06,3.970901161665097e-06,6.074296834412962e-06
61,"Ludwig II ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake","Der Märchenkönig ('the Fairy Tale King') ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake",Ludwig II,Der Märchenkönig ('the Fairy Tale King')," Starnberg, Bavaria, German Empire",0.003610000479966402,0.004022234585136175,0.003294069552794099,0.006132005248218775,0.004408153239637613,0.0046667056158185005,0.005464889574795961,0.0047876667231321335,0.005134893115609884,0.00544234411790967,0.004585846792906523,0.004195866174995899,0.00494195893406868,0.004103679675608873,0.005082537420094013,0.004510424565523863,0.004439361859112978,0.004661970771849155,0.005056150257587433,0.0049405284225940704,0.0035128863528370857,0.003635693807154894,0.004421647172421217,0.0029947124421596527,0.004131400026381016,0.004671034403145313,0.005530606955289841,0.0031927237287163734,0.004933276679366827,0.003862053621560335,0.005294144619256258,0.0036036951933056116,0.004444798920303583,0.0049819909036159515,0.004973551258444786,0.003478449769318104,0.002771873027086258,0.005375061184167862,0.0047445278614759445,0.004100498743355274,0.0034675293136388063,0.004901659209281206
62,Alexander the Great was tutored by the philosopher called,The man who conquered most of the known world was tutored by the philosopher called,Alexander the Great,The man who conquered the world, Aristotle,0.1183881163597107,0.09718699008226395,0.04461858794093132,0.06841704994440079,0.0631813034415245,0.07453714311122894,0.07620897144079208,0.07283860445022583,0.06457232683897018,0.05525103956460953,0.06409446150064468,0.04873855039477348,0.05181070789694786,0.08115018904209137,0.04323212057352066,0.08712894469499588,0.08021512627601624,0.062206558883190155,0.07273268699645996,0.08281930536031723,0.07075084000825882,0.07754889875650406,0.10198353230953217,0.06985769420862198,0.07937800139188766,0.11413110047578812,0.09140252321958542,0.10415378957986832,0.0772513747215271,0.07817918807268143,0.07043348252773285,0.09605667740106583,0.05911416560411453,0.10038220137357712,0.07070253789424896,0.08546026051044464,0.06981384754180908,0.03695839270949364,0.06739437580108643,0.09521354734897614,0.07224564999341965,0.051673028618097305
63,Steve Rogers is famous for his,The first avenger is famous for his,Steve Rogers,The first avenger, shield,4.016561797470786e-05,0.00010490725981071591,0.00010119821672560647,0.00010092750744661316,9.773382771527395e-05,0.00012095452257199213,8.236389112425968e-05,9.388574835611507e-05,0.00012165794032625854,8.74626130098477e-05,9.811714699026197e-05,0.00012986850924789906,0.00019611323659773916,0.00010264918091706932,0.00015061614976730198,8.977884863270447e-05,8.448421431239694e-05,0.00011151591752422974,0.0001110150187741965,7.786120841046795e-05,7.496291800634935e-05,0.00011215271661058068,9.257391502615064e-05,5.4100004490464926e-05,0.00011546532914508134,6.082979234633967e-05,0.00012166563828941435,4.4529326260089874e-05,7.158773951232433e-05,0.00011879432713612914,0.00013122842938173562,7.450597331626341e-05,0.00014289394312072545,9.33618430281058e-05,7.63357020332478e-05,0.00010570829181233421,0.00011764494411181659,8.898875239538029e-05,9.280641097575426e-05,0.00010302230657543987,8.045490540098399e-05,0.00010524735989747569
64,Thomas Jennings invented a method for removing,The first African-American to hold a patent invented a method for removing,Thomas Jennings,The first African-American to hold a patent, dirt and grease from clothing,0.0056202043779194355,0.00491761788725853,0.0054580047726631165,0.008110811933875084,0.008238868787884712,0.006223033182322979,0.005970212165266275,0.005597458221018314,0.006067359820008278,0.005214241333305836,0.0033884281292557716,0.0035070176236331463,0.006445635575801134,0.005136115476489067,0.006152122747153044,0.003999417647719383,0.0041616675443947315,0.0036453993525356054,0.005140147637575865,0.005954897962510586,0.005242500454187393,0.004769918508827686,0.005642344243824482,0.0034192707389593124,0.005299257580190897,0.004908900707960129,0.006799789611250162,0.00348500139079988,0.006019281223416328,0.005195450037717819,0.005265182349830866,0.005537597928196192,0.004094242118299007,0.0055692074820399284,0.005671508144587278,0.0026361728087067604,0.0036455714143812656,0.004867336247116327,0.008279443718492985,0.004495357628911734,0.005500083789229393,0.0065815444104373455
65,Leonardo da Vinci was born in the modern-day country of,The painter of the Mona Lisa was born in the modern-day country of,Leonardo da Vinci,The painter of the Mona Lisa, Italy,0.032262906432151794,0.018040744587779045,0.01566286012530327,0.018529830500483513,0.012670558877289295,0.026895487681031227,0.02098320797085762,0.011352643370628357,0.008499293588101864,0.015439740382134914,0.017723187804222107,0.0064070988446474075,0.011778968386352062,0.010562412440776825,0.01623455621302128,0.01852792128920555,0.015781695023179054,0.011802151799201965,0.01686178147792816,0.010727050714194775,0.009800274856388569,0.019258461892604828,0.016782673075795174,0.00603247806429863,0.015660079196095467,0.025721553713083267,0.022702503949403763,0.008400725200772285,0.021524038165807724,0.011531286872923374,0.016420412808656693,0.020483069121837616,0.023612450808286667,0.01768568344414234,0.013294478878378868,0.012646134942770004,0.010474068112671375,0.005051958840340376,0.0284116230905056,0.03590651601552963,0.07177215069532394,0.011508619412779808
66,Johannes Gutenberg originally trained to become a,The inventor of the printing press originally trained to become a,Johannes Gutenberg,The inventor of the printing press, goldsmith,0.00031147728441283107,0.0005164174363017082,0.00039177387952804565,0.00036493808147497475,0.00042523336014710367,0.0005173563258722425,0.0005260953912511468,0.0008998779230751097,0.00044259586138650775,0.0006924994522705674,0.00035849501728080213,0.0004934408934786916,0.00026459619402885437,0.0008797385380603373,0.00046804663725197315,0.0003132769197691232,0.0007879547192715108,0.0002716102753765881,0.0010362606262788177,0.0009174590813927352,0.0003425028990022838,0.0004814269195776433,0.0006070667877793312,0.0005091882776468992,0.0007110961014404893,0.0002569046919234097,0.0005101231508888304,0.00029347382951527834,0.0005313204601407051,0.0006282464019022882,0.0004859341133851558,0.00039044537697918713,0.00032340839970856905,0.0003529471578076482,0.0008323741494677961,0.000300281128147617,0.0007605765131302178,0.00054362224182114,0.00042603243491612375,0.0008161537116393447,0.00037127407267689705,0.0005804282845929265
67,"In addition to being an inventor, Samuel F.B. Morse was also a talented","In addition to being an inventor, the developer of the electrical telegraph was also a talented",Samuel F.B. Morse,the developer of the electrical telegraph, artist,0.0261907447129488,0.024893421679735184,0.02706901542842388,0.02498527802526951,0.027429264038801193,0.025148363783955574,0.019117077812552452,0.021327057853341103,0.03431249409914017,0.02703907899558544,0.03253059461712837,0.06594192981719971,0.025024840608239174,0.031674325466156006,0.026627466082572937,0.028202706947922707,0.027578532695770264,0.06464164704084396,0.015418392606079578,0.023424945771694183,0.03263414651155472,0.02487330511212349,0.02728511393070221,0.02240539900958538,0.02871907688677311,0.026407016441226006,0.026956884190440178,0.023731548339128494,0.02684273198246956,0.023054804652929306,0.022299010306596756,0.03076247125864029,0.019687168300151825,0.0272294282913208,0.023143140599131584,0.035019151866436005,0.04273001477122307,0.01705024763941765,0.033374182879924774,0.02427857741713524,0.025624645873904228,0.036282576620578766
68,The first patented invention of Thomas Alva Edison was the electric,The first patented invention of the inventor of the light bulb was the electric,Thomas Alva Edison,the inventor of the light bulb, vote recorder,1.3929146916780155e-05,1.665292620600667e-05,1.7064498024410568e-05,2.4716415282455273e-05,1.2753269402310252e-05,1.775284908944741e-05,1.381346010020934e-05,1.7250691598746926e-05,1.2093605619156733e-05,1.7881329767988063e-05,1.1806992006313521e-05,3.1802108424017206e-05,1.1421033377700951e-05,1.5022785191831645e-05,1.4759394616703503e-05,1.7902619219967164e-05,1.6222236808971502e-05,1.9277915271231905e-05,2.091222813760396e-05,2.0007659259135835e-05,1.280828109884169e-05,2.6018831704277545e-05,1.4390881005965639e-05,2.1455256501212716e-05,1.7296608348260634e-05,1.559692645969335e-05,1.59698447532719e-05,2.191400017181877e-05,1.3174374544178136e-05,1.4216298950486816e-05,2.4318065698025748e-05,1.548596083011944e-05,2.1668471163138747e-05,1.615355722606182e-05,1.7422778910258785e-05,1.3138366739440244e-05,9.756508916325402e-06,2.4979401132441126e-05,1.9841707398882136e-05,1.8205326341558248e-05,1.8290458683623e-05,2.3669315851293504e-05
69,Nikola Tesla was born in the modern-day country of,The rival of Thomas Alva Edison was born in the modern-day country of,Nikola Tesla,The rival of Thomas Alva Edison, Croatia,0.0012945352355018258,0.0006891504744999111,0.0005234280833974481,0.0004836396255996078,0.0005885816644877195,0.00032864068634808064,0.00041467646951787174,0.0005187758943066001,0.0004226795572321862,0.0008190562366507947,0.00048648007214069366,0.0006529035163111985,0.0005531081696972251,0.0005477861850522459,0.00047473027370870113,0.0004920210340060294,0.0005123399314470589,0.0007072443258948624,0.0007898872718214989,0.00041394197614863515,0.0005600717850029469,0.0004684074374381453,0.0007538879290223122,0.0007654045475646853,0.0004555576015263796,0.0004033870645798743,0.000426455691922456,0.0007063490920700133,0.0007032459834590554,0.00027136877179145813,0.0003471833188086748,0.0005349741550162435,0.0009605492232367396,0.0006729006418026984,0.0004237240646034479,0.0006374475779011846,0.0007907102117314935,0.0004333781835157424,0.0007300338475033641,0.0004884619847871363,0.0004029798146802932,0.001047397032380104
70,Nikola Tesla went to the University of,The inventor of the Tesla coin went to the University of,Nikola Tesla,The inventor of the Tesla coin, Graz,9.490610682405531e-05,0.00011474038183223456,8.678707672515884e-05,9.145284275291488e-05,7.95129599282518e-05,7.768947398290038e-05,8.739451732253656e-05,9.9292112281546e-05,0.00010614596249070019,0.00012776612129528075,0.00010592231410555542,0.00013165765267331153,9.334576316177845e-05,0.00014102166460361332,9.546884393785149e-05,9.324991697212681e-05,9.892734669847414e-05,0.00011699520109687,0.00010800004383781925,9.614203736418858e-05,0.00011477729276521131,0.00010112024756381288,9.598182077752426e-05,0.0002137068222509697,7.359374285442755e-05,0.00014358189946506172,0.00010523890523472801,0.00012192147551104426,0.00010713587835198268,5.897305891267024e-05,7.792439282638952e-05,0.00013082215446047485,9.442483133170754e-05,0.00010361016757087782,9.485476039117202e-05,9.929451334755868e-05,0.0001351142709609121,0.00014458598161581904,0.0001127968353102915,0.0001693450758466497,7.578016811748967e-05,0.00015092700778041035
71,Nikola Tesla died in the city called,The inventor of the induction motor died in the city called,Nikola Tesla,The inventor of the induction motor," New York City, U.S.",0.022569313645362854,0.011330608278512955,0.011296109296381474,0.015667010098695755,0.022173838689923286,0.013432396575808525,0.014500817283987999,0.009354173205792904,0.010582022368907928,0.008954547345638275,0.01066209189593792,0.014080136083066463,0.01176818460226059,0.00966671947389841,0.010899640619754791,0.010265861637890339,0.011602233164012432,0.010252793319523335,0.013018114492297173,0.009607971645891666,0.012483085505664349,0.01228650938719511,0.009401388466358185,0.010039321146905422,0.011477100662887096,0.011922288686037064,0.010531322099268436,0.011171664111316204,0.012473979964852333,0.012836872600018978,0.016527805477380753,0.005565989296883345,0.010408356785774231,0.014451266266405582,0.009782630950212479,0.010638313367962837,0.008479109033942223,0.006541078444570303,0.012063548900187016,0.010585015639662743,0.0108097018674016,0.00915126595646143
72,Nikola Tesla studied,The inventor of alternating current studied,Nikola Tesla,The inventor of alternating current, electrical engineering,0.028953395783901215,0.003960361238569021,0.003390316851437092,0.0039079757407307625,0.0032521334942430258,0.0032460198272019625,0.005241885781288147,0.003388376673683524,0.0033779365476220846,0.0032642045989632607,0.003284954931586981,0.001611802144907415,0.009884259663522243,0.002505905693396926,0.00472802110016346,0.004843610804527998,0.0037979052867740393,0.0022768033668398857,0.003690745448693633,0.003289272543042898,0.005492743570357561,0.0038128525484353304,0.0029445928521454334,0.004198199138045311,0.0038080448284745216,0.004967456217855215,0.0013565541012212634,0.004062689375132322,0.0031571227591484785,0.003608434461057186,0.003993993159383535,0.0046048834919929504,0.002402767539024353,0.00319381314329803,0.0035527050495147705,0.0029686668422073126,0.005851185880601406,0.0028087554965168238,0.003324284916743636,0.003791083814576268,0.0069291903637349606,0.0033180906902998686
73,New York City is in the state of,The most populous city in the United States is in the state of,New York City,The most populous city in the United States, New York,0.15371312201023102,0.09926145523786545,0.11531129479408264,0.10763748735189438,0.16840669512748718,0.12892284989356995,0.10930407792329788,0.07839403301477432,0.12016454339027405,0.09490953385829926,0.09047645330429077,0.0843234434723854,0.10932748019695282,0.10882881283760071,0.12253908067941666,0.07528901100158691,0.09119556099176407,0.12003873288631439,0.07406561076641083,0.07534488290548325,0.13463594019412994,0.09379834681749344,0.10245935618877411,0.09855002909898758,0.09627450257539749,0.1136966124176979,0.12999024987220764,0.12801161408424377,0.11747525632381439,0.09577567130327225,0.10519605875015259,0.05458788573741913,0.09927938133478165,0.08056461811065674,0.08650990575551987,0.08819391578435898,0.07236598432064056,0.07880081981420517,0.08895817399024963,0.08486142009496689,0.09865402430295944,0.07658116519451141
74,Michelle Obama was born in the city of,Barack Obama's wife was born in the city of,Michelle Obama,Barack Obama's wife, Chicago,0.07552336156368256,0.07527010887861252,0.07035253196954727,0.07268724590539932,0.10696400701999664,0.09300840646028519,0.08219300210475922,0.06411941349506378,0.0601065456867218,0.05548994988203049,0.08998505026102066,0.04269843548536301,0.05735240504145622,0.12106075882911682,0.07582107186317444,0.06489837914705276,0.0920930877327919,0.08769644796848297,0.05881606414914131,0.05921733006834984,0.04844813421368599,0.07522663474082947,0.06113576143980026,0.0744745135307312,0.11480763554573059,0.08711076527833939,0.08455255627632141,0.05511593446135521,0.10397382825613022,0.09529553353786469,0.07651963829994202,0.059904545545578,0.09666009247303009,0.11736980825662613,0.05144236236810684,0.0549577921628952,0.04209383577108383,0.06448020040988922,0.10298363864421844,0.060791730880737305,0.11961014568805695,0.10770656913518906
75,Florence Nightingale was born in the city of,The founder of modern nursing was born in the city of,Florence Nightingale,The founder of modern nursing, Florence,0.03756491839885712,0.0041340189054608345,0.003230274887755513,0.005468533840030432,0.004036783240735531,0.005815524607896805,0.0035349687095731497,0.0028980327770113945,0.0021507341880351305,0.0031932773999869823,0.003654734930023551,0.0020717161241918802,0.004117224365472794,0.0032044497784227133,0.002794301137328148,0.0037786890752613544,0.004059635102748871,0.003349049249663949,0.0036270064301788807,0.0029268006328493357,0.002184029435738921,0.004940108396112919,0.004633319564163685,0.0024359135422855616,0.004619816318154335,0.005648741032928228,0.004450468812137842,0.0026106673758476973,0.005064227618277073,0.0038829257246106863,0.0056911311112344265,0.003591439686715603,0.006236955989152193,0.005245118867605925,0.0031222880352288485,0.004690190777182579,0.0028033407870680094,0.0019100818317383528,0.00393596151843667,0.004113025031983852,0.006041500251740217,0.002366075525060296
76,Hippocrates was from the country of,The father of medicine was from the country of,Hippocrates,The father of medicine, Greece,0.06531833112239838,0.0021808191668242216,0.00214790808968246,0.002009549643844366,0.00219934806227684,0.002570242853835225,0.001966346288099885,0.001536924042738974,0.0016440119361504912,0.0020540484692901373,0.00216292473487556,0.001808321219868958,0.002177191199734807,0.0015464029274880886,0.001932059065438807,0.002502092160284519,0.0018740859813988209,0.0014915389474481344,0.0022714196238666773,0.0017805618699640036,0.0014906846918165684,0.0020261870231479406,0.003562638768926263,0.0007481648353859782,0.0013684401055797935,0.0024189224932342768,0.002045172266662121,0.0020829113200306892,0.0031794977840036154,0.0014594016829505563,0.00170308502856642,0.002193449530750513,0.003726671915501356,0.0024368073791265488,0.0016861384501680732,0.001781932427547872,0.0015849694609642029,0.0011983545264229178,0.0028947542887181044,0.003347072284668684,0.0025968390982598066,0.0026819559279829264
77,Albert Einstein was known for developing the theory of,The winner of the 1921 Nobel Prize in Physics was known for developing the theory of,Albert Einstein,The winner of the 1921 Nobel Prize in Physics , relativity,0.7634214162826538,0.2391316443681717,0.17898941040039062,0.22552970051765442,0.2678244113922119,0.21877802908420563,0.2629172205924988,0.14192745089530945,0.17305675148963928,0.205834299325943,0.13512544333934784,0.12676236033439636,0.17382854223251343,0.14169475436210632,0.14651747047901154,0.1997140794992447,0.1583661139011383,0.21623587608337402,0.18559442460536957,0.18543913960456848,0.18255408108234406,0.27197185158729553,0.2581144869327545,0.28417420387268066,0.27219530940055847,0.2740108370780945,0.1290374994277954,0.3511631488800049,0.2857634127140045,0.21649706363677979,0.2014850378036499,0.1472415328025818,0.18270796537399292,0.29779163002967834,0.13334529101848602,0.28080788254737854,0.13922052085399628,0.16342031955718994,0.1884506493806839,0.27650192379951477,0.17365533113479614,0.10040560364723206
78,James Madison was born in the state of,The father of the Constitution was born in the state of,James Madison,The father of the Constitution, Virgina,4.0784041630104184e-05,0.00011735416774172336,5.220527600613423e-05,7.024819205980748e-05,7.737201667623594e-05,8.945776062319055e-05,5.8201047067996114e-05,9.103547927225009e-05,0.00016697653336450458,0.00012529575906228274,7.199410902103409e-05,4.32666129199788e-05,9.616358875064179e-05,0.00010110796574736014,0.00012653796875383705,5.5012224038364366e-05,0.00011561801511561498,9.619933553040028e-05,6.304260750766844e-05,8.982627332443371e-05,0.00024723491515032947,0.0001026002355501987,0.00010012620623456314,0.000263674563029781,7.636604277649894e-05,9.12846444407478e-05,6.0463687987066805e-05,0.00013863516505807638,0.00010628111340338364,5.4814008763059974e-05,6.609483534703031e-05,0.0001981883542612195,7.111588638508692e-05,7.385357457678765e-05,8.940031693782657e-05,0.00010493130685063079,0.00011714684660546482,6.311170727713034e-05,0.00010024329094449058,6.74045440973714e-05,8.598905696999282e-05,9.690420847618952e-05
79,Charles Babbage was born in the city of,The father of the computer was born in the city of,Charles Babbage,The father of the computer, London,0.04451262205839157,0.005792771000415087,0.010298526845872402,0.009093111380934715,0.00791042111814022,0.008958488702774048,0.007282376289367676,0.004231345374137163,0.0039068362675607204,0.005089322105050087,0.0071057844907045364,0.00846002995967865,0.006472755689173937,0.004305357579141855,0.006066467147320509,0.011083747260272503,0.006033747922629118,0.0071445032954216,0.0072963666170835495,0.005878615193068981,0.0038257308769971132,0.007497742772102356,0.005212238524109125,0.0033716983161866665,0.01178040262311697,0.008536838926374912,0.010858643800020218,0.004663175903260708,0.008313564583659172,0.007173663470894098,0.008926445618271828,0.003218997735530138,0.008138377219438553,0.00912394654005766,0.005030261818319559,0.007092106156051159,0.0038454891182482243,0.005393431056290865,0.006927236448973417,0.005906975828111172,0.006779682822525501,0.007535153534263372
80,Galileo Galilei was born in the city of,The father of the scientific method was born in the city of,Galileo Galilei,The father of the scientific method, Pisa,0.03506788983941078,0.016893180087208748,0.016025755554437637,0.01415859442204237,0.01741345226764679,0.018161779269576073,0.01470920816063881,0.014391648583114147,0.017346123233437538,0.01742416061460972,0.016660869121551514,0.011428720317780972,0.016755064949393272,0.01601424440741539,0.015811339020729065,0.012126986868679523,0.01772463135421276,0.015848329290747643,0.014408018440008163,0.017469104379415512,0.018020378425717354,0.01957356184720993,0.01602504402399063,0.01634775660932064,0.011774648912250996,0.017447318881750107,0.014146346598863602,0.018481463193893433,0.016247916966676712,0.010166173800826073,0.013305182568728924,0.019338317215442657,0.01309941615909338,0.014001329429447651,0.01413707435131073,0.013464126735925674,0.010169951245188713,0.011567993089556694,0.016470585018396378,0.015767769888043404,0.01946636289358139,0.02259189821779728
81,The Taj Mahal was commissioned by,The ivory-white mausoleum in India was commissioned by,The Taj Mahal,The ivory-white mausoleum in India, Shah Jahan,0.00104911916423589,0.0003962049086112529,0.0003366531745996326,0.0003760402323678136,0.00034090783447027206,0.000547899107914418,0.00030900866840966046,0.0005395193584263325,0.0006112082628533244,0.0004500066570471972,0.0003236250195186585,0.0005179927102290094,0.00023388119006995112,0.0005471022450365126,0.0005369578138925135,0.0003527747467160225,0.0004037691978737712,0.000323629064951092,0.00034236989449709654,0.0004299035354051739,0.0005109673365950584,0.0004193339846096933,0.00048769733984954655,0.00027504944591782987,0.00036505606840364635,0.0003167536633554846,0.0003361405397299677,0.0003587479586713016,0.00031632962054573,0.0003841579891741276,0.00036039145197719336,0.0005667319637723267,0.0002419708325760439,0.00047757415450178087,0.0005569658824242651,0.00030806020367890596,0.00032448393176309764,0.0003916541172657162,0.0005356898764148355,0.0005570789217017591,0.0004104604013264179,0.0005010547465644777
82,The Gateway Arch is located in,The world's tallest arch is located in,The Gateway Arch,The world's tallest arch, St. Louis,0.0016650643665343523,0.0016171514289453626,0.001416667248122394,0.002026480855420232,0.001479318947531283,0.0016209478490054607,0.00172817287966609,0.00130617362447083,0.0019283527508378029,0.0019817054271698,0.0010311540681868792,0.0013223572168499231,0.001507172710262239,0.0015127664664760232,0.001093400875106454,0.001472713309340179,0.0009343718993477523,0.0015318329678848386,0.0016657509841024876,0.00119979795999825,0.0015868395566940308,0.0016514160670340061,0.0013620035024359822,0.0013700621202588081,0.0017333521973341703,0.0014688697410747409,0.0015963619807735085,0.0020096118096262217,0.0022590351291000843,0.0013785582268610597,0.0011932695051655173,0.0010526140686124563,0.00151566241402179,0.0016108223935589194,0.001299579511396587,0.0010768243810161948,0.0011401555966585875,0.0013952921144664288,0.0011154585517942905,0.000930839916691184,0.001061375136487186,0.0012113144621253014
83,The Shard is located in the city of,The tallest building in the United Kingdom is located in the city of,The Shard,The tallest building in the United Kingdom, London,0.017216430976986885,0.0950896143913269,0.08384757488965988,0.09348104894161224,0.1191137507557869,0.11988740414381027,0.1010725125670433,0.077860027551651,0.08285695314407349,0.13908466696739197,0.12267091125249863,0.1561422199010849,0.07484771311283112,0.09994679689407349,0.07905036211013794,0.08632510155439377,0.09882595390081406,0.14178302884101868,0.0771184042096138,0.10937955975532532,0.08059919625520706,0.12328918278217316,0.09332340210676193,0.10837631672620773,0.1493510752916336,0.14382661879062653,0.10069524496793747,0.11953640729188919,0.1462896466255188,0.10922259092330933,0.10622620582580566,0.08008942753076553,0.07623156160116196,0.16095897555351257,0.06371507048606873,0.13613197207450867,0.07034997642040253,0.07798414677381516,0.1004384234547615,0.1303086280822754,0.09007315337657928,0.1286584883928299
