,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_just,ans_prob_obs_edit_subject_up,ans_prob_obs_edit_subject_out,ans_prob_obs_edit_subject_how,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_here,ans_prob_obs_edit_subject_then,ans_prob_obs_edit_subject_more,ans_prob_obs_edit_subject_well,ans_prob_obs_edit_subject_also,ans_prob_obs_edit_subject_very,ans_prob_obs_edit_subject_back,ans_prob_obs_edit_subject_there,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_really,ans_prob_obs_edit_subject_why,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_down,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_too,ans_prob_obs_edit_subject_still,ans_prob_obs_edit_subject_never,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_all,ans_prob_obs_edit_subject_most,ans_prob_obs_edit_subject_over,ans_prob_obs_edit_subject_again,ans_prob_obs_edit_subject_always,ans_prob_obs_edit_subject_off,ans_prob_obs_edit_subject_about,ans_prob_obs_edit_subject_today,ans_prob_obs_edit_subject_ever,ans_prob_obs_edit_subject_maybe,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_away
56,The real name of the actor and rapper Will Smith is,The real name of the actor and rapper The Fresh Prince is,Will Smith,The Fresh Prince, Willard Carroll Smith II,0.0024152754340320826,0.0015990834217518568,0.0008752646390348673,0.0015664269449189305,0.0015752490144222975,0.0016832625260576606,0.0014463250990957022,0.0017594113014638424,0.001679445500485599,0.002039689803496003,0.001687500742264092,0.0012795602669939399,0.0016862385673448443,0.0019229004392400384,0.0016612049657851458,0.001723160850815475,0.0014096737140789628,0.0012751951580867171,0.001797266653738916,0.0016990284202620387,0.0010630212491378188,0.0013890133704990149,0.0014619515277445316,0.001590531668625772,0.0014244562480598688,0.001462391926907003,0.0012602180941030383,0.0019472191343083978,0.001277522649616003,0.0017790573183447123,0.001123794005252421,0.00117200065869838,0.0016379841836169362,0.0012944923946633935,0.001560825970955193,0.0012754240306094289,0.0013339583529159427,0.0012829223414883018,0.001473990734666586,0.0016412112163379788,0.0012765898136422038,0.0013150190934538841
57,Katy Perry's top album is called,Katheryn Elizabeth Hudson's top album is called,Katy Perry,Katheryn Elizabeth Hudson, Teenage Dream,0.0015704751713201404,0.0004892408614978194,0.0004291968944016844,0.0004990728921256959,0.0005343300872482359,0.0005142255686223507,0.0004792107210960239,0.0006570189143531024,0.0006215959438122809,0.0006342952256090939,0.000432432017987594,0.0005785810062661767,0.0006190139101818204,0.0006205026293173432,0.0005356246838346124,0.0006515546119771898,0.0005971554201096296,0.0005909762112423778,0.0004485048702917993,0.00040771864587441087,0.0005122385337017477,0.0005552422953769565,0.0004587872826959938,0.0005495701916515827,0.0005268481909297407,0.0005771274445578456,0.00046237700735218823,0.0005565833998844028,0.00047499703941866755,0.0004492220759857446,0.0005537000251933932,0.00045355179463513196,0.0004683822626248002,0.0009224964305758476,0.00039011400076560676,0.0004953364841639996,0.0004167698498349637,0.0004423999635037035,0.0005239457823336124,0.0005100729176774621,0.0004024895024485886,0.0006439595017582178
58,Ernest Gary Gygax died in the town of,The creator of Dungeons & Dragons died in the town of,Ernest Gary Gygax,The creator of Dungeons & Dragons," Lake Geneva, Wisconsin, U.S.",0.003924268297851086,0.0028148754499852657,0.0020521932747215033,0.002585483016446233,0.003055608831346035,0.002615927020087838,0.0028725210577249527,0.0028824936598539352,0.003018379909917712,0.0025101250503212214,0.003273896872997284,0.003394619794562459,0.00266407267190516,0.0030873010400682688,0.0035995235666632652,0.0030919306445866823,0.0027916424442082644,0.002615847624838352,0.002199178794398904,0.002576214727014303,0.003203797619789839,0.002842616057023406,0.0024683340452611446,0.0023224393371492624,0.0024662597570568323,0.0028086083475500345,0.0028180743101984262,0.002716472838073969,0.002835002960637212,0.0028707690071314573,0.002603542525321245,0.002106913598254323,0.0024813900236040354,0.003026484977453947,0.002212604507803917,0.0027873169165104628,0.002278215019032359,0.002622643718495965,0.002742419019341469,0.002595932688564062,0.0019701668061316013,0.003966719377785921
59,Richard Garfield received a Bachelor of Science degree in the field of,The creator of Magic: The Gathering received a Bachelor of Science degree in field of,Richard Garfield,The creator of Magic: The Gathering, computer mathematics,0.02085791528224945,0.10739938169717789,0.09720325469970703,0.13742132484912872,0.10294052958488464,0.11725479364395142,0.05758707597851753,0.1383909285068512,0.09913866966962814,0.07992719858884811,0.08068264275789261,0.0900055468082428,0.0876026600599289,0.11510639637708664,0.12003003060817719,0.11783964186906815,0.11442716419696808,0.1013774424791336,0.10475394874811172,0.07811728864908218,0.15388673543930054,0.14713458716869354,0.08691295236349106,0.15934471786022186,0.10227533429861069,0.14405138790607452,0.08023105561733246,0.11008071154356003,0.0660884752869606,0.09471851587295532,0.07582883536815643,0.12007317692041397,0.1338665634393692,0.07880974560976028,0.12105245888233185,0.17936347424983978,0.08198903501033783,0.1264112889766693,0.06468143314123154,0.1146039292216301,0.10627783089876175,0.1353515386581421
60,Emperor Vespasian introduced a tax on this bodily fluid,The fourth and last emperor who reigned in the Year of the Four Emperors introduced a tax on this bodily fluid,Emperor Vespasian,The fourth and last emperor who reigned in the Year of the Four Emperors, urin,2.7450678317109123e-06,6.04427532380214e-06,6.851022590126377e-06,3.946536253351951e-06,6.0639977164100856e-06,7.471976459783036e-06,3.76389061784721e-06,4.079175141669111e-06,5.285084171191556e-06,5.687432349077426e-06,7.744087270111777e-06,7.9845885920804e-06,5.26330950378906e-06,6.012710855429759e-06,6.382363608281594e-06,5.091909770271741e-06,4.271035777492216e-06,4.6206173465179745e-06,5.3080739235156216e-06,7.538674253737554e-06,6.46883654553676e-06,7.497128535760567e-06,6.022205525368918e-06,4.2014689825009555e-06,4.2961505641869735e-06,5.192406206333544e-06,7.981354428920895e-06,4.5448850869433954e-06,6.850680165371159e-06,4.990933575754752e-06,4.852656275033951e-06,9.183584552374668e-06,4.849831384490244e-06,4.6673876568092965e-06,4.93995639772038e-06,4.186048045085045e-06,4.676264779845951e-06,4.045703008159762e-06,7.786720743752085e-06,6.300865607045125e-06,5.75791409573867e-06,3.725965370904305e-06
61,"Ludwig II ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake","Der Märchenkönig ('the Fairy Tale King') ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake",Ludwig II,Der Märchenkönig ('the Fairy Tale King')," Starnberg, Bavaria, German Empire",0.003610000479966402,0.004022234585136175,0.005575940478593111,0.003507546614855528,0.004439947661012411,0.0058374893851578236,0.0037392780650407076,0.0037999767810106277,0.003577186493203044,0.004625643603503704,0.005289467982947826,0.004949289374053478,0.0034330147318542004,0.004560202360153198,0.0052946931682527065,0.004865431692451239,0.0047569540329277515,0.004421647172421217,0.005621105898171663,0.0038085710257291794,0.004510424565523863,0.0034806171897798777,0.004640126135200262,0.004205944016575813,0.004308747593313456,0.00434146961197257,0.005030426196753979,0.0033386978320777416,0.004900365602225065,0.0034001790918409824,0.004757596645504236,0.005039629526436329,0.005770463030785322,0.003497462021186948,0.0038328939117491245,0.005471120122820139,0.004606990143656731,0.0038000582717359066,0.005217930767685175,0.004224950913339853,0.0040033427067101,0.003753935219720006
62,Alexander the Great was tutored by the philosopher called,The man who conquered most of the known world was tutored by the philosopher called,Alexander the Great,The man who conquered the world, Aristotle,0.1183881163597107,0.09718699008226395,0.06542912870645523,0.10898926854133606,0.07568195462226868,0.06751252710819244,0.07124818861484528,0.0646774172782898,0.07899844646453857,0.07313765585422516,0.07184717804193497,0.08972769975662231,0.06500939279794693,0.07443790882825851,0.09196353703737259,0.07398258149623871,0.09950030595064163,0.10198353230953217,0.09021710604429245,0.06981035321950912,0.08712894469499588,0.07324539124965668,0.06723430752754211,0.06134513393044472,0.08209129422903061,0.08580763638019562,0.06545453518629074,0.06952107697725296,0.07666033506393433,0.06885705143213272,0.07203496247529984,0.07975073158740997,0.07890009135007858,0.06355028599500656,0.08376655727624893,0.08878736197948456,0.0745849609375,0.07910744845867157,0.07700452208518982,0.09445234388113022,0.06815332919359207,0.09947898983955383
63,Steve Rogers is famous for his,The first avenger is famous for his,Steve Rogers,The first avenger, shield,4.016561797470786e-05,0.00010490725981071591,7.782503962516785e-05,9.563903586240485e-05,9.721821697894484e-05,8.478592644678429e-05,7.373086555162445e-05,0.0001092131351470016,0.00014497514348477125,9.172669524559751e-05,6.286706047831103e-05,0.00010646496957633644,0.00010950391151709482,9.193884034175426e-05,0.00013016487355343997,0.00010480591299710795,9.121294715441763e-05,9.257391502615064e-05,0.00010215227666776627,0.00012163764040451497,8.977884863270447e-05,0.00011338175681885332,8.927103044698015e-05,0.00010603387636365369,9.409674385096878e-05,7.591133908135816e-05,9.069866064237431e-05,0.00013343339378479868,8.654947305331007e-05,8.952154166763648e-05,9.882750600809231e-05,6.805575685575604e-05,8.782056102063507e-05,8.03267175797373e-05,9.804349247133359e-05,0.00011323311628075317,9.306573338108137e-05,5.728551695938222e-05,9.659830539021641e-05,0.00010499715426703915,0.00011912647460121661,0.0001342589093837887
64,Thomas Jennings invented a method for removing,The first African-American to hold a patent invented a method for removing,Thomas Jennings,The first African-American to hold a patent, dirt and grease from clothing,0.0056202043779194355,0.00491761788725853,0.007262865547090769,0.003591233631595969,0.006094959564507008,0.005714833736419678,0.004748732317239046,0.007628011051565409,0.005040628835558891,0.006644328124821186,0.006036011967808008,0.005625834222882986,0.005971728824079037,0.006750381086021662,0.006198578979820013,0.005817053373903036,0.0070281922817230225,0.005642344243824482,0.005165135487914085,0.00517977075651288,0.003999417647719383,0.005160932894796133,0.00410190224647522,0.005160932894796133,0.004335974808782339,0.006328859832137823,0.004193182103335857,0.005603664088994265,0.0048588537611067295,0.007219920866191387,0.004704429302364588,0.005207763519138098,0.004427632316946983,0.0024950054939836264,0.00624183239415288,0.004713914357125759,0.005543515086174011,0.005480167921632528,0.005557993892580271,0.006190321873873472,0.006481650285422802,0.005336504429578781
65,Leonardo da Vinci was born in the modern-day country of,The painter of the Mona Lisa was born in the modern-day country of,Leonardo da Vinci,The painter of the Mona Lisa, Italy,0.032262906432151794,0.018040744587779045,0.02225518599152565,0.016518989577889442,0.011683386750519276,0.012398418970406055,0.021296028047800064,0.0038095570635050535,0.012243613600730896,0.012485956773161888,0.008731001988053322,0.012758040800690651,0.012027423828840256,0.015251072123646736,0.01770421490073204,0.01612662710249424,0.016445275396108627,0.016782673075795174,0.014773796312510967,0.017680993303656578,0.01852792128920555,0.017509939149022102,0.016199810430407524,0.010298069566488266,0.007185202557593584,0.013618105091154575,0.014164897613227367,0.01878087781369686,0.019336337223649025,0.014422026462852955,0.014529881067574024,0.01231579389423132,0.010976826772093773,0.01583215594291687,0.016135236248373985,0.016091298311948776,0.012726572342216969,0.00975510198622942,0.01403069868683815,0.014165368862450123,0.009843351319432259,0.015059119090437889
66,Johannes Gutenberg originally trained to become a,The inventor of the printing press originally trained to become a,Johannes Gutenberg,The inventor of the printing press, goldsmith,0.00031147728441283107,0.0005164174363017082,0.0007765435730107129,0.0003396744723431766,0.0006119847530499101,0.0007125544943846762,0.0008617654093541205,0.0005800078506581485,0.0004724565951619297,0.0008163079037331045,0.0004610880569089204,0.00042251302511431277,0.0004943303647451103,0.000906738277990371,0.0004854245053138584,0.00041360233444720507,0.0005268101813271642,0.0006070667877793312,0.0004665156884584576,0.0006328666931949556,0.0003132769197691232,0.0005594686372205615,0.000544991169590503,0.0005735830636695027,0.0006158409523777664,0.00043307337909936905,0.0005437762592919171,0.0004427266540005803,0.0006962707848288119,0.0005533812800422311,0.0007961358060128987,0.0008445525891147554,0.0006368431495502591,0.0003449251817073673,0.0004973631585016847,0.0007795562851242721,0.0005903489654883742,0.0003287841100245714,0.0005397283821366727,0.0003296915674582124,0.0008640372543595731,0.000746547186281532
67,"In addition to being an inventor, Samuel F.B. Morse was also a talented","In addition to being an inventor, the developer of the electrical telegraph was also a talented",Samuel F.B. Morse,the developer of the electrical telegraph, artist,0.0261907447129488,0.024893421679735184,0.02205594629049301,0.025403082370758057,0.02866964600980282,0.023167146369814873,0.02391563169658184,0.024971317499876022,0.021055422723293304,0.031346388161182404,0.027979519218206406,0.034821949899196625,0.027394024655222893,0.025891324505209923,0.015058673918247223,0.028266193345189095,0.02682383358478546,0.02728511393070221,0.028751762583851814,0.02239513397216797,0.028202706947922707,0.02274005115032196,0.023207878693938255,0.02708992175757885,0.033896323293447495,0.02300897054374218,0.022950641810894012,0.021965209394693375,0.02070438861846924,0.02464911714196205,0.021745577454566956,0.017851034179329872,0.020587926730513573,0.021793361753225327,0.024664338678121567,0.025447607040405273,0.022050902247428894,0.025953883305191994,0.030813472345471382,0.033021390438079834,0.02448410540819168,0.023048987612128258
68,The first patented invention of Thomas Alva Edison was the electric,The first patented invention of the inventor of the light bulb was the electric,Thomas Alva Edison,the inventor of the light bulb, vote recorder,1.3929146916780155e-05,1.665292620600667e-05,1.781061291694641e-05,1.3326018233783543e-05,1.942495691764634e-05,2.161598422389943e-05,1.743029133649543e-05,1.9108014384983107e-05,1.3458382454700768e-05,1.1121218449261505e-05,1.9490422346279956e-05,2.7314654289511964e-05,1.5970652384567074e-05,1.6330113794538192e-05,2.4267144908662885e-05,1.6155712728505023e-05,1.750112460285891e-05,1.4390881005965639e-05,1.5591938790748827e-05,2.1842552087036893e-05,1.7902619219967164e-05,1.981840432563331e-05,1.4459941667155363e-05,1.5772366168675944e-05,1.7433982065995224e-05,1.770356175256893e-05,1.5216206520562991e-05,1.918635462061502e-05,1.5470528524019755e-05,1.790904025256168e-05,2.0448967916308902e-05,2.1375737560447305e-05,1.7828488125815056e-05,1.4113134056970011e-05,1.9538743799785152e-05,1.334565422439482e-05,1.409685137332417e-05,1.4049388482817449e-05,1.5056892152642831e-05,1.4325632037071045e-05,1.900297502288595e-05,2.0910018065478653e-05
69,Nikola Tesla was born in the modern-day country of,The rival of Thomas Alva Edison was born in the modern-day country of,Nikola Tesla,The rival of Thomas Alva Edison, Croatia,0.0012945352355018258,0.0006891504744999111,0.0006492436514236033,0.0009654154418967664,0.0006247821147553623,0.00046619048225693405,0.0006204050150699914,0.0004621906846296042,0.0004450475098565221,0.0006950891693122685,0.00026052602333948016,0.0005081603885628283,0.0008984431624412537,0.0002784727839753032,0.00042911016498692334,0.0006275121122598648,0.0006420441204681993,0.0007538879290223122,0.00044545592390932143,0.0006294220802374184,0.0004920210340060294,0.00047516319318674505,0.0007000660407356918,0.0006654497119598091,0.0006078000878915191,0.0005755170714110136,0.0007647217717021704,0.0006373770884238183,0.0007710485369898379,0.00045884543214924634,0.0004974677576683462,0.0005748111288994551,0.0006382582359947264,0.0005979585694149137,0.0004775446141138673,0.0006293584010563791,0.0006346082664094865,0.0007881914498284459,0.0010018382454290986,0.0005442514666356146,0.0007079471251927316,0.00026709484518505633
70,Nikola Tesla went to the University of,The inventor of the Tesla coin went to the University of,Nikola Tesla,The inventor of the Tesla coin, Graz,9.490610682405531e-05,0.00011474038183223456,0.00015917520795483142,0.00011845064000226557,0.00012469412467908114,0.00014280996401794255,0.00010561056842561811,9.070082887774333e-05,9.885164763545617e-05,9.043060708791018e-05,7.495009049307555e-05,8.297560998471454e-05,0.00011226240894757211,9.615483577363193e-05,9.635413880459964e-05,8.473512571072206e-05,9.162015339825302e-05,9.598182077752426e-05,0.00011346991959726438,0.00010094355820911005,9.324991697212681e-05,0.00010465132800163701,0.00011675792484311387,9.00185841601342e-05,0.00011706662189681083,8.032449113670737e-05,0.00017614017997402698,0.0001054665117408149,0.00012663229426834732,0.00011791370343416929,0.0001246960018761456,0.00010149125591851771,0.00014549911429639906,9.148610115516931e-05,8.434933988610283e-05,0.00011637072020675987,0.00016588123980909586,0.00012850947678089142,0.00016079431225080043,8.305749361170456e-05,0.00022528493718709797,8.930741023505107e-05
71,Nikola Tesla died in the city called,The inventor of the induction motor died in the city called,Nikola Tesla,The inventor of the induction motor," New York City, U.S.",0.022569313645362854,0.011330608278512955,0.007494249381124973,0.00912367645651102,0.009025704115629196,0.009222698397934437,0.011060343123972416,0.01333012618124485,0.011917920783162117,0.010093795135617256,0.01340753585100174,0.009157991036772728,0.010204212740063667,0.01003392692655325,0.01043202355504036,0.011086823418736458,0.011004311963915825,0.009401388466358185,0.011294440366327763,0.011914349161088467,0.010265861637890339,0.0106497872620821,0.008340699598193169,0.013183536008000374,0.009816501289606094,0.013298065401613712,0.010271957144141197,0.009339048527181149,0.009014836512506008,0.01217503659427166,0.008010881952941418,0.007483812049031258,0.010945543646812439,0.012360895983874798,0.009556295350193977,0.010917958803474903,0.010747835040092468,0.011596308089792728,0.008552742190659046,0.012452877126634121,0.0070037683472037315,0.010300935246050358
72,Nikola Tesla studied,The inventor of alternating current studied,Nikola Tesla,The inventor of alternating current, electrical engineering,0.028953395783901215,0.003960361238569021,0.0017518425593152642,0.005016034003347158,0.0031772726215422153,0.0026353250723332167,0.007678652182221413,0.003089952515438199,0.0019295366946607828,0.005546675529330969,0.00352847739122808,0.002863186178728938,0.005587505642324686,0.00344434124417603,0.0029678083956241608,0.0030087651684880257,0.003857014235109091,0.0029445928521454334,0.003257203847169876,0.0027923083398491144,0.004843610804527998,0.0029945215210318565,0.0027410935144871473,0.003392093349248171,0.0035418460611253977,0.005209704861044884,0.002504151314496994,0.004353891592472792,0.0022612670436501503,0.0028746414463967085,0.003276243107393384,0.0032717811409384012,0.0029802254866808653,0.0030311362352222204,0.0047554075717926025,0.0020896357018500566,0.004243127070367336,0.0017493872437626123,0.001807857071980834,0.004022453911602497,0.002497546374797821,0.0020494265481829643
73,New York City is in the state of,The most populous city in the United States is in the state of,New York City,The most populous city in the United States, New York,0.15371312201023102,0.09926145523786545,0.10104923695325851,0.09641928970813751,0.09139145910739899,0.11401096731424332,0.08988034725189209,0.09348727762699127,0.0793115645647049,0.10992120206356049,0.11168225109577179,0.10205473750829697,0.07807478308677673,0.10225619375705719,0.07076361030340195,0.09077088534832001,0.10754885524511337,0.10245935618877411,0.10279227048158646,0.11750965565443039,0.07528901100158691,0.09819485992193222,0.10747277736663818,0.10135924071073532,0.11055663228034973,0.10857494920492172,0.09784627705812454,0.09768310189247131,0.11469126492738724,0.07957875728607178,0.10415002703666687,0.04914022237062454,0.0716940388083458,0.09635103493928909,0.10143434256315231,0.10308912396430969,0.1033044084906578,0.09849058836698532,0.0999724492430687,0.09150127321481705,0.07708051055669785,0.07976339757442474
74,Michelle Obama was born in the city of,Barack Obama's wife was born in the city of,Michelle Obama,Barack Obama's wife, Chicago,0.07552336156368256,0.07527010887861252,0.07348494231700897,0.07307611405849457,0.07535500079393387,0.06463208794593811,0.07953102886676788,0.05615788698196411,0.09444849193096161,0.07174184173345566,0.056834474205970764,0.07700754702091217,0.06402715295553207,0.08164552599191666,0.08718666434288025,0.0775764212012291,0.0695246234536171,0.06113576143980026,0.06991641968488693,0.08824098855257034,0.06489837914705276,0.07765424251556396,0.05392702668905258,0.08849623054265976,0.0707843080163002,0.1276995986700058,0.07321956753730774,0.0690072700381279,0.07520050555467606,0.09066422283649445,0.05985725298523903,0.07843195647001266,0.07500620186328888,0.06876756250858307,0.12966230511665344,0.08135942369699478,0.051413267850875854,0.08451467752456665,0.05979492887854576,0.08057855814695358,0.03814972937107086,0.06888460367918015
75,Florence Nightingale was born in the city of,The founder of modern nursing was born in the city of,Florence Nightingale,The founder of modern nursing, Florence,0.03756491839885712,0.0041340189054608345,0.003437546081840992,0.004699114244431257,0.0029037250205874443,0.003567714709788561,0.0033573959954082966,0.0022868122905492783,0.004400997888296843,0.002400727244094014,0.004309531766921282,0.00433788076043129,0.0028707794845104218,0.0036706433165818453,0.005492052994668484,0.0029267785139381886,0.0030422057025134563,0.004633319564163685,0.0040826983749866486,0.003584047546610236,0.0037786890752613544,0.0034103577490895987,0.0030491272918879986,0.003341787261888385,0.0031584501266479492,0.0032240143045783043,0.0027488432824611664,0.0031015188433229923,0.003572376910597086,0.003343883203342557,0.002949667628854513,0.002963041653856635,0.002906796522438526,0.003590123960748315,0.003990103956311941,0.0029072456527501345,0.003482876345515251,0.003474377328529954,0.003496746765449643,0.005014560651034117,0.0021674640011042356,0.004018315579742193
76,Hippocrates was from the country of,The father of medicine was from the country of,Hippocrates,The father of medicine, Greece,0.06531833112239838,0.0021808191668242216,0.0026787612587213516,0.002858643652871251,0.0016140321968123317,0.001653363578952849,0.0025677275843918324,0.001340288552455604,0.0022648735903203487,0.0015183083014562726,0.0014940511900931597,0.0024123729672282934,0.0015957476571202278,0.001145681249909103,0.0021372619085013866,0.002051790477707982,0.0018535020062699914,0.003562638768926263,0.0017567637842148542,0.0023497124202549458,0.002502092160284519,0.0019443649798631668,0.00248724059201777,0.001495861099101603,0.001412640092894435,0.0013461057096719742,0.001685281633399427,0.0018770612077787519,0.002406774554401636,0.0028447320219129324,0.0022104184608906507,0.0018681117799133062,0.0019435924477875233,0.001978979678824544,0.001400246168486774,0.0015770647441968322,0.0023221757728606462,0.001929146470502019,0.0021032425574958324,0.0023584330920130014,0.001303749275393784,0.0016788109205663204
77,Albert Einstein was known for developing the theory of,The winner of the 1921 Nobel Prize in Physics was known for developing the theory of,Albert Einstein,The winner of the 1921 Nobel Prize in Physics , relativity,0.7634214162826538,0.2391316443681717,0.2000691443681717,0.29980137944221497,0.1588371843099594,0.1798124611377716,0.1953936070203781,0.2710619270801544,0.26676878333091736,0.2689485549926758,0.22520741820335388,0.1954522281885147,0.17677068710327148,0.1844906359910965,0.20794887840747833,0.19413414597511292,0.17664368450641632,0.2581144869327545,0.2224738597869873,0.23738498985767365,0.1997140794992447,0.17576800286769867,0.17323096096515656,0.21929185092449188,0.29025912284851074,0.28958839178085327,0.20731121301651,0.18486903607845306,0.1897844821214676,0.20259596407413483,0.1448575109243393,0.24822869896888733,0.2506219744682312,0.2666829824447632,0.24586515128612518,0.22777359187602997,0.19071824848651886,0.21440774202346802,0.1558483988046646,0.23819562792778015,0.18274420499801636,0.23723438382148743
78,James Madison was born in the state of,The father of the Constitution was born in the state of,James Madison,The father of the Constitution, Virgina,4.0784041630104184e-05,0.00011735416774172336,8.24903036118485e-05,0.00010517673217691481,0.00019177804642822593,0.00011128652840852737,0.00011976368841715157,0.00011217575229238719,0.00016451410192530602,0.00017484993441030383,0.00015451676154043525,5.806066110380925e-05,0.00018010595522355288,0.0001454788725823164,6.838479748694226e-05,9.638001938583329e-05,0.00015020904538687319,0.00010012620623456314,7.699213165324181e-05,9.969240636564791e-05,5.5012224038364366e-05,6.876747647766024e-05,0.00016010153922252357,0.00012074942787876353,0.00019594909099396318,0.00016143319953698665,0.00018892389198299497,0.00011295279546175152,0.0001758005964802578,0.00010553532774792984,0.00011799494677688926,0.00029976063524372876,9.858551493380219e-05,0.00014621867740061134,0.00010575224587228149,6.112652772571892e-05,0.00017789028061088175,0.0001990342716453597,0.00019347605120856315,0.00011323417857056484,0.0003785922599490732,7.473146251868457e-05
79,Charles Babbage was born in the city of,The father of the computer was born in the city of,Charles Babbage,The father of the computer, London,0.04451262205839157,0.005792771000415087,0.006235908251255751,0.005568287800997496,0.004426309838891029,0.006003204733133316,0.005325939506292343,0.00428830785676837,0.004795962478965521,0.004774987697601318,0.009614012204110622,0.008007786236703396,0.0037234474439173937,0.004416721872985363,0.010306669399142265,0.005103258416056633,0.005125603638589382,0.005212238524109125,0.007164847105741501,0.007418162655085325,0.011083747260272503,0.00947642233222723,0.0048638987354934216,0.008164995349943638,0.003753401106223464,0.004961579106748104,0.004766674712300301,0.005108758341521025,0.005685865879058838,0.007839870639145374,0.007510186638683081,0.0032319927122443914,0.005614732392132282,0.006418175064027309,0.006880514789372683,0.007627918850630522,0.007093713618814945,0.005681853275746107,0.0048278397880494595,0.005506490357220173,0.002742689335718751,0.008676566183567047
80,Galileo Galilei was born in the city of,The father of the scientific method was born in the city of,Galileo Galilei,The father of the scientific method, Pisa,0.03506788983941078,0.016893180087208748,0.020115768536925316,0.015321705490350723,0.018864193931221962,0.014465936459600925,0.013933698646724224,0.013154642656445503,0.01734180934727192,0.01957024447619915,0.014376204460859299,0.012765077874064445,0.016768673434853554,0.018082957714796066,0.015337117947638035,0.015081035904586315,0.017867067828774452,0.01602504402399063,0.015393494628369808,0.014024479314684868,0.012126986868679523,0.013867303729057312,0.01790468581020832,0.016863642260432243,0.015072716400027275,0.016285913065075874,0.016719557344913483,0.0154055655002594,0.01987612247467041,0.014250633306801319,0.016357101500034332,0.018956337124109268,0.015104059129953384,0.01549322996288538,0.018609140068292618,0.016068924218416214,0.015370347537100315,0.01499954517930746,0.015203680843114853,0.015505513176321983,0.017328256741166115,0.013586923480033875
81,The Taj Mahal was commissioned by,The ivory-white mausoleum in India was commissioned by,The Taj Mahal,The ivory-white mausoleum in India, Shah Jahan,0.00104911916423589,0.0003962049086112529,0.00039918709080666304,0.0003447831841185689,0.0003433047386351973,0.00032798160100355744,0.0004579805536195636,0.0004734125395771116,0.00030501463334076107,0.0004816952277906239,0.00028267112793400884,0.0003771154151763767,0.0005104376468807459,0.00032329719397239387,0.0002740996133070439,0.0004431745910551399,0.0003870379296131432,0.00048769733984954655,0.0003082376206293702,0.0005420620436780155,0.0003527747467160225,0.00041123683331534266,0.00030800249078311026,0.00029889444704167545,0.0005319121992215514,0.0005356225301511586,0.00043896332499571145,0.0004954463220201433,0.0003675943298730999,0.00048159193829633296,0.0003602152573876083,0.0004719733842648566,0.0003838076372630894,0.00038240026333369315,0.00045442243572324514,0.00029236223781481385,0.0003877431736327708,0.00034537079045549035,0.0003152933204546571,0.0004282953741494566,0.0005024941056035459,0.000230066230869852
82,The Gateway Arch is located in,The world's tallest arch is located in,The Gateway Arch,The world's tallest arch, St. Louis,0.0016650643665343523,0.0016171514289453626,0.0019783321768045425,0.0013619802193716168,0.0013705594465136528,0.001962099689990282,0.001530622597783804,0.0014465546701103449,0.0014288290403783321,0.0015360168181359768,0.0013108873972669244,0.0019121973309665918,0.0015961929457262158,0.0014747576788067818,0.0012429775670170784,0.0016341928858309984,0.0016340242000296712,0.0013620035024359822,0.0017100637778639793,0.001418658415786922,0.001472713309340179,0.0012259450741112232,0.002037123078480363,0.0014777875039726496,0.0012177960015833378,0.0013335831463336945,0.002154936082661152,0.0014440438244491816,0.0020807788241654634,0.0011230153031647205,0.0017627106280997396,0.0012574648717418313,0.0019105980172753334,0.001430294825695455,0.00219668447971344,0.0022111432626843452,0.0017229209188371897,0.001868421328254044,0.0021898658014833927,0.001131171709857881,0.0012100428575649858,0.001187890418805182
83,The Shard is located in the city of,The tallest building in the United Kingdom is located in the city of,The Shard,The tallest building in the United Kingdom, London,0.017216430976986885,0.0950896143913269,0.10708347707986832,0.09182547777891159,0.08367644995450974,0.08997564762830734,0.09990982711315155,0.1010916456580162,0.10110461711883545,0.1101747453212738,0.13258183002471924,0.09900137037038803,0.060335807502269745,0.08517299592494965,0.11636145412921906,0.09627176821231842,0.11523831635713577,0.09332340210676193,0.08883091807365417,0.15841105580329895,0.08632510155439377,0.08778759837150574,0.09123977273702621,0.14360514283180237,0.10528353601694107,0.10646502673625946,0.1071612760424614,0.0741226002573967,0.09572320431470871,0.10416615754365921,0.10376464575529099,0.09874279797077179,0.10346322506666183,0.07683969289064407,0.12467851489782333,0.10925939679145813,0.0758574828505516,0.10130507498979568,0.1248905137181282,0.12499897181987762,0.07140593975782394,0.08975264430046082
