,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_just,ans_prob_obs_edit_subject_up,ans_prob_obs_edit_subject_out,ans_prob_obs_edit_subject_how,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_here,ans_prob_obs_edit_subject_then,ans_prob_obs_edit_subject_more,ans_prob_obs_edit_subject_well,ans_prob_obs_edit_subject_also,ans_prob_obs_edit_subject_very,ans_prob_obs_edit_subject_back,ans_prob_obs_edit_subject_there,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_really,ans_prob_obs_edit_subject_why,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_down,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_too,ans_prob_obs_edit_subject_still,ans_prob_obs_edit_subject_never,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_all,ans_prob_obs_edit_subject_most,ans_prob_obs_edit_subject_over,ans_prob_obs_edit_subject_again,ans_prob_obs_edit_subject_always,ans_prob_obs_edit_subject_off,ans_prob_obs_edit_subject_about,ans_prob_obs_edit_subject_today,ans_prob_obs_edit_subject_ever,ans_prob_obs_edit_subject_maybe,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_away
57,Katy Perry's top album is called,Katheryn Elizabeth Hudson's top album is called,Katy Perry,Katheryn Elizabeth Hudson, Teenage Dream,0.01038473378866911,0.000843843852635473,0.0003703355323523283,0.0006933878757990897,0.0005472632474265993,0.0006798942340537906,0.0004358001460786909,0.0006414975505322218,0.0007894034497439861,0.0006911694654263556,0.0005932552157901227,0.00047992763575166464,0.0007490311400033534,0.0005330272833816707,0.00048348240670748055,0.000771522696595639,0.0007158613298088312,0.0006775103393010795,0.0006799816037528217,0.0007954523898661137,0.0006645778776146472,0.0005057745729573071,0.0006752602639608085,0.0007500092033296824,0.0005215976270847023,0.0006933007389307022,0.00057665427448228,0.0005510711926035583,0.0005162157467566431,0.000732126587536186,0.0005651604733429849,0.0005503208376467228,0.0005255720461718738,0.0006713128532283008,0.0006919613224454224,0.0005435626371763647,0.0006410748464986682,0.000744362361729145,0.0006069761584512889,0.0009454345563426614,0.0003937495348509401,0.0008541814750060439
58,Ernest Gary Gygax died in the town of,The creator of Dungeons & Dragons died in the town of,Ernest Gary Gygax,The creator of Dungeons & Dragons," Lake Geneva, Wisconsin, U.S.",0.027220305055379868,0.005789320450276136,0.003065326251089573,0.0023040547966957092,0.004943973384797573,0.003611150663346052,0.0038036734331399202,0.0032040285877883434,0.004654245916754007,0.0051445853896439075,0.0062360637821257114,0.003679316258057952,0.005403541959822178,0.0036034146323800087,0.0030129500664770603,0.0063733006827533245,0.007119974587112665,0.004201952833682299,0.005040229298174381,0.004525763913989067,0.006237240973860025,0.005370471626520157,0.004844682291150093,0.004196707624942064,0.005351498257368803,0.006018740590661764,0.004687409847974777,0.004844579380005598,0.0030574908014386892,0.0058298297226428986,0.003671822836622596,0.004077345598489046,0.005103425122797489,0.008314232341945171,0.0062699876725673676,0.004661815240979195,0.0030146874487400055,0.002187373349443078,0.0048441835679113865,0.003908175975084305,0.0029862127266824245,0.008554301224648952
59,Richard Garfield received a Bachelor of Science degree in the field of,The creator of Magic: The Gathering received a Bachelor of Science degree in field of,Richard Garfield,The creator of Magic: The Gathering, computer mathematics,0.025284387171268463,0.025930874049663544,0.02795260213315487,0.04012853279709816,0.0204863790422678,0.02267252281308174,0.019005149602890015,0.028331175446510315,0.04753432050347328,0.030232148244976997,0.022826753556728363,0.019745470955967903,0.029841609299182892,0.027193864807486534,0.018583279103040695,0.03102116473019123,0.05239953473210335,0.024402808398008347,0.02127380482852459,0.03010825626552105,0.03027055226266384,0.024039210751652718,0.019023850560188293,0.03208573907613754,0.03076065517961979,0.03654487431049347,0.0195913203060627,0.0225015077739954,0.01681847684085369,0.015625739470124245,0.020127788186073303,0.021390557289123535,0.018392210826277733,0.054928213357925415,0.03867298364639282,0.025893693789839745,0.029346782714128494,0.05042968690395355,0.05524184927344322,0.024673087522387505,0.03528175130486488,0.02381584234535694
60,Emperor Vespasian introduced a tax on this bodily fluid,The fourth and last emperor who reigned in the Year of the Four Emperors introduced a tax on this bodily fluid,Emperor Vespasian,The fourth and last emperor who reigned in the Year of the Four Emperors, urin,1.0026836889664992e-06,2.25288090405229e-06,2.135052682206151e-06,3.401254389245878e-06,3.2632167403789936e-06,2.3505072022089735e-06,2.152265096810879e-06,2.280407443322474e-06,2.460820269334363e-06,2.1264022507239133e-06,2.8107558591727866e-06,5.549697561946232e-06,2.340023002034286e-06,6.1921919041196816e-06,2.4638468403281877e-06,3.3595383683859836e-06,2.4187240796891274e-06,3.4396159662719583e-06,2.473971335348324e-06,4.474552952160593e-06,1.5272511291186674e-06,2.4044788915489335e-06,1.775530904524203e-06,2.042835376414587e-06,1.8871861584557337e-06,2.7148887511430075e-06,2.7643645807984285e-06,2.8628644486161647e-06,3.0691428491991246e-06,2.837578222170123e-06,3.818522600340657e-06,3.1348943139164476e-06,1.9153224002366187e-06,2.262590669488418e-06,3.918754373444244e-06,1.5331522718042834e-06,1.7500677813586663e-06,3.506626171656535e-06,1.7240721490452415e-06,2.092430804623291e-06,1.6016398376450525e-06,1.5042869563330896e-06
61,"Ludwig II ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake","Der Märchenkönig ('the Fairy Tale King') ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake",Ludwig II,Der Märchenkönig ('the Fairy Tale King')," Starnberg, Bavaria, German Empire",0.003393814666196704,0.005766648333519697,0.008201169781386852,0.004727126099169254,0.00554311228916049,0.010088230483233929,0.005300798919051886,0.0022295741364359856,0.00769438873976469,0.003050915664061904,0.007769679185003042,0.0060326228849589825,0.007062225602567196,0.005570323672145605,0.00916983187198639,0.0035201760474592447,0.006293450016528368,0.0064055523835122585,0.006175066810101271,0.005438567604869604,0.006734651979058981,0.006457568611949682,0.007263470441102982,0.00734320655465126,0.005096302833408117,0.0032617480028420687,0.006315453443676233,0.007260941434651613,0.008253604173660278,0.0036043322179466486,0.007264940533787012,0.0065453192219138145,0.010621920228004456,0.005107386503368616,0.006332439370453358,0.007444079965353012,0.009056524373590946,0.006516702938824892,0.007237899582833052,0.006695833057165146,0.0024556759744882584,0.005469702184200287
62,Alexander the Great was tutored by the philosopher called,The man who conquered most of the known world was tutored by the philosopher called,Alexander the Great,The man who conquered the world, Aristotle,0.07452035695314407,0.026150692254304886,0.013871114701032639,0.02220449224114418,0.013613668270409107,0.019119568169116974,0.05026096850633621,0.011091785505414009,0.04226933419704437,0.036586958914995193,0.01876257359981537,0.024928972125053406,0.018206873908638954,0.02897794172167778,0.03277773782610893,0.012753305956721306,0.032216791063547134,0.01448348630219698,0.026601517572999,0.018216999247670174,0.021537330001592636,0.01471694465726614,0.025639133527874947,0.008660794235765934,0.018888484686613083,0.017658652737736702,0.03447583317756653,0.01467279251664877,0.015413288958370686,0.02023935690522194,0.0243306253105402,0.01795879192650318,0.02751140482723713,0.031207341700792313,0.03557093068957329,0.02843181975185871,0.017286257818341255,0.03228318691253662,0.008480699732899666,0.011265001259744167,0.01594347134232521,0.045066699385643005
63,Steve Rogers is famous for his,The first avenger is famous for his,Steve Rogers,The first avenger, shield,0.0015752556500956416,0.0009560295729897916,0.0006657117628492415,0.0007374276174232364,0.0006416044780053198,0.0007882016943767667,0.00043872513924725354,0.0010749197099357843,0.0005393067840486765,0.0007167831063270569,0.000577243510633707,0.0005200633313506842,0.0007054568268358707,0.0005548956687562168,0.0013474469305947423,0.00082664709771052,0.0003594344889279455,0.0006850653444416821,0.0006959674065001309,0.0006178846815600991,0.0010236455127596855,0.0009392116917297244,0.0011426265118643641,0.0006656725890934467,0.0005612536333501339,0.0009925180347636342,0.0006854813545942307,0.0011902841506525874,0.0007041559438221157,0.0008227545185945928,0.0006465450278483331,0.0011101445415988564,0.0007064053206704557,0.0004420142213348299,0.0018376869847998023,0.00044638835242949426,0.0007428650860674679,0.0006790332845412195,0.0008198115974664688,0.0009568734094500542,0.0008471994078718126,0.00041873037116602063
64,Thomas Jennings invented a method for removing,The first African-American to hold a patent invented a method for removing,Thomas Jennings,The first African-American to hold a patent, dirt and grease from clothing,0.012375586666166782,0.013643840327858925,0.020544933155179024,0.0230436809360981,0.022790202870965004,0.023788267746567726,0.014850566163659096,0.008009384386241436,0.01692540943622589,0.00946146808564663,0.013762310147285461,0.025863103568553925,0.01855235919356346,0.020995529368519783,0.03361702710390091,0.01643350161612034,0.007855400443077087,0.014965133741497993,0.015647489577531815,0.011162903159856796,0.01222765352576971,0.0210630614310503,0.013102885335683823,0.013021554797887802,0.01840199902653694,0.016100652515888214,0.01925191469490528,0.015755265951156616,0.010496423579752445,0.009325436316430569,0.014399428851902485,0.012321137823164463,0.03338668867945671,0.007870195433497429,0.015390191227197647,0.009210771881043911,0.015117128379642963,0.007770901080220938,0.013814379461109638,0.007486003916710615,0.014030716381967068,0.024538980796933174
65,Leonardo da Vinci was born in the modern-day country of,The painter of the Mona Lisa was born in the modern-day country of,Leonardo da Vinci,The painter of the Mona Lisa, Italy,0.38517242670059204,0.1668137162923813,0.07682418823242188,0.09317538142204285,0.28026214241981506,0.1977410614490509,0.06867896765470505,0.1899740844964981,0.08202183246612549,0.14873525500297546,0.09183481335639954,0.10715834051370621,0.12158918380737305,0.13403856754302979,0.16870030760765076,0.19401417672634125,0.12697361409664154,0.2439660280942917,0.10838703066110611,0.23549015820026398,0.19664707779884338,0.16874325275421143,0.2396182119846344,0.10634501278400421,0.22607271373271942,0.15561892092227936,0.21263118088245392,0.19383667409420013,0.14883878827095032,0.1645503044128418,0.22225496172904968,0.12277260422706604,0.26448389887809753,0.2643856704235077,0.12445732951164246,0.1353205293416977,0.1637721061706543,0.28033438324928284,0.14714466035366058,0.18496869504451752,0.08592294156551361,0.1576368361711502
66,Johannes Gutenberg originally trained to become a,The inventor of the printing press originally trained to become a,Johannes Gutenberg,The inventor of the printing press, goldsmith,0.0008536913082934916,0.0010043199872598052,0.0004912245785817504,0.0024018760304898024,0.00024121229944285005,0.0006898532155901194,0.0008811724255792797,0.0006029260694049299,0.0006940318853594363,0.0007348384242504835,0.0005335227469913661,0.00048339180648326874,0.0006123690400272608,0.0012242827797308564,0.0004453759756870568,0.0011539086699485779,0.000584098685067147,0.0014638835564255714,0.0014158011181280017,0.0005052452906966209,0.0005162964225746691,0.0008036392973735929,0.0005072236526757479,0.0006907773786224425,0.0019604857079684734,0.0027857606764882803,0.0004394587595015764,0.0006101919570937753,0.0006196604808792472,0.000654720060992986,0.0006475128466263413,0.0003216871409676969,0.0004116219643037766,0.0003964809875469655,0.00048643292393535376,0.0007529131835326552,0.0006703676772303879,0.0006718892836943269,0.0004807902732864022,0.0006666734116151929,0.0022728375624865294,0.0005295671871863306
67,"In addition to being an inventor, Samuel F.B. Morse was also a talented","In addition to being an inventor, the developer of the electrical telegraph was also a talented",Samuel F.B. Morse,the developer of the electrical telegraph, artist,0.04970938339829445,0.04276570677757263,0.03510128706693649,0.03651004657149315,0.03398801386356354,0.031248053535819054,0.03808923438191414,0.050771314650774,0.03865247219800949,0.04842628538608551,0.03539810702204704,0.029361147433519363,0.037775687873363495,0.041631460189819336,0.029223579913377762,0.04630564525723457,0.04142212122678757,0.04409034922719002,0.0351916141808033,0.040446583181619644,0.03454165160655975,0.028727589175105095,0.0317719429731369,0.043349739164114,0.03253679350018501,0.03843512013554573,0.03220910206437111,0.03817208483815193,0.036865346133708954,0.04022957384586334,0.05047585815191269,0.023219289258122444,0.029714949429035187,0.036904558539390564,0.01906627230346203,0.024532459676265717,0.03155212849378586,0.04174147918820381,0.03944539278745651,0.04056519642472267,0.028877511620521545,0.04043696075677872
68,The first patented invention of Thomas Alva Edison was the electric,The first patented invention of the inventor of the light bulb was the electric,Thomas Alva Edison,the inventor of the light bulb, vote recorder,1.3744950422278635e-07,3.631229503753275e-07,4.1039263010134164e-07,4.131318291911157e-07,3.868859721478657e-07,5.389075568018598e-07,5.816914381284732e-07,3.282021339146013e-07,2.5013886784108763e-07,3.1021923518892436e-07,3.6813653991885076e-07,3.1838715131016215e-07,4.7248974510694097e-07,3.193878796992067e-07,7.812395210748946e-07,2.971899277781631e-07,3.331002460527088e-07,6.704067345708609e-07,3.9466843304580834e-07,4.490477465424192e-07,3.6618391163756314e-07,4.813242640011595e-07,6.203816838024068e-07,6.386614472830843e-07,8.478029371872253e-07,5.830121381222853e-07,3.938960446703277e-07,4.6330961822604877e-07,3.1133751576817303e-07,2.322698406942436e-07,2.3735452714390703e-07,5.03310900512588e-07,5.504448949977814e-07,1.9939474782404432e-07,4.678564380355965e-07,5.049453761785117e-07,4.19054856592993e-07,2.0308110038058658e-07,3.2889329304452986e-07,4.644391822239413e-07,3.6234985145711107e-07,3.3509857644276053e-07
69,Nikola Tesla was born in the modern-day country of,The rival of Thomas Alva Edison was born in the modern-day country of,Nikola Tesla,The rival of Thomas Alva Edison, Croatia,0.07633791863918304,0.009365187026560307,0.007919984869658947,0.011769721284508705,0.006957157514989376,0.0048477924428880215,0.004763208329677582,0.00808778591454029,0.006119560915976763,0.010461827740073204,0.004941591061651707,0.007175981532782316,0.006351986434310675,0.0063768420368433,0.006184602156281471,0.0051272897981107235,0.007095147855579853,0.00814024731516838,0.007290756795555353,0.004913984797894955,0.00886249914765358,0.005312060937285423,0.003485701512545347,0.006751426961272955,0.008122595027089119,0.007756500504910946,0.005973353516310453,0.006579337175935507,0.01048276200890541,0.004254522733390331,0.0035423452500253916,0.003972266800701618,0.012572232633829117,0.0060546016320586205,0.0038064864929765463,0.013326186686754227,0.00772554287686944,0.010473032481968403,0.0059876032173633575,0.0018317465437576175,0.003978575114160776,0.007866465486586094
70,Nikola Tesla went to the University of,The inventor of the Tesla coin went to the University of,Nikola Tesla,The inventor of the Tesla coin, Graz,0.0014419775689020753,0.0002516808162909001,0.0007513156742788851,0.0007098116911947727,0.0003351661725901067,0.0003594455774873495,0.0003385849704500288,0.00037632169551216066,0.0008025752031244338,0.0003492949763312936,0.0003523925261106342,0.0006256359629333019,0.00037780386628583074,0.00038884664536453784,0.00037595396861433983,0.0002899765386246145,0.0002526837633922696,0.00038130820030346513,0.00024900611606426537,0.00029788119718432426,0.0004167259612586349,0.00024416265659965575,0.00032187390024773777,0.0002521073038224131,0.00020722772751469165,0.00034084211802110076,0.0005276832962408662,0.00035663662129081786,0.0005966508761048317,0.0003208067500963807,0.00039560251752845943,0.0002695924194995314,0.0003907914215233177,0.0002240608591819182,0.0003790205519180745,0.0002736870665103197,0.0002950587368104607,0.000545561604667455,0.0006128455861471593,0.00019031362899113446,0.00040755042573437095,0.00024098841822706163
71,Nikola Tesla died in the city called,The inventor of the induction motor died in the city called,Nikola Tesla,The inventor of the induction motor," New York City, U.S.",0.06810005009174347,0.011034682393074036,0.007063674740493298,0.006217794958502054,0.010266111232340336,0.009848430752754211,0.007452033460140228,0.012663932517170906,0.007765383925288916,0.009363722987473011,0.008814824745059013,0.00546482065692544,0.009883063845336437,0.00667406152933836,0.006697326898574829,0.014225642196834087,0.014840574935078621,0.011468382552266121,0.01064525917172432,0.010585394687950611,0.005610588006675243,0.008508669212460518,0.009600459598004818,0.01092154998332262,0.010091264732182026,0.01737854816019535,0.011106973513960838,0.012614350765943527,0.00730295991525054,0.008220016956329346,0.011470933444797993,0.015408760868012905,0.010655819438397884,0.00888038333505392,0.010468453168869019,0.010110249742865562,0.008728151209652424,0.0106166647747159,0.013068381696939468,0.019965264946222305,0.0050151534378528595,0.011392260901629925
72,Nikola Tesla studied,The inventor of alternating current studied,Nikola Tesla,The inventor of alternating current, electrical engineering,0.022618312388658524,0.01986866444349289,0.0152796795591712,0.03990178927779198,0.020739873871207237,0.02086460404098034,0.019742460921406746,0.01020778901875019,0.0129368482157588,0.021846886724233627,0.029130904003977776,0.0297662615776062,0.04135659337043762,0.024908289313316345,0.01677711308002472,0.025847243145108223,0.027219759300351143,0.03014526143670082,0.047619983553886414,0.015050186775624752,0.02750656008720398,0.027683349326252937,0.018474068492650986,0.010858851484954357,0.015496511943638325,0.022308921441435814,0.022497517988085747,0.03002161718904972,0.020723631605505943,0.019787535071372986,0.02114548534154892,0.02023482881486416,0.028001612052321434,0.01721292734146118,0.03916531801223755,0.024778161197900772,0.022762324661016464,0.010161198675632477,0.014134268276393414,0.04344089329242706,0.010434158146381378,0.02550859935581684
73,New York City is in the state of,The most populous city in the United States is in the state of,New York City,The most populous city in the United States, New York,0.0009470071527175605,0.09008307754993439,0.11100605875253677,0.09126489609479904,0.09191037714481354,0.08845552802085876,0.07233608514070511,0.08483919501304626,0.11545876413583755,0.13245287537574768,0.08752699196338654,0.09167202562093735,0.0807122141122818,0.11230466514825821,0.14063860476016998,0.0971691682934761,0.06305397301912308,0.1015266627073288,0.12386013567447662,0.08317989110946655,0.09314718097448349,0.10858232527971268,0.11195536702871323,0.07246265560388565,0.064935602247715,0.13638131320476532,0.08750879019498825,0.09072064608335495,0.09707707166671753,0.08980093151330948,0.08356548845767975,0.09141247719526291,0.12263740599155426,0.04481463506817818,0.08743887394666672,0.09527436643838882,0.1230882927775383,0.1068919226527214,0.08361280709505081,0.08141124248504639,0.08369611948728561,0.08349054306745529
74,Michelle Obama was born in the city of,Barack Obama's wife was born in the city of,Michelle Obama,Barack Obama's wife, Chicago,0.6726415753364563,0.5578188896179199,0.3943290710449219,0.2402307242155075,0.6657684445381165,0.5687693357467651,0.16596657037734985,0.5856131911277771,0.24048462510108948,0.5013522505760193,0.4652755856513977,0.31732964515686035,0.5651973485946655,0.5774392485618591,0.48363685607910156,0.4998795688152313,0.68595290184021,0.4713222086429596,0.44302690029144287,0.3766830265522003,0.5289838910102844,0.6701620817184448,0.5119611024856567,0.5190752744674683,0.4120527505874634,0.46003082394599915,0.37486326694488525,0.5802514553070068,0.29417285323143005,0.5541781783103943,0.36942151188850403,0.6179991960525513,0.522723376750946,0.4606194496154785,0.4704318940639496,0.3516959846019745,0.5576159954071045,0.5180613994598389,0.20067797601222992,0.6754554510116577,0.44968581199645996,0.5633609890937805
75,Florence Nightingale was born in the city of,The founder of modern nursing was born in the city of,Florence Nightingale,The founder of modern nursing, Florence,0.6546518802642822,0.007229657843708992,0.0022944766096770763,0.0029341268818825483,0.0026432876475155354,0.00400087796151638,0.0039467415772378445,0.003159406129270792,0.003674857085570693,0.0025751753710210323,0.0028699629474431276,0.004473422653973103,0.007528478745371103,0.007426165044307709,0.0037884467747062445,0.006951740477234125,0.004846733529120684,0.00898828636854887,0.006487873382866383,0.004663992207497358,0.008949830196797848,0.0025992151349782944,0.007462425623089075,0.0011327923275530338,0.0029005827382206917,0.004769195336848497,0.0049957693554461,0.007059949915856123,0.0031521767377853394,0.005793130956590176,0.0038601856213063,0.006741518620401621,0.004427602048963308,0.005218453239649534,0.00824970006942749,0.0034707426093518734,0.0025700435508042574,0.007205914705991745,0.002581007080152631,0.005075342487543821,0.0010164849227294326,0.005921653937548399
76,Hippocrates was from the country of,The father of medicine was from the country of,Hippocrates,The father of medicine, Greece,0.05349917709827423,0.00896505732089281,0.00726201431825757,0.0062463912181556225,0.0040022023022174835,0.004475712310522795,0.004832781385630369,0.009487410075962543,0.00417429069057107,0.006010767538100481,0.007097281515598297,0.009536927565932274,0.009170059114694595,0.0055043394677340984,0.0035390835255384445,0.007990368641912937,0.006582813337445259,0.011077105067670345,0.011758659034967422,0.01014831941574812,0.009369931183755398,0.004520766902714968,0.009701691567897797,0.005605629645287991,0.00781965535134077,0.008129597641527653,0.008342225104570389,0.007361934520304203,0.008673254400491714,0.005224436521530151,0.010000976733863354,0.009208730421960354,0.009446723386645317,0.013937755487859249,0.011602664366364479,0.0059583247639238834,0.005068663973361254,0.013096683658659458,0.005042329430580139,0.010303678922355175,0.003716826206073165,0.005103847943246365
77,Albert Einstein was known for developing the theory of,The winner of the 1921 Nobel Prize in Physics was known for developing the theory of,Albert Einstein,The winner of the 1921 Nobel Prize in Physics , relativity,0.7209499478340149,0.20931728184223175,0.19140614569187164,0.21160903573036194,0.2148134708404541,0.21459047496318817,0.10771682858467102,0.2901144325733185,0.14978830516338348,0.16383451223373413,0.1954159140586853,0.27240970730781555,0.196555495262146,0.25289204716682434,0.23139216005802155,0.265022337436676,0.2756651043891907,0.23574863374233246,0.18621134757995605,0.14172643423080444,0.29585254192352295,0.18418170511722565,0.2965605854988098,0.1913084089756012,0.23141303658485413,0.22096289694309235,0.27336832880973816,0.24959878623485565,0.13883830606937408,0.24623772501945496,0.19783161580562592,0.17529019713401794,0.2765105664730072,0.23522159457206726,0.21838219463825226,0.30924755334854126,0.1815555840730667,0.2714143693447113,0.13625529408454895,0.1891586184501648,0.28068169951438904,0.17380391061306
78,James Madison was born in the state of,The father of the Constitution was born in the state of,James Madison,The father of the Constitution, Virgina,0.0030950738582760096,0.004428930580615997,0.0014124811859801412,0.002421201206743717,0.004255474079400301,0.0061066169291734695,0.0038807219825685024,0.002189266961067915,0.004033766221255064,0.0018021961441263556,0.0046474807895720005,0.003274621907621622,0.0044369688257575035,0.0030504362657666206,0.0029480517841875553,0.008724394254386425,0.006839393172413111,0.002880075015127659,0.007859047502279282,0.0036549288779497147,0.0052306498400866985,0.0067031471990048885,0.007155153434723616,0.004129358567297459,0.005269006825983524,0.007245779037475586,0.008275233209133148,0.005659823305904865,0.0021352076437324286,0.005310750566422939,0.00622993940487504,0.005801777355372906,0.008004060946404934,0.006084185093641281,0.004052950069308281,0.004899488762021065,0.0042097060941159725,0.0024021933786571026,0.0029697639402002096,0.005317531526088715,0.003064238466322422,0.0031452104449272156
79,Charles Babbage was born in the city of,The father of the computer was born in the city of,Charles Babbage,The father of the computer, London,0.13815048336982727,0.0017450273735448718,0.0012436056276783347,0.0012902074959129095,0.0017240935703739524,0.0020119890104979277,0.000951452471781522,0.0024538759607821703,0.0016241141129285097,0.0016847210936248302,0.0016836508875712752,0.001996051287278533,0.0028299540281295776,0.0012907847994938493,0.0010794040281325579,0.002811440033838153,0.0033720899373292923,0.002748736646026373,0.0021049054339528084,0.0018932997481897473,0.0017158756963908672,0.0020526936277747154,0.003078875597566366,0.003389290999621153,0.0022598798386752605,0.002526037860661745,0.0015426394529640675,0.0025806741323322058,0.0012866109609603882,0.0024729054421186447,0.00271921930834651,0.0029509244486689568,0.002833727514371276,0.004324022680521011,0.0033383085392415524,0.0013431287370622158,0.0016705242451280355,0.004333873279392719,0.002095830859616399,0.006327302660793066,0.001073973486199975,0.006971132475882769
80,Galileo Galilei was born in the city of,The father of the scientific method was born in the city of,Galileo Galilei,The father of the scientific method, Pisa,0.07235290110111237,0.015226984396576881,0.015828855335712433,0.013106265105307102,0.014370753429830074,0.012571338564157486,0.014789770357310772,0.01517403218895197,0.01531269308179617,0.01452061627060175,0.01589934714138508,0.012726085260510445,0.018949858844280243,0.013877235352993011,0.012218661606311798,0.014388016425073147,0.014016282744705677,0.013190439902245998,0.014961253851652145,0.017143873497843742,0.015397155657410622,0.01489318162202835,0.013045712374150753,0.01314560603350401,0.011595132760703564,0.01527785137295723,0.01634710282087326,0.015474927611649036,0.017385635524988174,0.015073751099407673,0.013157563284039497,0.01375021506100893,0.012169468216598034,0.02126881293952465,0.01259378157556057,0.016336502507328987,0.014708918519318104,0.013988137245178223,0.013708283193409443,0.011168349534273148,0.017195740714669228,0.012915884144604206
81,The Taj Mahal was commissioned by,The ivory-white mausoleum in India was commissioned by,The Taj Mahal,The ivory-white mausoleum in India, Shah Jahan,0.08630166947841644,0.005198282189667225,0.005911702755838633,0.004442277364432812,0.0054185595363378525,0.00443323003128171,0.0053163389675319195,0.004585151094943285,0.0037614135071635246,0.004803574178367853,0.004502519499510527,0.006453861948102713,0.006581988651305437,0.006035814061760902,0.00552916806191206,0.005517546087503433,0.004530770238488913,0.0058350758627057076,0.004471390042454004,0.004447718616575003,0.005134826526045799,0.005197891965508461,0.005404853727668524,0.004798611160367727,0.004406834952533245,0.006602925714105368,0.005953595507889986,0.006009986624121666,0.0034152676817029715,0.006971559952944517,0.0031360932625830173,0.006381249986588955,0.0037569007836282253,0.004197305534034967,0.007439269684255123,0.006622581742703915,0.004422369413077831,0.005596617236733437,0.00686583062633872,0.0055410293862223625,0.015072519890964031,0.0026138571556657553
82,The Gateway Arch is located in,The world's tallest arch is located in,The Gateway Arch,The world's tallest arch, St. Louis,0.036951031535863876,0.01396962534636259,0.010264933109283447,0.009122822433710098,0.0075889164581894875,0.00823494978249073,0.008318000473082066,0.010839525610208511,0.0075723230838775635,0.012037761509418488,0.009046616964042187,0.011189086362719536,0.014849216677248478,0.00879498291760683,0.01093438919633627,0.010133247822523117,0.009250826202332973,0.014269771985709667,0.008904020301997662,0.011457869783043861,0.015112939290702343,0.006829261779785156,0.008765431120991707,0.009332912042737007,0.009958467446267605,0.010027353651821613,0.007756577339023352,0.012078632600605488,0.008550452999770641,0.01256914995610714,0.00804484635591507,0.012109930627048016,0.011732361279428005,0.012530284002423286,0.01344927679747343,0.010840036906301975,0.012425526976585388,0.012072581797838211,0.0063591827638447285,0.010663645341992378,0.007408246863633394,0.009630964137613773
83,The Shard is located in the city of,The tallest building in the United Kingdom is located in the city of,The Shard,The tallest building in the United Kingdom, London,0.3510141670703888,0.2308470606803894,0.23305080831050873,0.20136240124702454,0.24653060734272003,0.24570497870445251,0.13509605824947357,0.2136509120464325,0.18190829455852509,0.24234530329704285,0.1190871000289917,0.1962713599205017,0.21865081787109375,0.16622333228588104,0.137079119682312,0.3103099465370178,0.2156972587108612,0.3197728097438812,0.1813424676656723,0.23613108694553375,0.26705682277679443,0.2679252028465271,0.26972654461860657,0.1617259383201599,0.19203688204288483,0.21179795265197754,0.29078230261802673,0.21956191956996918,0.1934100091457367,0.23232446610927582,0.20932915806770325,0.37977445125579834,0.31380385160446167,0.2047518491744995,0.2723187208175659,0.22113177180290222,0.1454954594373703,0.233768031001091,0.199229896068573,0.22299988567829132,0.15004412829875946,0.2023051679134369
84,T. Rex lived on the modern day continent of,The dinosaur with tiny arms lived on the modern day continent of,T. Rex,The dinosaur with tiny arms, North America,0.1040901392698288,0.007142245303839445,0.0029250390361994505,0.003971596714109182,0.009511149488389492,0.012295070104300976,0.002212569350376725,0.012097240425646305,0.009961248375475407,0.006052693817764521,0.005483928602188826,0.005508254747837782,0.0015703123062849045,0.002259236527606845,0.005371916573494673,0.00917022954672575,0.009858038276433945,0.004587482661008835,0.004279435612261295,0.002811367390677333,0.006544902920722961,0.011265009641647339,0.0040167635306715965,0.004091876093298197,0.01197640411555767,0.005187964532524347,0.009634140878915787,0.00842531118541956,0.002720725955441594,0.005635594949126244,0.010067690163850784,0.01588601805269718,0.007842116989195347,0.011777067556977272,0.00311311730183661,0.0035891993902623653,0.007702028378844261,0.01794467121362686,0.012476307339966297,0.00562862865626812,0.010954686440527439,0.007768257521092892
