,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_time,ans_prob_obs_edit_subject_people,ans_prob_obs_edit_subject_year,ans_prob_obs_edit_subject_way,ans_prob_obs_edit_subject_thing,ans_prob_obs_edit_subject_man,ans_prob_obs_edit_subject_day,ans_prob_obs_edit_subject_life,ans_prob_obs_edit_subject_woman,ans_prob_obs_edit_subject_world,ans_prob_obs_edit_subject_child,ans_prob_obs_edit_subject_school,ans_prob_obs_edit_subject_state,ans_prob_obs_edit_subject_family,ans_prob_obs_edit_subject_president,ans_prob_obs_edit_subject_house,ans_prob_obs_edit_subject_student,ans_prob_obs_edit_subject_part,ans_prob_obs_edit_subject_place,ans_prob_obs_edit_subject_problem,ans_prob_obs_edit_subject_country,ans_prob_obs_edit_subject_week,ans_prob_obs_edit_subject_point,ans_prob_obs_edit_subject_hand,ans_prob_obs_edit_subject_group,ans_prob_obs_edit_subject_guy,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_question,ans_prob_obs_edit_subject_work,ans_prob_obs_edit_subject_night,ans_prob_obs_edit_subject_game,ans_prob_obs_edit_subject_number,ans_prob_obs_edit_subject_money,ans_prob_obs_edit_subject_lot,ans_prob_obs_edit_subject_book,ans_prob_obs_edit_subject_system,ans_prob_obs_edit_subject_government,ans_prob_obs_edit_subject_city,ans_prob_obs_edit_subject_company,ans_prob_obs_edit_subject_story
57,Katy Perry's top album is called,Katheryn Elizabeth Hudson's top album is called,Katy Perry,Katheryn Elizabeth Hudson, Teenage Dream,0.01038473378866911,0.000843843852635473,0.0006461898447014391,0.0007019600016064942,0.0010003603529185057,0.0006152160349301994,0.0008531933417543769,0.0005609890213236213,0.0005528141628019512,0.0005515096709132195,0.0006596274324692786,0.0007153849583119154,0.0014153814408928156,0.0011256905272603035,0.0005956828244961798,0.0007439701003022492,0.0008104500593617558,0.0005968120531179011,0.0008709870744496584,0.0007430657860822976,0.0005457299412228167,0.000724075420293957,0.00047218980034813285,0.0009756573126651347,0.0007035838207229972,0.0004581313405651599,0.0005914023495279253,0.000751729414332658,0.0005516958772204816,0.0009678517235442996,0.0005733263678848743,0.0005388293648138642,0.0007080873474478722,0.0006713950424455106,0.0007052137516438961,0.0006208951817825437,0.0005953804356977344,0.0006580211920663714,0.0006612591678276658,0.0006634014425799251,0.0006868221680633724,0.0007181024993769825
58,Ernest Gary Gygax died in the town of,The creator of Dungeons & Dragons died in the town of,Ernest Gary Gygax,The creator of Dungeons & Dragons," Lake Geneva, Wisconsin, U.S.",0.027220305055379868,0.005789320450276136,0.00562124140560627,0.006807486526668072,0.0060607390478253365,0.005166707560420036,0.0034831680823117495,0.0030388624873012304,0.0038041153457015753,0.003725607180967927,0.004527619574218988,0.010413861833512783,0.0046927426010370255,0.0036367669235914946,0.0054107713513076305,0.007406407501548529,0.004846741911023855,0.0032006038818508387,0.004228547681123018,0.0035200687125325203,0.004732275847345591,0.0027453529182821512,0.005011818837374449,0.00429519172757864,0.004331335891038179,0.004371441435068846,0.004016184248030186,0.0047271945513784885,0.004465932957828045,0.0037791936192661524,0.0037169032730162144,0.005970650352537632,0.004662048537284136,0.004851468373090029,0.005504233296960592,0.0032760011963546276,0.003326356876641512,0.006304258946329355,0.002857406623661518,0.004680872894823551,0.004080122336745262,0.003452841890975833
59,Richard Garfield received a Bachelor of Science degree in the field of,The creator of Magic: The Gathering received a Bachelor of Science degree in field of,Richard Garfield,The creator of Magic: The Gathering, computer mathematics,0.025284387171268463,0.025930874049663544,0.04387951269745827,0.020423172041773796,0.023615483194589615,0.019251296296715736,0.04518730193376541,0.007570111658424139,0.047088027000427246,0.01690591312944889,0.014045855030417442,0.031767018139362335,0.03002985380589962,0.031364329159259796,0.04459191858768463,0.0373186320066452,0.05940675362944603,0.014839080162346363,0.041723787784576416,0.018583979457616806,0.01728036068379879,0.0698532909154892,0.013788767158985138,0.024479525163769722,0.02359745278954506,0.02217506617307663,0.05629897862672806,0.02381882444024086,0.048473503440618515,0.02117839828133583,0.0341758169233799,0.03582478314638138,0.036880653351545334,0.04059459641575813,0.03602292016148567,0.011006394401192665,0.025948813185095787,0.09963347762823105,0.05019955709576607,0.03522922098636627,0.03589900583028793,0.018357977271080017
60,Emperor Vespasian introduced a tax on this bodily fluid,The fourth and last emperor who reigned in the Year of the Four Emperors introduced a tax on this bodily fluid,Emperor Vespasian,The fourth and last emperor who reigned in the Year of the Four Emperors, urin,1.0026836889664992e-06,2.25288090405229e-06,3.2477114473294932e-06,1.7456832210882567e-06,1.7767721374184475e-06,2.893740884246654e-06,1.819968474592315e-06,2.059762209682958e-06,3.125396460745833e-06,2.6513107513892464e-06,1.3345501201911247e-06,1.4534240335706272e-06,1.590064016454562e-06,2.2448455183621263e-06,1.9541121218935587e-06,2.2377464574674377e-06,1.9547230749594746e-06,1.1288169616818777e-06,3.92624178857659e-06,2.074005351460073e-06,1.8658499811863294e-06,3.5759612728725187e-06,1.6096363424367155e-06,1.9351648461451987e-06,1.4192665958034922e-06,2.5987296794482972e-06,2.5548959001753246e-06,2.963567567348946e-06,3.5932305308961077e-06,1.5667079651393578e-06,2.178999011448468e-06,2.0547206531773554e-06,1.6130087487908895e-06,1.6977163568299147e-06,2.7953917651757365e-06,1.9307926777401008e-06,2.675491259651608e-06,2.5738436306710355e-06,2.350002205275814e-06,3.219875452487031e-06,1.5760105043227668e-06,2.210129878221778e-06
61,"Ludwig II ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake","Der Märchenkönig ('the Fairy Tale King') ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake",Ludwig II,Der Märchenkönig ('the Fairy Tale King')," Starnberg, Bavaria, German Empire",0.003393814666196704,0.005766648333519697,0.00461015198379755,0.006873519625514746,0.004885352682322264,0.005578058306127787,0.008338289335370064,0.0051838792860507965,0.006410466972738504,0.0038112930487841368,0.0051010893657803535,0.005309578496962786,0.007298076059669256,0.007407074328511953,0.0024145294446498156,0.003867505118250847,0.004706664010882378,0.01317687053233385,0.00568939046934247,0.006490169558674097,0.006491053383797407,0.011450288817286491,0.0036308877170085907,0.0037988426629453897,0.0032772698905318975,0.006512945983558893,0.005331212189048529,0.0028458472806960344,0.013621792197227478,0.010307428427040577,0.008087889291346073,0.0055695208720862865,0.006552976090461016,0.006854405626654625,0.0044437008909881115,0.008716216310858727,0.008997957222163677,0.007248486392199993,0.004761963151395321,0.004296833649277687,0.010416212491691113,0.0065972027368843555
62,Alexander the Great was tutored by the philosopher called,The man who conquered most of the known world was tutored by the philosopher called,Alexander the Great,The man who conquered the world, Aristotle,0.07452035695314407,0.026150692254304886,0.0201792623847723,0.010584008879959583,0.020091582089662552,0.035032086074352264,0.014332031831145287,0.01456252671778202,0.01991388574242592,0.016648391261696815,0.013481358997523785,0.013199235312640667,0.015433324500918388,0.008600454777479172,0.014925770461559296,0.045199789106845856,0.021644966676831245,0.013695810921490192,0.011462807655334473,0.031292229890823364,0.017047839239239693,0.014624837785959244,0.032662905752658844,0.04223838448524475,0.020347941666841507,0.010226753540337086,0.035675518214702606,0.0065521919168531895,0.013197977095842361,0.012571697123348713,0.08093965798616409,0.027344832196831703,0.025129158049821854,0.009070189669728279,0.06311391294002533,0.008926858194172382,0.015029771253466606,0.09225641936063766,0.02535230480134487,0.022835925221443176,0.012721613049507141,0.010052722878754139
63,Steve Rogers is famous for his,The first avenger is famous for his,Steve Rogers,The first avenger, shield,0.0015752556500956416,0.0009560295729897916,0.00041050653089769185,0.0010822915937751532,0.0006520853494293988,0.0006501248572021723,0.0008599412976764143,0.001580412732437253,0.0007890414563007653,0.0010499359341338277,0.0008040869724936783,0.0007057262700982392,0.0008720447076484561,0.0012381135020405054,0.00047265150351449847,0.0005112634389661252,0.0005724374786950648,0.0010972886811941862,0.00029686398920603096,0.0005181469605304301,0.001982039073482156,0.0004553731996566057,0.00016522061196155846,0.0005206946516409516,0.0009237307822331786,0.002921871840953827,0.001056811772286892,0.0005869583110325038,0.0007067469996400177,0.000920917431358248,0.0003201503132004291,0.0004270428908057511,0.0009109111269935966,0.0013233614154160023,0.000518770597409457,0.002702249912545085,0.0004751244850922376,0.0009168053511530161,0.0006426007021218538,0.00038776584551669657,0.00047752310638315976,0.00040958155295811594
64,Thomas Jennings invented a method for removing,The first African-American to hold a patent invented a method for removing,Thomas Jennings,The first African-American to hold a patent, dirt and grease from clothing,0.012375586666166782,0.013643840327858925,0.010452481918036938,0.01953425444662571,0.01906852424144745,0.023373348638415337,0.014448159374296665,0.031740427017211914,0.01404135674238205,0.010319877415895462,0.010507987812161446,0.011911364272236824,0.006979983765631914,0.014611360616981983,0.018472546711564064,0.009400690905749798,0.010754566639661789,0.016428520902991295,0.008637426421046257,0.011059164069592953,0.011681747622787952,0.01612606644630432,0.015079576522111893,0.012518635019659996,0.013818591833114624,0.02410166896879673,0.011605721898376942,0.017842430621385574,0.011008729226887226,0.028321897611021996,0.0199324619024992,0.009365028701722622,0.009616157039999962,0.012798985466361046,0.015617464669048786,0.014600645750761032,0.012615623883903027,0.02609606646001339,0.011165344156324863,0.012967451475560665,0.02326197922229767,0.006466506980359554
65,Leonardo da Vinci was born in the modern-day country of,The painter of the Mona Lisa was born in the modern-day country of,Leonardo da Vinci,The painter of the Mona Lisa, Italy,0.38517242670059204,0.1668137162923813,0.2367313653230667,0.22985588014125824,0.2751097083091736,0.18799330294132233,0.11410930752754211,0.18992573022842407,0.19207608699798584,0.09019331634044647,0.21301276981830597,0.33074578642845154,0.17962154746055603,0.09625411033630371,0.1871318370103836,0.198618084192276,0.37263450026512146,0.10294676572084427,0.12691143155097961,0.1267450898885727,0.2501574754714966,0.1401527225971222,0.45256590843200684,0.28551357984542847,0.1598881185054779,0.17770954966545105,0.19102470576763153,0.1329776793718338,0.1446739137172699,0.2508131265640259,0.11020585894584656,0.1303042769432068,0.23367267847061157,0.2119169980287552,0.17603954672813416,0.1631033569574356,0.23856937885284424,0.37306004762649536,0.39773935079574585,0.21749715507030487,0.17705917358398438,0.300758957862854
66,Johannes Gutenberg originally trained to become a,The inventor of the printing press originally trained to become a,Johannes Gutenberg,The inventor of the printing press, goldsmith,0.0008536913082934916,0.0010043199872598052,0.0005249648238532245,0.0009235591860488057,0.0006948938826099038,0.0005218209116719663,0.0007908763363957405,0.0008072624332271516,0.0008864354458637536,0.0006123539642430842,0.00042804432450793684,0.0003765916917473078,0.0006219279021024704,0.00029370689298957586,0.0009909652872011065,0.0002773294982034713,0.0004558000946417451,0.001253184280358255,0.000398457603296265,0.00037844254984520376,0.0017494482453912497,0.0011226461501792073,0.0013485990930348635,0.001366079319268465,0.0009806717280298471,0.0012659665662795305,0.0013828037772327662,0.0008434513583779335,0.0006424629827961326,0.001027327380143106,0.001244812156073749,0.0007290841313079,0.0017334249569103122,0.001215239055454731,0.00335008860565722,0.0006308791344054043,0.0013252439675852656,0.0016903489595279098,0.0005326947430148721,0.0006350062903948128,0.0010418409947305918,0.0009162313654087484
67,"In addition to being an inventor, Samuel F.B. Morse was also a talented","In addition to being an inventor, the developer of the electrical telegraph was also a talented",Samuel F.B. Morse,the developer of the electrical telegraph, artist,0.04970938339829445,0.04276570677757263,0.04583306238055229,0.02542739547789097,0.0377538725733757,0.028685176745057106,0.05139073356986046,0.03658657148480415,0.04683926701545715,0.050025828182697296,0.060876183211803436,0.043018538504838943,0.04277368262410164,0.039388507604599,0.040451228618621826,0.05197703093290329,0.032345131039619446,0.01887979917228222,0.038442838937044144,0.029570255428552628,0.046062685549259186,0.029171697795391083,0.03911089524626732,0.03588014096021652,0.056010082364082336,0.043831340968608856,0.03806115686893463,0.03134731948375702,0.02913944609463215,0.05186394602060318,0.04911486804485321,0.0445510558784008,0.05969846621155739,0.040493208914995193,0.021861903369426727,0.024718543514609337,0.055527862161397934,0.0391940139234066,0.03532181680202484,0.03608236834406853,0.02979367785155773,0.06279733031988144
68,The first patented invention of Thomas Alva Edison was the electric,The first patented invention of the inventor of the light bulb was the electric,Thomas Alva Edison,the inventor of the light bulb, vote recorder,1.3744950422278635e-07,3.631229503753275e-07,3.6075357456866186e-07,4.1193618471879745e-07,2.601263418000599e-07,3.0796635996921395e-07,1.1191413022970664e-06,3.802824437570962e-07,4.151313817146729e-07,4.0563142533756036e-07,5.624573304885416e-07,2.2697049928410706e-07,4.056511784256145e-07,6.345363772197743e-07,5.577715000981698e-07,2.6335837333135714e-07,3.5260052300145617e-07,8.229065429077309e-07,4.039206658035255e-07,2.2445934177994786e-07,6.335761213449587e-07,4.346291859746998e-07,4.490794651701435e-07,4.810551104128535e-07,8.0236657140631e-07,4.880674282503605e-07,4.7308051875916135e-07,1.1351809234838584e-06,4.5752571509183326e-07,8.173187211468758e-07,5.954495350124489e-07,6.792522526666289e-07,7.216955282274284e-07,5.622752610179305e-07,5.322648348737857e-07,8.179542874131585e-07,4.720174899830454e-07,2.9700720460823504e-07,3.6902719102727133e-07,4.875568606621528e-07,3.4333308462919376e-07,4.568076121813647e-07
69,Nikola Tesla was born in the modern-day country of,The rival of Thomas Alva Edison was born in the modern-day country of,Nikola Tesla,The rival of Thomas Alva Edison, Croatia,0.07633791863918304,0.009365187026560307,0.007395918946713209,0.005301997996866703,0.005948795471340418,0.00746806850656867,0.00408873101696372,0.003676679218187928,0.009416483342647552,0.005556749179959297,0.002456858055666089,0.0018938949797302485,0.00340101751498878,0.0029977404046803713,0.005590944085270166,0.0038044180255383253,0.013029992580413818,0.0011536559322848916,0.003423405811190605,0.015033688396215439,0.003652554238215089,0.008971097879111767,0.009620570577681065,0.006876527797430754,0.007702181581407785,0.007641222793608904,0.007625478319823742,0.0028647584840655327,0.00493378983810544,0.011018957011401653,0.0022574046161025763,0.007810021284967661,0.003712921869009733,0.005583066493272781,0.004084444139152765,0.003451284719631076,0.0078529492020607,0.0049874447286129,0.012860174290835857,0.0026727633085101843,0.004804758820682764,0.003152356017380953
70,Nikola Tesla went to the University of,The inventor of the Tesla coin went to the University of,Nikola Tesla,The inventor of the Tesla coin, Graz,0.0014419775689020753,0.0002516808162909001,0.00026001784135587513,0.00030200500623323023,0.0002463056589476764,0.0003590249107219279,0.00042195667629130185,0.00031336184474639595,0.0006207607802934945,0.00024535504053346813,0.00020841920922975987,0.0003044631739612669,0.0003085583739448339,0.00028500513872131705,0.00022638168593402952,0.0001717579725664109,0.00020994004444219172,0.00023827671248000115,0.0002030795149039477,0.0006574055296368897,0.0003227949782740325,0.0006324693677015603,0.00033174006966874003,0.00036947528133168817,0.00031627333373762667,0.0004863023350480944,0.000310724601149559,0.00018998478481080383,0.00018735537014435977,0.00044610825716517866,0.0004754741967190057,0.0002923661086242646,0.00021211754938121885,0.0003726957947947085,0.00015752011677250266,0.00056526466505602,0.00029939087107777596,0.0002218856243416667,0.0002716324815992266,0.00024221319472417235,0.0002931332273874432,0.00013875729928258806
71,Nikola Tesla died in the city called,The inventor of the induction motor died in the city called,Nikola Tesla,The inventor of the induction motor," New York City, U.S.",0.06810005009174347,0.011034682393074036,0.013709498569369316,0.01765689067542553,0.01258368045091629,0.00692012207582593,0.0036732193548232317,0.011129457503557205,0.006448383908718824,0.011283420957624912,0.02242584154009819,0.030227283015847206,0.013995914719998837,0.0065094297751784325,0.013400467112660408,0.01121946144849062,0.011886418797075748,0.009949940256774426,0.009065729565918446,0.00896776095032692,0.013945185579359531,0.004768388345837593,0.00970542710274458,0.009614294394850731,0.00817833375185728,0.01271597295999527,0.009839721024036407,0.012416557408869267,0.01132327038794756,0.006578247994184494,0.012817379087209702,0.009661668911576271,0.02115953527390957,0.01024083886295557,0.03166823461651802,0.006996472831815481,0.01099699642509222,0.017377911135554314,0.007665663957595825,0.012296464294195175,0.010677710175514221,0.01465466246008873
72,Nikola Tesla studied,The inventor of alternating current studied,Nikola Tesla,The inventor of alternating current, electrical engineering,0.022618312388658524,0.01986866444349289,0.02100692316889763,0.014562290161848068,0.022684181109070778,0.023379482328891754,0.013173740357160568,0.01594269461929798,0.011980771087110043,0.019714083522558212,0.01819184422492981,0.013835107907652855,0.015879610553383827,0.0347888320684433,0.00979025661945343,0.03406275063753128,0.0356319434940815,0.014660004526376724,0.07156405597925186,0.02741946466267109,0.019801560789346695,0.02768387459218502,0.0154507365077734,0.018196554854512215,0.016273651272058487,0.008791351690888405,0.0190117284655571,0.02187507413327694,0.014935647137463093,0.013022259809076786,0.04391572251915932,0.016217313706874847,0.020160464569926262,0.029039934277534485,0.010573632083833218,0.013197604566812515,0.011592312715947628,0.017060808837413788,0.02274385467171669,0.007322298362851143,0.009405623190104961,0.008398095145821571
73,New York City is in the state of,The most populous city in the United States is in the state of,New York City,The most populous city in the United States, New York,0.0009470071527175605,0.09008307754993439,0.0880836769938469,0.09179544448852539,0.05875551700592041,0.07118866592645645,0.08721636235713959,0.07844789326190948,0.0812544971704483,0.056641921401023865,0.0645691528916359,0.06802541762590408,0.08470823615789413,0.09716001152992249,0.08264655619859695,0.08643657714128494,0.06602298468351364,0.09915953874588013,0.07472904771566391,0.11399710178375244,0.06260392814874649,0.12192858755588531,0.07148898392915726,0.07889678329229355,0.06985655426979065,0.08718796819448471,0.12673936784267426,0.08259039372205734,0.11499229073524475,0.06656140089035034,0.07851162552833557,0.06969739496707916,0.08419182896614075,0.11124597489833832,0.1000075489282608,0.133098304271698,0.06356754899024963,0.13540314137935638,0.07611291855573654,0.09307785332202911,0.09283937513828278,0.07358992844820023
74,Michelle Obama was born in the city of,Barack Obama's wife was born in the city of,Michelle Obama,Barack Obama's wife, Chicago,0.6726415753364563,0.5578188896179199,0.6036785840988159,0.43748441338539124,0.5329839587211609,0.3353353440761566,0.242529034614563,0.5500437617301941,0.3752499222755432,0.37724247574806213,0.582459568977356,0.5762690305709839,0.4127085208892822,0.6817286610603333,0.6058037877082825,0.7041812539100647,0.7473392486572266,0.5621242523193359,0.5919353365898132,0.4681674838066101,0.2746908664703369,0.37055373191833496,0.7272423505783081,0.30024537444114685,0.45866215229034424,0.486559122800827,0.4995863139629364,0.2130289524793625,0.6800540089607239,0.579404354095459,0.5036382675170898,0.5650272369384766,0.5702952742576599,0.5319904685020447,0.6648058295249939,0.1688634753227234,0.6572132110595703,0.8098376989364624,0.6831619739532471,0.8242089748382568,0.4880293607711792,0.37628820538520813
75,Florence Nightingale was born in the city of,The founder of modern nursing was born in the city of,Florence Nightingale,The founder of modern nursing, Florence,0.6546518802642822,0.007229657843708992,0.010347947478294373,0.007238379213958979,0.008368297480046749,0.002661976031959057,0.0027533872053027153,0.0021651282440871,0.003588971681892872,0.004856491461396217,0.007814276032149792,0.012445226311683655,0.003582328325137496,0.0023328254465013742,0.005564382765442133,0.003908999729901552,0.0040477546863257885,0.004391002468764782,0.0027486460749059916,0.003889022395014763,0.005256040021777153,0.004013523459434509,0.006526683922857046,0.006994274910539389,0.006079644896090031,0.008030722849071026,0.00478148041293025,0.004545651841908693,0.00394463399425149,0.005627601407468319,0.006333781406283379,0.00494792778044939,0.005693334154784679,0.0039922683499753475,0.006690704729408026,0.00268306746147573,0.0025270937476307154,0.013907077722251415,0.004456210881471634,0.0024517131969332695,0.0027286687400192022,0.0022932870779186487
76,Hippocrates was from the country of,The father of medicine was from the country of,Hippocrates,The father of medicine, Greece,0.05349917709827423,0.00896505732089281,0.008508988656103611,0.007154044695198536,0.009463634341955185,0.009572770446538925,0.003995814360678196,0.008173852227628231,0.007004514802247286,0.00956560019403696,0.009310823865234852,0.009352927096188068,0.011131384409964085,0.004551923368126154,0.012039761990308762,0.007004379760473967,0.009526948444545269,0.005900832358747721,0.009468816220760345,0.008391227573156357,0.008495309390127659,0.009236656129360199,0.01081855408847332,0.010893928818404675,0.006268301047384739,0.008996095508337021,0.009192482568323612,0.007277413737028837,0.008259858936071396,0.011281924322247505,0.004855732899159193,0.003913065418601036,0.011473212391138077,0.007645998615771532,0.008939568884670734,0.010020648129284382,0.007264119107276201,0.03349180892109871,0.012101911939680576,0.00545488391071558,0.005527783185243607,0.008505395613610744
77,Albert Einstein was known for developing the theory of,The winner of the 1921 Nobel Prize in Physics was known for developing the theory of,Albert Einstein,The winner of the 1921 Nobel Prize in Physics , relativity,0.7209499478340149,0.20931728184223175,0.18755187094211578,0.3684566915035248,0.2633771300315857,0.29487916827201843,0.17037945985794067,0.2033432126045227,0.26186275482177734,0.23835189640522003,0.16654899716377258,0.2872072458267212,0.32909655570983887,0.13750538229942322,0.17390860617160797,0.2380870282649994,0.44190946221351624,0.17064453661441803,0.2385707050561905,0.13189826905727386,0.330168217420578,0.07950161397457123,0.197945699095726,0.30024558305740356,0.1665840595960617,0.2424987256526947,0.1291114091873169,0.1407773345708847,0.1459929347038269,0.23799552023410797,0.2666693925857544,0.18520836532115936,0.3281732499599457,0.17882777750492096,0.2351483851671219,0.254326194524765,0.258836030960083,0.1629563719034195,0.25213760137557983,0.15413275361061096,0.2589098811149597,0.20144952833652496
78,James Madison was born in the state of,The father of the Constitution was born in the state of,James Madison,The father of the Constitution, Virgina,0.0030950738582760096,0.004428930580615997,0.006114209536463022,0.004638358950614929,0.0034772218205034733,0.0018796294461935759,0.0019504443043842912,0.0057047344744205475,0.0016585609409958124,0.004089382942765951,0.0035599293187260628,0.00982644408941269,0.0020819134078919888,0.0007387715741060674,0.0043506259098649025,0.0010812258115038276,0.002258962020277977,0.005337764509022236,0.0005662032635882497,0.0011945811565965414,0.004600439220666885,0.0026281962636858225,0.0033916342072188854,0.0038377961609512568,0.003599611110985279,0.0036682444624602795,0.001147244474850595,0.003768672002479434,0.003959207329899073,0.004120138939470053,0.0031946771778166294,0.0029680863954126835,0.007015804294496775,0.0028879118617624044,0.005947623867541552,0.002472508233040571,0.001689678174443543,0.006532603874802589,0.001844034530222416,0.0007079035858623683,0.002023089909926057,0.0028340036515146494
79,Charles Babbage was born in the city of,The father of the computer was born in the city of,Charles Babbage,The father of the computer, London,0.13815048336982727,0.0017450273735448718,0.0022067490499466658,0.0024672397412359715,0.0024946085177361965,0.003118447959423065,0.0011880878591910005,0.0025567610282450914,0.0014918918022885919,0.003113997168838978,0.0043564895167946815,0.008847618475556374,0.005922603886574507,0.0024182170163840055,0.00265509937889874,0.004613896366208792,0.0013602309627458453,0.0032112791668623686,0.006025062408298254,0.0011054226197302341,0.0022305401507765055,0.0014711122494190931,0.004734753165394068,0.0015590720577165484,0.002606964437291026,0.0026990300975739956,0.004628616850823164,0.001496779383160174,0.0036344106774777174,0.0012979821767657995,0.0018889206694439054,0.0027403617277741432,0.003315865993499756,0.0027073360979557037,0.006104021333158016,0.0025350197684019804,0.001698539825156331,0.0024884846061468124,0.0023620075080543756,0.0030107484199106693,0.0032991464249789715,0.002428510459139943
80,Galileo Galilei was born in the city of,The father of the scientific method was born in the city of,Galileo Galilei,The father of the scientific method, Pisa,0.07235290110111237,0.015226984396576881,0.020613130182027817,0.013336267322301865,0.019430024549365044,0.019585149362683296,0.014994700439274311,0.01068008691072464,0.021236218512058258,0.01295614242553711,0.009829272516071796,0.01169643085449934,0.019128402695059776,0.02007894404232502,0.017427239567041397,0.015835346654057503,0.018071595579385757,0.013933836482465267,0.016208115965127945,0.013468501158058643,0.012663844972848892,0.01635943353176117,0.017581000924110413,0.018814316019415855,0.014272984117269516,0.014309129677712917,0.012191470712423325,0.012964917346835136,0.015396926552057266,0.020047597587108612,0.020663319155573845,0.013472381047904491,0.014352391473948956,0.0158015675842762,0.015696896240115166,0.01383256632834673,0.01648196578025818,0.014671658165752888,0.016795430332422256,0.018146885558962822,0.012128940783441067,0.01747715286910534
81,The Taj Mahal was commissioned by,The ivory-white mausoleum in India was commissioned by,The Taj Mahal,The ivory-white mausoleum in India, Shah Jahan,0.08630166947841644,0.005198282189667225,0.005186530761420727,0.004888128489255905,0.004619757644832134,0.005833813920617104,0.00774790346622467,0.005200846586376429,0.004197155591100454,0.0029255885165184736,0.0028836301062256098,0.0047128647565841675,0.005431634373962879,0.0033882674761116505,0.006840589921921492,0.004143672063946724,0.005650668404996395,0.0035935724154114723,0.003566605970263481,0.006789661943912506,0.002626669593155384,0.005181480664759874,0.004766939207911491,0.004287891089916229,0.0047499556094408035,0.004635441116988659,0.003289599437266588,0.004072388634085655,0.0036584173794835806,0.004342092666774988,0.003057743888348341,0.005084635224193335,0.0037110093981027603,0.007213353179395199,0.007938066497445107,0.004355910699814558,0.0044610947370529175,0.007606862112879753,0.008459423668682575,0.004336215555667877,0.003867603838443756,0.002932582050561905
82,The Gateway Arch is located in,The world's tallest arch is located in,The Gateway Arch,The world's tallest arch, St. Louis,0.036951031535863876,0.01396962534636259,0.009900541044771671,0.008957666344940662,0.011112319305539131,0.009540298953652382,0.007762433961033821,0.01113094948232174,0.011346391402184963,0.010082218796014786,0.011147700250148773,0.013205463998019695,0.008273456245660782,0.011566374450922012,0.012255123816430569,0.013198950327932835,0.01513293944299221,0.011374426074326038,0.012932132929563522,0.009385115467011929,0.01089024730026722,0.011963868513703346,0.008880834095180035,0.00729083176702261,0.01221312116831541,0.01519863959401846,0.00995456799864769,0.007555880583822727,0.01038510724902153,0.008959596045315266,0.010509611107409,0.008726784028112888,0.006890640128403902,0.01049141027033329,0.010616453364491463,0.008873042650520802,0.010740654543042183,0.012370203621685505,0.012766905128955841,0.007475845515727997,0.012079427018761635,0.008425580337643623
83,The Shard is located in the city of,The tallest building in the United Kingdom is located in the city of,The Shard,The tallest building in the United Kingdom, London,0.3510141670703888,0.2308470606803894,0.29710233211517334,0.2433967888355255,0.2913224697113037,0.28881779313087463,0.09320006519556046,0.2027490884065628,0.12765111029148102,0.14621098339557648,0.2943241596221924,0.3368522822856903,0.18126970529556274,0.20682674646377563,0.2789497375488281,0.280221164226532,0.37855562567710876,0.1384122371673584,0.21133367717266083,0.2261103242635727,0.2606491446495056,0.15497243404388428,0.22599945962429047,0.29210329055786133,0.3345765471458435,0.22160695493221283,0.30380088090896606,0.14419318735599518,0.30985620617866516,0.17006435990333557,0.11353956162929535,0.22569212317466736,0.19899943470954895,0.341539204120636,0.468375563621521,0.15414632856845856,0.15384967625141144,0.35115793347358704,0.3201856017112732,0.347135990858078,0.19968335330486298,0.18475329875946045
84,T. Rex lived on the modern day continent of,The dinosaur with tiny arms lived on the modern day continent of,T. Rex,The dinosaur with tiny arms, North America,0.1040901392698288,0.007142245303839445,0.012172539718449116,0.010523938573896885,0.009321406483650208,0.00775625417008996,0.013980932533740997,0.019917553290724754,0.0066134510561823845,0.01998777687549591,0.010778688825666904,0.015270227566361427,0.00677564088255167,0.012706608511507511,0.05471814051270485,0.0022731286007910967,0.03141756355762482,0.010133635252714157,0.004224247299134731,0.01152560580521822,0.02058347500860691,0.010573005303740501,0.049578532576560974,0.008418275974690914,0.020121175795793533,0.004831303376704454,0.009599567390978336,0.009305641986429691,0.01996285654604435,0.03447379916906357,0.014353292994201183,0.006769084837287664,0.011307742446660995,0.025126030668616295,0.008680306375026703,0.01154506579041481,0.011289921589195728,0.009956835769116879,0.011488983407616615,0.019362173974514008,0.019899938255548477,0.033882737159729004
