,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_be,ans_prob_obs_edit_subject_have,ans_prob_obs_edit_subject_do,ans_prob_obs_edit_subject_say,ans_prob_obs_edit_subject_go,ans_prob_obs_edit_subject_get,ans_prob_obs_edit_subject_can,ans_prob_obs_edit_subject_know,ans_prob_obs_edit_subject_will,ans_prob_obs_edit_subject_would,ans_prob_obs_edit_subject_make,ans_prob_obs_edit_subject_think,ans_prob_obs_edit_subject_see,ans_prob_obs_edit_subject_come,ans_prob_obs_edit_subject_take,ans_prob_obs_edit_subject_want,ans_prob_obs_edit_subject_could,ans_prob_obs_edit_subject_look,ans_prob_obs_edit_subject_use,ans_prob_obs_edit_subject_tell,ans_prob_obs_edit_subject_find,ans_prob_obs_edit_subject_give,ans_prob_obs_edit_subject_need,ans_prob_obs_edit_subject_should,ans_prob_obs_edit_subject_work,ans_prob_obs_edit_subject_try,ans_prob_obs_edit_subject_let,ans_prob_obs_edit_subject_call,ans_prob_obs_edit_subject_may,ans_prob_obs_edit_subject_mean,ans_prob_obs_edit_subject_feel,ans_prob_obs_edit_subject_ask,ans_prob_obs_edit_subject_talk,ans_prob_obs_edit_subject_keep,ans_prob_obs_edit_subject_leave,ans_prob_obs_edit_subject_put,ans_prob_obs_edit_subject_like,ans_prob_obs_edit_subject_help,ans_prob_obs_edit_subject_start,ans_prob_obs_edit_subject_become
56,The real name of the actor and rapper Will Smith is,The real name of the actor and rapper The Fresh Prince is,Will Smith,The Fresh Prince, Willard Carroll Smith II,0.0024152754340320826,0.0015990834217518568,0.0012130615068599582,0.0017144946614280343,0.0016480759950354695,0.0018198901088908315,0.0013406299985945225,0.001710359239950776,0.0017098515527322888,0.0012797857634723186,0.0025581172667443752,0.0018793147755786777,0.0016936402535066009,0.002122891368344426,0.0012911923695355654,0.0017571586649864912,0.0012713430915027857,0.0020661246962845325,0.0021147241350263357,0.002044732216745615,0.0016212452901527286,0.0015352654736489058,0.0012424360029399395,0.002327170455828309,0.0015329739544540644,0.0021960223093628883,0.0021721641533076763,0.002726359525695443,0.0011818800121545792,0.001753916498273611,0.0013551398878917098,0.001269820611923933,0.0015805383445695043,0.0013700785348191857,0.0016189544694498181,0.0013086783001199365,0.0013250919291749597,0.0018006653990596533,0.0012666229158639908,0.001818399061448872,0.0017261947505176067,0.0008806908153928816
57,Katy Perry's top album is called,Katheryn Elizabeth Hudson's top album is called,Katy Perry,Katheryn Elizabeth Hudson, Teenage Dream,0.0015704751713201404,0.0004892408614978194,0.0003716802457347512,0.0004464907106012106,0.0004274913517292589,0.000394585746107623,0.0004092113522347063,0.000521777372341603,0.0005465337890200317,0.0005167327472008765,0.0004392238624859601,0.000529379874933511,0.0004914163146167994,0.0005074585787951946,0.0004602371482178569,0.00043780196574516594,0.0005420270026661456,0.0005854794871993363,0.0005744647933170199,0.0004978092620149255,0.0004709698841907084,0.00041923276148736477,0.00037231497117318213,0.00039457398816011846,0.0004809129750356078,0.00044171884655952454,0.00040347978938370943,0.0006596014718525112,0.00047877049655653536,0.0004141430836170912,0.0005535758100450039,0.0005013739573769271,0.0005030403262935579,0.0005214154371060431,0.00046049917000345886,0.0006214767345227301,0.0005031953332945704,0.0007204684079624712,0.00048185736523009837,0.00041845100349746644,0.000745327677577734,0.0003704207774717361
58,Ernest Gary Gygax died in the town of,The creator of Dungeons & Dragons died in the town of,Ernest Gary Gygax,The creator of Dungeons & Dragons," Lake Geneva, Wisconsin, U.S.",0.003924268297851086,0.0028148754499852657,0.0025876688305288553,0.0021948993671685457,0.002494060667231679,0.002122806152328849,0.002293084980919957,0.002080540405586362,0.0025340416468679905,0.002785867778584361,0.002609843388199806,0.0024726183619350195,0.002026364905759692,0.0023219240829348564,0.0030530954245477915,0.0026648403145372868,0.002638883190229535,0.0021252611186355352,0.002755061024799943,0.0029886486008763313,0.002257094020023942,0.002650246024131775,0.0019841359462589025,0.002095455303788185,0.002095738658681512,0.002443408826366067,0.0021881903521716595,0.0024590424727648497,0.002939617494121194,0.002667136723175645,0.002695144386962056,0.002564117545261979,0.0024862124118953943,0.0025910837575793266,0.002019607461988926,0.0024021100252866745,0.0026340901385992765,0.0020671014208346605,0.0029639361891895533,0.0025108593981713057,0.002098115859553218,0.0023142541758716106
59,Richard Garfield received a Bachelor of Science degree in the field of,The creator of Magic: The Gathering received a Bachelor of Science degree in field of,Richard Garfield,The creator of Magic: The Gathering, computer mathematics,0.02085791528224945,0.10739938169717789,0.10108304023742676,0.10117682814598083,0.1041596382856369,0.07688812166452408,0.10864643007516861,0.08212099224328995,0.06393437087535858,0.11126655340194702,0.10119409114122391,0.09735900908708572,0.12295367568731308,0.10066855698823929,0.07583915442228317,0.13741420209407806,0.10274036973714828,0.09162379056215286,0.13125242292881012,0.10107968747615814,0.055387284606695175,0.07130870968103409,0.07145277410745621,0.0627872422337532,0.10753220319747925,0.11516384035348892,0.12286434322595596,0.09846530109643936,0.0822969451546669,0.12258796393871307,0.08131197839975357,0.09679283201694489,0.08079144358634949,0.12739387154579163,0.11552466452121735,0.08093753457069397,0.12428624927997589,0.1391478329896927,0.09879283607006073,0.13533297181129456,0.14753682911396027,0.08469954878091812
60,Emperor Vespasian introduced a tax on this bodily fluid,The fourth and last emperor who reigned in the Year of the Four Emperors introduced a tax on this bodily fluid,Emperor Vespasian,The fourth and last emperor who reigned in the Year of the Four Emperors, urin,2.7450678317109123e-06,6.04427532380214e-06,6.7315404521650635e-06,4.454627742234152e-06,6.380438662745291e-06,6.970678441575728e-06,5.842182417836739e-06,5.492265245266026e-06,6.365388799167704e-06,4.9183568080479745e-06,6.544987627421506e-06,5.955489541520365e-06,3.939974249078659e-06,8.919823812902905e-06,6.025411039445316e-06,7.76904562371783e-06,6.340318577713333e-06,4.263712980900891e-06,4.97213113703765e-06,4.478882601688383e-06,6.809258593420964e-06,7.13884264769149e-06,3.964461484429194e-06,4.167950464761816e-06,5.7201250456273556e-06,5.428132226370508e-06,4.168720352026867e-06,7.578938038932392e-06,6.723534625052707e-06,7.0311339186446276e-06,5.611650976788951e-06,5.2768286877835635e-06,5.9650628827512264e-06,4.971749149262905e-06,5.991755188006209e-06,5.514094027603278e-06,6.187859526107786e-06,9.476460945734289e-06,4.680920028476976e-06,4.134620667173294e-06,5.302937552187359e-06,1.018258262774907e-05
61,"Ludwig II ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake","Der Märchenkönig ('the Fairy Tale King') ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake",Ludwig II,Der Märchenkönig ('the Fairy Tale King')," Starnberg, Bavaria, German Empire",0.003610000479966402,0.004022234585136175,0.005167161580175161,0.004157520830631256,0.00464231101796031,0.004188900347799063,0.004052301868796349,0.004616391379386187,0.003935620188713074,0.004006204195320606,0.004956897813826799,0.0036187805235385895,0.004007149022072554,0.004836264997720718,0.004088037181645632,0.004681637044996023,0.0039038793183863163,0.004944350570440292,0.003972197417169809,0.004241102375090122,0.003924340475350618,0.0044952514581382275,0.004338916856795549,0.004222688730806112,0.004884553607553244,0.0042230174876749516,0.004665468353778124,0.004447686951607466,0.005316878203302622,0.004153189714998007,0.004687131382524967,0.00534413754940033,0.004172624088823795,0.005419609136879444,0.004709688015282154,0.004337480757385492,0.0044037033803761005,0.004243994131684303,0.006364964880049229,0.003324838588014245,0.004865092691034079,0.004114061594009399
62,Alexander the Great was tutored by the philosopher called,The man who conquered most of the known world was tutored by the philosopher called,Alexander the Great,The man who conquered the world, Aristotle,0.1183881163597107,0.09718699008226395,0.05505985766649246,0.07086897641420364,0.058096859604120255,0.07260700315237045,0.061750710010528564,0.0863528847694397,0.06723688542842865,0.06918418407440186,0.06483578681945801,0.07723911106586456,0.07894252240657806,0.0994870737195015,0.07659158855676651,0.0835743397474289,0.09807322919368744,0.07830853015184402,0.08261724561452866,0.10297296196222305,0.0746091827750206,0.05874999240040779,0.07172573357820511,0.06742831319570541,0.08576192706823349,0.08328480273485184,0.07926109433174133,0.07920941710472107,0.06591282039880753,0.08549514412879944,0.07156979292631149,0.08188365399837494,0.08212162554264069,0.09356366097927094,0.08554371446371078,0.06614770740270615,0.0730128288269043,0.08936601132154465,0.07330789417028427,0.06950012594461441,0.08950208872556686,0.043677374720573425
63,Steve Rogers is famous for his,The first avenger is famous for his,Steve Rogers,The first avenger, shield,4.016561797470786e-05,0.00010490725981071591,0.00013860830222256482,9.92043933365494e-05,0.00010633727652020752,6.285912240855396e-05,8.052978955674917e-05,8.661793981445953e-05,0.00011957340757362545,0.00013003087951801717,9.154291910817847e-05,7.68239697208628e-05,9.313404734712094e-05,9.245525143342093e-05,7.537009514635429e-05,0.00010334946273360401,7.505449320888147e-05,7.39482493372634e-05,8.482704288326204e-05,0.00010805318015627563,0.0001034453816828318,0.00010839074093382806,0.0001106269410229288,0.0001100797817343846,0.00010381557513028383,9.524362394586205e-05,0.00012405986490193754,8.649281517136842e-05,0.00012084393529221416,0.00010037877655122429,6.962436600588262e-05,7.024172373348847e-05,8.867149153957143e-05,8.734548464417458e-05,7.602026016684249e-05,0.00012668580166064203,7.77203167672269e-05,0.0001225845335284248,0.00011362025543348864,0.00011546292080311105,0.00010522654338274151,0.0001030723869916983
64,Thomas Jennings invented a method for removing,The first African-American to hold a patent invented a method for removing,Thomas Jennings,The first African-American to hold a patent, dirt and grease from clothing,0.0056202043779194355,0.00491761788725853,0.00549412751570344,0.006470280233770609,0.006942156236618757,0.0064280107617378235,0.0034691952168941498,0.0053869509138166904,0.005007483065128326,0.005160038359463215,0.0062178983353078365,0.006216419395059347,0.004501017741858959,0.004446295090019703,0.004894598852843046,0.003607438411563635,0.005922066513448954,0.007570261135697365,0.004997905343770981,0.006414450239390135,0.005486060865223408,0.0038437212351709604,0.004111048299819231,0.006315913517028093,0.00405108742415905,0.004919272381812334,0.004909281153231859,0.00483750831335783,0.004350790288299322,0.003086220473051071,0.0040874178521335125,0.004122965503484011,0.00572524918243289,0.00404044333845377,0.006303236819803715,0.005388191901147366,0.004716138355433941,0.0072788819670677185,0.005693587474524975,0.006127535365521908,0.005834509618580341,0.0031648296862840652
65,Leonardo da Vinci was born in the modern-day country of,The painter of the Mona Lisa was born in the modern-day country of,Leonardo da Vinci,The painter of the Mona Lisa, Italy,0.032262906432151794,0.018040744587779045,0.013926824554800987,0.012155929580330849,0.01389822456985712,0.01580987684428692,0.017460959032177925,0.01651770807802677,0.02556808479130268,0.010124563239514828,0.016470035538077354,0.014526388607919216,0.018115002661943436,0.014597699046134949,0.018223285675048828,0.0160210020840168,0.009939711540937424,0.005750227253884077,0.023963920772075653,0.013565314933657646,0.022908056154847145,0.015066464431583881,0.021197564899921417,0.022919995710253716,0.013975854963064194,0.020347338169813156,0.013394893147051334,0.013134459033608437,0.01016294676810503,0.021863549947738647,0.024276193231344223,0.013334023766219616,0.011974040418863297,0.012314682826399803,0.02843284048140049,0.021745804697275162,0.029225490987300873,0.011350936256349087,0.009487103670835495,0.00994507409632206,0.022541914135217667,0.01879938319325447
66,Johannes Gutenberg originally trained to become a,The inventor of the printing press originally trained to become a,Johannes Gutenberg,The inventor of the printing press, goldsmith,0.00031147728441283107,0.0005164174363017082,0.0010281315771862864,0.0004782892356161028,0.0005710310069844127,0.0004491609870456159,0.0006366372108459473,0.0005140454741194844,0.0005117410910315812,0.0003770391340367496,0.0005011126049794257,0.000534135615453124,0.0004295643884688616,0.0003486180503387004,0.0005676822620444,0.0005962158320471644,0.0010047510731965303,0.0002839790831785649,0.0005269150133244693,0.00041331633110530674,0.0006279446533881128,0.0007244860753417015,0.0005436845240183175,0.0005290457629598677,0.0003238172794226557,0.0005493024946190417,0.00033905135933309793,0.0005254879943095148,0.0004622619890142232,0.0002867731964215636,0.0009280503145419061,0.0005312535213306546,0.0002712830319069326,0.0004266338364686817,0.00037740019615739584,0.0005306917591951787,0.0003214315220247954,0.0006175700691528618,0.0004740505828522146,0.00043034343980252743,0.00038982322439551353,0.0006020101718604565
67,"In addition to being an inventor, Samuel F.B. Morse was also a talented","In addition to being an inventor, the developer of the electrical telegraph was also a talented",Samuel F.B. Morse,the developer of the electrical telegraph, artist,0.0261907447129488,0.024893421679735184,0.024232860654592514,0.022960355505347252,0.021413303911685944,0.029240941628813744,0.031426239758729935,0.021779514849185944,0.0402982123196125,0.021952547132968903,0.03329973667860031,0.02499854750931263,0.03489426150918007,0.023008111864328384,0.023436935618519783,0.020660225301980972,0.02006162516772747,0.034959472715854645,0.023001179099082947,0.028940385207533836,0.022970862686634064,0.02542756497859955,0.029408087953925133,0.021054290235042572,0.02888714335858822,0.022610658779740334,0.03337610885500908,0.02403651736676693,0.03601621463894844,0.0265636146068573,0.02000611647963524,0.026050854474306107,0.027305234223604202,0.028232775628566742,0.020116232335567474,0.019394129514694214,0.022094091400504112,0.02811351977288723,0.02766440063714981,0.017509285360574722,0.024772517383098602,0.019328031688928604
68,The first patented invention of Thomas Alva Edison was the electric,The first patented invention of the inventor of the light bulb was the electric,Thomas Alva Edison,the inventor of the light bulb, vote recorder,1.3929146916780155e-05,1.665292620600667e-05,2.5853514671325684e-05,1.6435109500889666e-05,1.574544148752466e-05,2.5520475901430473e-05,1.8455124518368393e-05,2.4353957996936515e-05,1.5599092876072973e-05,1.63212935149204e-05,1.7346706954413094e-05,1.585156496730633e-05,1.8237928088638e-05,1.3471766578732058e-05,1.5260568034136668e-05,1.958320353878662e-05,1.8874339730245993e-05,1.4680143976875115e-05,1.4861634554108605e-05,1.7627620763960294e-05,1.4907851436873898e-05,2.052960371656809e-05,2.216538086941e-05,2.1262074369587936e-05,1.330253235209966e-05,1.6198897355934605e-05,2.0789044356206432e-05,1.8144726709579118e-05,2.2751770302420482e-05,4.0548395190853626e-05,1.6889931430341676e-05,1.684555536485277e-05,1.9512943254085258e-05,2.4125383788486943e-05,1.6045707525336184e-05,1.4354096492752433e-05,2.8597043638001196e-05,1.3372041394177359e-05,2.3042210159474052e-05,1.922457704495173e-05,1.2833266737288795e-05,1.947111559275072e-05
69,Nikola Tesla was born in the modern-day country of,The rival of Thomas Alva Edison was born in the modern-day country of,Nikola Tesla,The rival of Thomas Alva Edison, Croatia,0.0012945352355018258,0.0006891504744999111,0.0006596837774850428,0.0006065058405511081,0.0008764290832914412,0.0002909131580963731,0.0008087998139671981,0.0004923769156448543,0.0008963620057329535,0.00035144767025485635,0.0004923033411614597,0.0008726525702513754,0.0009286915301345289,0.0005083832074888051,0.0007281272555701435,0.00038595765363425016,0.0004705291648861021,0.00029880477814003825,0.0010366743663325906,0.0007801255560480058,0.0010390259558334947,0.0003224104002583772,0.0008236472494900227,0.0008524662698619068,0.0006159913027659059,0.0008167565683834255,0.00042214637505821884,0.0007496012840420008,0.0004309757496230304,0.0005005202838219702,0.0009932336397469044,0.00032542075496166945,0.00039192227995954454,0.000516476109623909,0.0006861132569611073,0.0003968313103541732,0.0010192093905061483,0.0006490961532108486,0.0005426441784948111,0.00058652029838413,0.0005784208187833428,0.0005088589387014508
70,Nikola Tesla went to the University of,The inventor of the Tesla coin went to the University of,Nikola Tesla,The inventor of the Tesla coin, Graz,9.490610682405531e-05,0.00011474038183223456,0.00014050416939426214,0.00012539830640889704,0.00016561412485316396,0.00013217335799708962,0.00020444214169401675,0.00014865145203657448,0.00010218585521215573,0.0001147507136920467,0.00011036293290089816,9.832510113483295e-05,0.00012975867139175534,0.00011672297114273533,0.000127004663227126,9.767169103724882e-05,7.892438588896766e-05,0.00013172706530895084,0.00011791368160629645,8.408433495787904e-05,0.00013032156857661903,0.00012429604248609394,0.0001549848384456709,0.00016660039545968175,0.00012090519885532558,0.00010833312990143895,0.0001276088150916621,0.00011762295616790652,0.00015975105634424835,0.00011501385597512126,0.00010945859685307369,0.00010053290316136554,0.00010877632303163409,9.459182183491066e-05,0.00013002431660424918,9.299968951381743e-05,0.0001192337877000682,0.0001519261859357357,0.00011705238284775987,9.352659253636375e-05,9.644422243582085e-05,0.0001588300510775298
71,Nikola Tesla died in the city called,The inventor of the induction motor died in the city called,Nikola Tesla,The inventor of the induction motor," New York City, U.S.",0.022569313645362854,0.011330608278512955,0.008141555823385715,0.010840368457138538,0.00897971447557211,0.010183091275393963,0.007747523486614227,0.009341137483716011,0.009190504439175129,0.011635874398052692,0.0105782151222229,0.012232229113578796,0.011419001035392284,0.01461614016443491,0.008294968865811825,0.014601558446884155,0.01274155080318451,0.013497837819159031,0.011512461118400097,0.013140443712472916,0.006868079304695129,0.009824263863265514,0.008748902007937431,0.009471813216805458,0.009282175451517105,0.014707737602293491,0.009756634943187237,0.009998819790780544,0.008884638547897339,0.008784989826381207,0.009435772895812988,0.01116827130317688,0.010174489580094814,0.010320433415472507,0.01585032232105732,0.008234873414039612,0.009161957539618015,0.008801775053143501,0.009294099174439907,0.0103189991787076,0.011540738865733147,0.0065737199038267136
72,Nikola Tesla studied,The inventor of alternating current studied,Nikola Tesla,The inventor of alternating current, electrical engineering,0.028953395783901215,0.003960361238569021,0.0017229070654138923,0.001952792750671506,0.0029456857591867447,0.00224090414121747,0.0024048148188740015,0.0014096831437200308,0.0035425026435405016,0.0028807437047362328,0.0021254944149404764,0.004132254980504513,0.005048396997153759,0.0028930511325597763,0.004390159621834755,0.0026619548443704844,0.001872005290351808,0.002364504151046276,0.004266860894858837,0.003625506302341819,0.0008898742962628603,0.002982001518830657,0.0038567143492400646,0.0026050033047795296,0.002842206507921219,0.004157818388193846,0.004546630661934614,0.0029489556327462196,0.001794690266251564,0.002843773690983653,0.0053088669665157795,0.003289557062089443,0.004211880266666412,0.004224065691232681,0.004107931163161993,0.0028384707402437925,0.0030209689866751432,0.0027943397872149944,0.00265695434063673,0.0028236056677997112,0.0024427734315395355,0.002945737447589636
73,New York City is in the state of,The most populous city in the United States is in the state of,New York City,The most populous city in the United States, New York,0.15371312201023102,0.09926145523786545,0.08228734135627747,0.07599367946386337,0.08166971802711487,0.10224588215351105,0.10994569212198257,0.08401457220315933,0.09261979907751083,0.092645563185215,0.10316123813390732,0.09266030043363571,0.08687286823987961,0.09672670066356659,0.06710291653871536,0.10200578719377518,0.08520311862230301,0.11037477850914001,0.07706451416015625,0.08319974690675735,0.09776213020086288,0.10508758574724197,0.09823048859834671,0.07802006602287292,0.07402853667736053,0.0810379609465599,0.08722910284996033,0.09388700872659683,0.10065607726573944,0.08302316814661026,0.08697281777858734,0.10305027663707733,0.07070589065551758,0.09316349029541016,0.09288841485977173,0.08399514853954315,0.06771213561296463,0.08755047619342804,0.07850775122642517,0.07884316146373749,0.07887069135904312,0.10753533989191055
74,Michelle Obama was born in the city of,Barack Obama's wife was born in the city of,Michelle Obama,Barack Obama's wife, Chicago,0.07552336156368256,0.07527010887861252,0.06502934545278549,0.0737747848033905,0.057869795709848404,0.07118284702301025,0.051242779940366745,0.05758830904960632,0.06304144114255905,0.06798148900270462,0.08694086223840714,0.07205421477556229,0.059694740921258926,0.08880455791950226,0.06323825567960739,0.07001875340938568,0.07635393738746643,0.06091020628809929,0.07338350266218185,0.06993263959884644,0.04972953721880913,0.04188156872987747,0.07088422775268555,0.05489500239491463,0.06695140153169632,0.10661159455776215,0.09428704530000687,0.05858374387025833,0.06869807094335556,0.08024349808692932,0.05218886211514473,0.0821765884757042,0.05991923063993454,0.057006191462278366,0.07393445074558258,0.06742183119058609,0.06725099682807922,0.054341740906238556,0.08939003199338913,0.05926928296685219,0.0829027071595192,0.055667441338300705
75,Florence Nightingale was born in the city of,The founder of modern nursing was born in the city of,Florence Nightingale,The founder of modern nursing, Florence,0.03756491839885712,0.0041340189054608345,0.0028080507181584835,0.0028472128324210644,0.0026506041176617146,0.0037755630910396576,0.0025775237008929253,0.0034099016338586807,0.0028412293177098036,0.0023376550525426865,0.003222944913432002,0.0031437238212674856,0.0036057615652680397,0.004806311335414648,0.0034505571238696575,0.004833079408854246,0.002903234213590622,0.001618671347387135,0.0035376599989831448,0.0026909213047474623,0.004022595472633839,0.003106092568486929,0.004160402342677116,0.0030562083702534437,0.00342312129214406,0.002958002034574747,0.004149617627263069,0.0026798739563673735,0.003222409402951598,0.004736797884106636,0.003171338466927409,0.0032578862737864256,0.002590938238427043,0.0023397512268275023,0.0048674773424863815,0.003298945492133498,0.0059196664951741695,0.0029406931716948748,0.004050451796501875,0.004600543528795242,0.0040825665928423405,0.0019744159653782845
76,Hippocrates was from the country of,The father of medicine was from the country of,Hippocrates,The father of medicine, Greece,0.06531833112239838,0.0021808191668242216,0.0014771712012588978,0.0019913637079298496,0.002151276683434844,0.002298614475876093,0.002654144074767828,0.002403237856924534,0.0020191308576613665,0.002356919925659895,0.0022022321354597807,0.0022953087463974953,0.0026162071153521538,0.003112562233582139,0.0024005218874663115,0.0024798179510980844,0.0017599809216335416,0.0008063811110332608,0.0026139470282942057,0.002145562320947647,0.002696005394682288,0.0023815128952264786,0.002890818752348423,0.0033108319621533155,0.00239552091807127,0.002033076947554946,0.0031362774316221476,0.0023862416855990887,0.0020843856036663055,0.002156195929273963,0.0024470603093504906,0.0022333834785968065,0.001535621122457087,0.0025713457725942135,0.0025665813591331244,0.002869803924113512,0.002090936992317438,0.0018852738430723548,0.0019221005495637655,0.002829571720212698,0.002367991954088211,0.0012651820434257388
77,Albert Einstein was known for developing the theory of,The winner of the 1921 Nobel Prize in Physics was known for developing the theory of,Albert Einstein,The winner of the 1921 Nobel Prize in Physics , relativity,0.7634214162826538,0.2391316443681717,0.19234569370746613,0.22111926972866058,0.20697133243083954,0.26660507917404175,0.17760039865970612,0.2360970675945282,0.13368408381938934,0.313614159822464,0.21068790555000305,0.19037534296512604,0.23721899092197418,0.37240713834762573,0.21006037294864655,0.16620050370693207,0.2891457974910736,0.2887124717235565,0.16269338130950928,0.19562889635562897,0.26435530185699463,0.19601856172084808,0.20901848375797272,0.19101376831531525,0.22994767129421234,0.24511070549488068,0.2135288417339325,0.18828630447387695,0.1787879317998886,0.15606167912483215,0.18816226720809937,0.21163079142570496,0.31422245502471924,0.17739614844322205,0.1897987723350525,0.2193012684583664,0.23343780636787415,0.1408238559961319,0.23489665985107422,0.32005998492240906,0.23293326795101166,0.10808426141738892
78,James Madison was born in the state of,The father of the Constitution was born in the state of,James Madison,The father of the Constitution, Virgina,4.0784041630104184e-05,0.00011735416774172336,0.0001914957247208804,0.00015606562374159694,0.0001986922579817474,0.0001106272466131486,0.0001341096212854609,0.0001347438374068588,6.615005258936435e-05,0.00010670766641851515,0.00014426058623939753,0.00012934331607539207,0.00010574154293863103,8.124266605591401e-05,7.770265074213967e-05,8.30375065561384e-05,8.901701221475378e-05,0.0002301652857568115,0.0001278405834455043,5.84361951041501e-05,0.00010363630281062797,9.045880142366514e-05,0.00010816466965479776,9.050696098711342e-05,9.563445928506553e-05,0.00012268150749150664,9.150586993200704e-05,0.00011979493865510449,0.00019425030041020364,0.00010249635670334101,7.536087650805712e-05,9.32332404772751e-05,7.98767723608762e-05,6.678808858850971e-05,0.00010904848022619262,0.00015816825907677412,8.909270400181413e-05,0.0001932674931595102,0.0001438913750462234,6.088256122893654e-05,0.00012772326590493321,5.397555651143193e-05
79,Charles Babbage was born in the city of,The father of the computer was born in the city of,Charles Babbage,The father of the computer, London,0.04451262205839157,0.005792771000415087,0.003194337710738182,0.004358359146863222,0.00344712077639997,0.006017410662025213,0.003680968191474676,0.0051186904311180115,0.0050429971888661385,0.006817833054810762,0.005721464287489653,0.0071410792879760265,0.006342504173517227,0.00647018663585186,0.004796632565557957,0.008055971004068851,0.0071843829937279224,0.004329317715018988,0.005549044348299503,0.006283293943852186,0.004556500352919102,0.006523375865072012,0.0064278896898031235,0.005385438911616802,0.007172667887061834,0.0075758411549031734,0.009129064157605171,0.005512529518455267,0.0036436147056519985,0.006118916906416416,0.0044803256168961525,0.007810547016561031,0.0062597510404884815,0.005289653781801462,0.007869282737374306,0.006152934394776821,0.005226648412644863,0.0031740625854581594,0.004413033835589886,0.006492366082966328,0.0068785520270466805,0.004639584105461836
80,Galileo Galilei was born in the city of,The father of the scientific method was born in the city of,Galileo Galilei,The father of the scientific method, Pisa,0.03506788983941078,0.016893180087208748,0.018276724964380264,0.017825080081820488,0.01710863970220089,0.016859855502843857,0.018938351422548294,0.017062608152627945,0.014032191596925259,0.015807563439011574,0.015482057817280293,0.016432344913482666,0.014653160236775875,0.013570116832852364,0.015371992252767086,0.013143694028258324,0.015015261247754097,0.017532041296362877,0.01623249612748623,0.015985671430826187,0.015310568735003471,0.0157795250415802,0.016301138326525688,0.017732925713062286,0.012804750353097916,0.015775319188833237,0.014189410023391247,0.015457718633115292,0.015764648094773293,0.014706257730722427,0.01638881117105484,0.01576523669064045,0.014624088071286678,0.015912743285298347,0.01490780059248209,0.015156988985836506,0.015861650928854942,0.01747712306678295,0.016229160130023956,0.015490532852709293,0.015063334256410599,0.01749708689749241
81,The Taj Mahal was commissioned by,The ivory-white mausoleum in India was commissioned by,The Taj Mahal,The ivory-white mausoleum in India, Shah Jahan,0.00104911916423589,0.0003962049086112529,0.00037133507430553436,0.0005075099179521203,0.00042592070531100035,0.0005540246493183076,0.0003634481690824032,0.000325201079249382,0.000494231702759862,0.00045306902029551566,0.00037781120045110583,0.0005435743369162083,0.0005460961838252842,0.0003623382071964443,0.0004223561263643205,0.00040960637852549553,0.0004932379233650863,0.0004656511591747403,0.000484686839627102,0.00043364634620957077,0.0003740901011042297,0.000443565018940717,0.0002904426655732095,0.00047960077063180506,0.0004755863919854164,0.0005411753081716597,0.0003234966134186834,0.0003709438897203654,0.00029589401674456894,0.00033102743327617645,0.0005791558651253581,0.0005679211462847888,0.0004306943737901747,0.0003724418056663126,0.0002635920827742666,0.0005846945568919182,0.00032973443740047514,0.0004453998408280313,0.0003095811989624053,0.00034389086067676544,0.00026846668333746493,0.00042030028998851776
82,The Gateway Arch is located in,The world's tallest arch is located in,The Gateway Arch,The world's tallest arch, St. Louis,0.0016650643665343523,0.0016171514289453626,0.0014878336805850267,0.001149838324636221,0.002218271605670452,0.0016605790005996823,0.0020323817152529955,0.0014743919018656015,0.0010227866005152464,0.0013395518762990832,0.0018480310682207346,0.0015359745593741536,0.001439085928723216,0.0015546948416158557,0.0014809431741014123,0.0015283222310245037,0.0013150960439816117,0.0013637144584208727,0.0012825021985918283,0.0016615549102425575,0.0015485258772969246,0.0012913860846310854,0.0009351472253911197,0.0015818321844562888,0.00162116636056453,0.0013640770921483636,0.0020688162185251713,0.0015998336020857096,0.0016786896158009768,0.001474109012633562,0.0013742434093728662,0.0013708601472899318,0.0012759831734001637,0.002454685512930155,0.0016701386775821447,0.001170687610283494,0.0010866530938073993,0.0015149288810789585,0.0014364642556756735,0.0016766107873991132,0.001634760294109583,0.00154796801507473
83,The Shard is located in the city of,The tallest building in the United Kingdom is located in the city of,The Shard,The tallest building in the United Kingdom, London,0.017216430976986885,0.0950896143913269,0.07585699111223221,0.09739622473716736,0.07347314059734344,0.10678265988826752,0.08883895725011826,0.0844990462064743,0.0789949893951416,0.09128893166780472,0.09882189333438873,0.10432020574808121,0.10015083849430084,0.08907338976860046,0.0540049783885479,0.10559369623661041,0.11480758339166641,0.10017570853233337,0.09262771904468536,0.07025859504938126,0.069803886115551,0.06096445024013519,0.09647991508245468,0.09194330126047134,0.11935840547084808,0.1567472219467163,0.09230346232652664,0.06587343662977219,0.08396381884813309,0.09132513403892517,0.09471049159765244,0.11531735956668854,0.07753171771764755,0.06729277223348618,0.10491497069597244,0.09021412581205368,0.07850952446460724,0.09809794276952744,0.11002408713102341,0.09161198884248734,0.07912544161081314,0.063652902841568
